"Mês","Turno","Turma","Material","VarConsumo_Quimica","VarConsumo_Eletrica","VarTempoProcesso"
"09",2,2,2,2.8181936831114593,11.927656732230872,1.07875
"09",2,2,2,3.1447890695123166,12.316744789069514,1.175
"09",2,2,2,3.2201609838670673,12.643797284692715,1.41625
"09",2,2,2,3.458381877022654,13.769909258201661,1.06125
"09",2,2,2,2.961225181269906,12.852325317197423,2.06875
"09",2,2,2,2.782257228728366,12.534063267757098,1.20875
"09",0,0,2,2.9865803667745414,13.043340313471665,1.19
"09",0,0,2,3.516481657680516,14.110433263061012,1.875
"09",0,0,2,3.3511254944264652,13.655688812741925,2.40875
"09",0,0,2,2.960230658337338,11.852333436978828,1.29625
"09",0,0,2,2.7003043408617655,11.908867343189078,1.61875
"09",0,0,2,2.913134536750773,12.815398424254514,1.2875
"09",0,0,2,2.77225692775909,12.406365717839275,1.0875
"09",0,0,2,3.220735102371639,13.743524685484724,1.8225
"09",1,1,2,3.0519427402862984,12.672459262138076,0.93625
"09",1,1,2,3.06992282482292,13.0718954248366,1.225
"09",1,1,2,2.6672931349517097,12.008268460085679,1.06875
"09",1,1,2,2.9544351833028397,12.98984729081712,1.04375
"09",1,1,2,2.848249174138745,11.403825333814508,2.0225
"09",1,1,2,2.9335544270563445,12.762675803039633,1.1025
"09",1,1,2,2.8758489653504684,12.692567958886324,1.9875
"09",1,1,2,3.0415426781519184,12.693468146851536,1.02875
"09",1,1,2,3.000656371990189,12.887650655660751,1.8525
"09",2,2,2,3.2619250067026697,13.930287730397225,1.235
"09",2,2,2,3.523855669346254,14.007915686922274,1.465
"09",2,2,2,2.7134686172722984,11.978458207256475,1.085
"09",2,2,2,3.1360439113640983,13.037681020771798,1.13375
"09",2,2,2,3.045275848965351,12.890698822797853,1.235
"09",2,2,2,3.215390147428982,13.823846690779872,1.1
"09",2,2,2,2.7843252414513184,11.708853470910682,1.275
"09",2,2,2,3.521235361177324,12.689519791749222,1.8825
"09",2,2,2,3.3232093243884258,13.40839242792055,1.11625
"09",0,3,7,3.481870960674773,13.59597404522111,1.02875
"09",0,3,2,3.3019558092821653,13.951854132074649,1.5775
"09",0,3,2,3.1193774547590203,12.245995193584536,1.765
"09",2,0,6,3.278826803682295,13.197828906771443,1.40625
"09",0,3,5,3.3371669299631384,12.669206703218412,2.50875
"09",1,1,5,3.278920367284253,13.59439962633421,1.11125
"09",0,3,5,3.384449319265991,13.407807497803258,1.8125
"09",0,3,6,3.831973504773037,14.508199539313095,2.53125
"09",0,3,5,2.881061488673139,12.544260422615649,1.08875
"09",0,3,6,3.187108131897894,12.426664754872089,1.19625
"09",2,0,6,3.052886867851729,12.951997665539963,1.7325
"09",2,0,6,3.109095147700403,13.323303144816723,1.14375
"09",2,0,6,2.714635124298316,12.38560781168923,1.285
"09",2,0,3,2.7357764238731774,11.869547309694088,2.04125
"09",0,3,3,3.2563492063492063,12.524925224327019,2.04125
"09",0,3,3,3.400331877137728,12.821891938732213,2.99125
"09",0,3,3,2.937562822270087,12.166115711998525,1.00375
"09",0,3,5,3.1054748453053533,12.5189906471063,2.265
"09",0,3,3,2.9527225524356084,13.189780933894362,1.515
"09",0,3,5,3.138380115301011,12.13051140501565,2.23375
"09",0,3,5,3.2901215754004536,12.176464612056343,1.0625
"09",1,1,0,3.6798170640275907,13.968272869201662,1.91875
"09",2,0,6,3.2214557780340356,13.878011630273242,1.86875
"09",2,0,0,3.086054781355118,12.852983576900247,2.05375
"09",2,0,0,2.906756115741682,13.507049495952073,0.96875
"09",2,0,0,2.8931750939131016,13.255386925888338,1.1175
"09",0,3,0,2.6974046215355427,13.545914401540246,1.08375
"09",0,3,0,3.1465084501977705,14.413985658988514,1.18125
"09",0,3,0,3.1294440093970244,12.877723524805381,1.3325
"09",0,3,0,2.927269705129484,13.586844930452484,1.7475
"09",0,3,0,2.919519461797213,12.262204257003138,1.37125
"09",0,3,0,2.97181689476168,12.12003442245232,1.35625
"09",0,3,0,3.1281672816728165,12.69806815715216,1.49625
"09",0,3,0,3.2785080283235266,12.885796584515925,1.04375
"09",0,3,0,2.945118767945706,11.723248422313326,1.4325
"09",0,3,0,3.502938971360024,14.348654441533698,1.3275
"09",2,0,6,3.4036868895308845,13.513267461338641,1.19875
"09",2,0,6,2.9625125830481176,13.817667191700517,1.49375
"09",2,0,6,3.177383408997111,13.731761792624601,1.8875
"09",2,0,6,2.6864896976518775,12.701600666530565,3.08125
"09",2,0,6,2.966934455496047,12.480872226472838,1.815
"09",2,0,6,3.230256079190876,13.69004670945202,2.36625
"09",0,3,6,3.301067100741544,14.088283170023299,1.7625
"09",0,3,6,2.855050198773668,12.158289634835135,1.0775
