"Mês","Dia","Turma (to number)","Material (to number)","VarConsumo_Quimica","VarConsumo_Eletrica","VarTempoProcesso"
"10","31",1,2,3.0968415557295756,12.402690128518127,1.31625
"10","31",1,2,3.059658920913534,12.231680345420308,1.9975
"10","31",2,2,3.247533363322837,13.581275965176891,1.14625
"10","31",2,2,2.9237738266858884,12.804929756621533,1.15
"10","31",3,2,3.0427825632994,12.103275139343129,1.80625
"10","31",3,2,2.870542715998204,13.033962678241574,1.185
"10","30",1,2,3.094856678186624,13.040670628893963,1.3275
"10","30",1,2,2.8634429652832165,12.278893546455388,0.97125
"10","30",3,2,3.029030290709494,13.00180572330579,1.32125
"10","30",1,2,2.8785527764668872,11.800793937206782,1.14375
"10","30",1,1,3.0347298355520755,12.183886867197936,1.3375
"10","30",1,2,3.3361223571749883,14.26596279537456,1.05625
"10","30",1,2,2.838635271504084,12.151963139893152,1.315
"10","30",1,2,2.9324904135143544,12.921180494168857,1.33375
"10","30",1,2,2.9105194466196824,12.512091759178224,1.9287499999999997
"10","30",2,2,2.9001969115970567,12.87240981997525,1.0975
"10","30",2,2,3.3970861286169276,13.273860062423019,1.97125
"10","30",2,2,3.111798145008478,12.17594846854669,3.3525
"10","30",2,2,3.2948446880710005,12.512091759178224,2.7225
"10","30",2,2,3.4875543559754094,14.153502156598131,2.01875
"10","30",2,0,2.899234261706309,12.592229410568862,1.27875
"10","30",2,0,3.0422850172799354,13.133348480681153,1.15625
"10","29",2,0,2.991651419665244,12.568312545591525,1.6025
"10","29",2,0,2.960441138084052,11.674305587544337,1.19
"10","29",2,0,3.2368232025479435,13.324683400499863,1.4
"10","29",3,0,3.40754529089586,14.176991030814255,1.6412499999999999
"10","28",1,0,2.837248760114853,12.163733935234236,1.6062499999999997
"10","28",1,0,2.808252442735864,11.767532577663454,2.04375
"10","28",1,0,3.4412362808794916,13.952855671505473,1.535
"10","28",1,0,2.9279856289080044,13.000432839733469,1.60375
"10","28",1,0,3.3385991157208874,12.266879425551013,3.10875
"10","28",0,18,2.7308796851458967,11.592700912114685,3.05875
"10","28",0,18,2.754720996463556,11.829875129095859,1.325
"10","27",3,0,2.9522255192878335,11.083958806074358,2.4775
"10","27",3,0,3.4665372168284785,12.840281743765466,2.73375
"10","27",1,0,3.2641938021079127,12.21441856591622,1.13375
"10","27",3,0,3.192702712623426,12.582832934957928,2.51875
"10","27",1,1,2.902730907365996,12.858304533441757,1.54125
"10","27",1,1,3.0320933479605072,12.67753536040925,2.9625
"10","27",1,1,2.5824980422866095,12.100396149062602,1.075
"10","27",0,1,2.5747054962517706,12.27192089396646,1.07125
"10","27",0,1,2.9680450478460636,13.308297720580615,1.59125
"10","27",0,1,2.887640302793005,11.616725781933761,1.92125
"10","27",3,1,3.0528621273361662,12.406040247998877,0.9975
"10","27",0,21,2.8468734417073907,11.48076663596525,1.16875
"10","26",3,0,2.9327438731379143,11.597930859032704,0.99625
"10","26",3,0,3.085480043149946,12.592804111936035,1.225
"10","26",3,0,2.7611892402076452,11.498209477278404,1.44125
"10","26",3,0,2.758325853528806,11.595163646390041,1.5225000000000002
"10","26",3,0,2.7752554861444816,11.326568109223505,0.9662500000000002
"10","26",3,0,3.746363772679562,14.375115768304621,1.59125
"10","26",2,0,2.8612878561218045,12.129016361705746,1.34375
"10","26",2,0,2.6673985227349735,12.532437248125516,0.95625
"10","26",2,0,2.6793770646531385,11.678649751547622,1.37875
"10","26",2,0,2.9945660217782004,12.74851837341343,1.80625
"10","26",2,0,3.1360071855459983,12.710856961708926,2.29625
"10","26",2,0,2.8078700078308545,12.44299599244553,1.0275
"10","26",2,0,2.900953279848986,12.511451017405548,2.00625
"10","26",2,0,2.709085469233071,12.214080805354953,1.2525
"10","26",0,18,2.7655619190686322,11.266547741996057,1.49125
"10","26",0,18,3.64480274175332,14.944709043799786,1.215
"10","26",0,18,2.932839987017203,12.371842602669108,1.10875
"10","26",0,18,3.452839616661074,14.256759869178682,2.26625
"10","25",0,31,3.0638630745642854,11.90219822088227,2.41625
"10","25",2,31,3.421188405797101,14.533248081841432,2.28375
"10","25",2,31,2.961460311115552,12.782228910350993,1.6975
"10","25",0,31,3.0502046686580377,13.848486623325067,1.12125
"10","25",0,32,2.5949329547247193,11.196792962334008,1.9537500000000003
"10","25",0,38,2.7517533139042962,11.513639958192547,3.3475000000000006
"10","25",0,32,3.1941548362672725,13.782276113170994,1.175
"10","25",0,38,2.708019178339758,12.077708774588146,1.4975
"10","25",0,39,3.1667520130617093,14.134541716051888,1.59125
"10","24",2,41,2.611661030843324,12.645943714097996,3.1225
"10","24",2,41,3.212768094110896,13.351434828288967,1.125
"10","24",2,42,3.0346011161650375,11.675898463517798,1.6737500000000003
"10","24",2,42,2.977617815768755,13.255307746763085,1.35625
"10","24",2,42,2.589816829029919,11.477626139834541,1.7525
"10","24",2,42,2.8648948579715627,11.961655938266729,1.31375
"10","24",2,42,2.6175226205113655,11.455371896228462,1.51625
"10","24",0,22,3.4817390178369108,12.433661431941914,3.3112500000000002
"10","24",0,22,3.0247186831581883,11.247203242870663,3.1525
"10","24",1,44,3.267914305065412,12.801399032503602,1.8475
"10","24",0,43,2.928446327683616,12.490653040877369,1.1
"10","23",2,12,2.6031245223027306,10.892846545203424,2.535
"10","23",2,12,3.2558673820332924,12.97917020708407,2.0325
"10","23",2,12,3.3136764874469793,14.023103222717495,1.9750000000000003
"10","23",2,12,2.7445330331738735,11.77187881061814,1.7125
"10","23",2,12,3.302844394868934,13.910304780026902,1.465
"10","23",2,12,3.334626496079241,13.340292782403923,2.22125
"10","23",2,12,3.074142674988255,12.446855126185767,2.44375
"10","23",0,12,2.818052479699349,12.538637359513968,1.2275
"10","23",0,12,3.0302161398935596,14.445530574562833,1.65375
"10","22",2,45,3.2172646048109965,13.493026076409945,1.995
"10","22",2,45,2.744678138942001,12.321448655944216,1.45875
"10","22",2,45,2.9885453908166837,14.062596647491807,1.62125
"10","22",2,45,2.8579440512301986,12.511152084696365,0.9537499999999999
"10","22",2,45,3.341375661375662,13.337418300653594,2.70625
"10","22",2,45,2.897323135755258,11.95309863907322,0.95875
"10","22",2,45,2.8344199088678583,13.25848951568009,0.9025
"10","22",2,45,3.204179305695989,13.56688276928567,2.735
"10","22",3,45,2.6224642443589024,12.053549238679606,1.40625
"10","22",3,45,3.2567010309278364,12.880533656761672,1.1
"10","22",3,45,2.936449204803635,11.30362563720717,1.165
"10","22",3,45,2.8129877317590632,10.92258691134419,1.05125
"10","22",1,45,3.4215211596742976,13.856939423814215,1.5375
"10","22",1,45,3.3907185418857337,13.277045834106513,1.76125
"10","21",2,45,2.8752963671128104,12.96535822742099,1.5975000000000001
"10","21",2,45,3.0595214020896524,12.258371498245404,1.6475
"10","21",3,45,2.978200202224469,12.743115446380775,1.225
"10","21",3,45,2.8779477374123648,12.012147115060174,1.30625
"10","21",3,45,3.0139285714285715,11.831816059757237,1.45
"10","21",3,45,3.110066137566138,12.54668534080299,0.8212500000000001
"10","21",1,45,3.5989905362776025,14.384239500216491,2.65625
"10","21",1,45,3.257146862951279,13.18735696171213,1.84125
"10","20",1,2,3.2215120935447707,14.47974672810018,1.0525
"10","20",1,2,3.2697303128371087,13.490703724855639,1.10625
"10","20",0,2,3.184855079973745,12.915084159894656,1.5437500000000002
"10","20",0,2,2.620599070959474,12.132176272719564,1.26
"10","20",0,2,2.8109855943621103,12.564544939128103,1.7587499999999998
"10","20",0,2,2.747780426296335,12.293258063926162,1.1725
"10","20",0,2,2.5095442305774416,12.234613602097866,1.42125
"10","20",0,2,3.016522057112464,12.296211992326601,1.7600000000000002
"10","20",3,2,3.3002699055330633,13.786351247651556,0.99625
"10","20",3,0,3.0307099973897165,11.777949237643373,1.51875
"10","20",3,2,2.3261380746436005,12.279164428866213,3.3512499999999994
"10","20",3,2,2.712150874445315,11.98811552812198,1.19125
"10","20",3,2,2.747698599968539,11.598145629181356,1.2475
"10","20",3,18,2.7037566137566142,12.04190009337068,1.23125
"10","20",3,18,2.664176714108724,10.993083662619249,1.6737500000000003
"10","19",1,0,2.808653093187158,11.7405223639965,1.65875
"10","19",1,0,3.0087539295954677,12.802301975821939,1.0225
"10","19",1,0,2.7918619726737814,12.22581383206519,1.16875
"10","19",0,0,3.1144518448038903,13.519648265268684,0.89125
"10","19",1,0,2.6003523946820435,11.496169827854258,1.31625
"10","19",0,0,2.62444549315715,12.072842350720373,1.265
"10","19",0,0,3.1045587057504402,12.30177799135031,1.87125
"10","19",0,0,2.7868113890199786,11.503761485717458,1.25875
"10","19",3,2,2.6802370655133747,11.612064335585266,1.12125
"10","19",3,2,3.062216131558341,11.96508360587775,1.94625
"10","19",3,2,3.151914345734228,12.79851237099841,1.5825
"10","19",3,2,3.174832282984347,12.583260586202364,1.3575
"10","19",2,2,2.8155478027980405,12.645908347481079,1.35
"10","19",2,2,3.0059764397001416,12.39689574658758,1.3275
"10","19",2,2,2.9228318708813474,13.668899212079378,1.88125
"10","18",0,18,3.262502628811777,13.898682501391724,1.6975
"10","18",0,18,3.1068114511352416,13.846143919891091,1.6
"10","18",0,21,3.001735314650445,12.416475516106512,2.15625
"10","18",3,42,3.1820792561766584,13.295004201208096,1.4249999999999998
"10","18",3,42,2.8568792541694887,12.450116986695964,1.31125
"10","18",3,42,3.148114952340304,12.772714719690693,1.24875
"10","18",3,42,3.575641936466051,13.280517728252368,2.91875
"10","17",0,42,3.1319733414526882,12.868579889075292,1.92125
"10","17",0,42,3.0948974536807685,12.967636276743928,2.18375
"10","17",0,12,3.1470356490823495,12.271152335249466,1.75
"10","17",0,46,3.3123557437797775,13.33104973063868,2.22875
"10","17",0,12,2.93577914335504,11.872069748746972,1.4225
"10","17",0,46,3.443704051306116,15.00952328373865,3.01
"10","16",0,46,3.123012121796727,12.202179994212404,1.7625
"10","16",0,46,2.998322975239223,12.000301748399865,2.8225
"10","16",0,46,3.292476229847044,13.514335043649538,1.50375
"10","16",0,46,3.253940387768882,12.346869875566702,2.11125
"10","16",0,46,3.058371227780074,12.626753884687403,1.24
"10","16",0,46,3.222412942685213,13.041914013311745,2.14375
"10","16",0,14,3.1829843538090046,13.408519108745017,2.585
"10","14",3,2,2.592088990223512,12.207909384087348,1.56
"10","14",3,2,3.8057630569258474,14.35352153546408,1.40625
"10","14",3,2,3.4111005391690457,12.944410241102467,1.9
"10","14",3,2,3.448623885541107,12.708096241985533,1.51375
"10","14",1,2,3.094684352248928,12.152482415126217,1.35875
"10","14",1,2,3.728621273361661,14.335530045783472,1.8337500000000002
"10","14",3,2,3.6056643174105982,12.880602515085911,1.91625
"10","14",1,2,2.9397285304098153,11.970841586438805,0.95
"10","14",1,2,3.094585620383547,12.891190222785598,1.4475000000000002
"10","14",2,1,3.757486326762837,14.173095733172689,1.5875
"10","14",2,1,2.7905275399090814,12.546407716273949,1.385
"10","14",1,2,2.97231793265466,12.057211294854667,1.675
"10","14",1,1,3.219380632919971,13.085514750726475,1.36
"10","13",3,45,3.4039175257731964,12.989690721649485,2.10875
"10","13",3,45,3.7677576277855267,13.593354500293518,2.39125
"10","13",3,45,3.4741137566137574,12.95809990662932,1.52375
"10","13",3,45,3.29895488477767,11.839166046165301,1.30625
"10","13",3,45,3.1822716548702394,12.142389817403199,1.4999999999999998
"10","13",3,45,3.0788540613414224,11.904478677214058,0.86125
"10","13",1,45,3.5196838487972504,13.223165554881746,2.28875
"10","13",1,45,3.371798941798943,12.908496732026144,2.43375
"10","13",1,45,3.188523206751055,12.970387765622315,1.8549999999999998
"10","13",1,45,3.4680952380952377,13.016456582633053,2.89125
"10","13",0,8,3.1355423280423285,12.415382819794585,1.105
"10","13",0,8,3.58186941580756,13.256519102486358,1.665
"10","13",0,8,3.030252780586451,11.767679771605302,1.0725
"10","12",0,8,3.2296428571428573,12.704248366013072,1.1275
"10","13",0,8,3.0481159420289856,12.225658716469397,1.4037499999999998
"10","12",0,8,2.71912027491409,12.686476652516676,1.26
"10","12",0,8,3.155789243071531,13.963258652129928,1.18375
"10","12",0,8,2.593460803059273,12.343943313463052,1.1775
"10","12",0,8,3.0761649484536084,12.832019405700423,1.4725
"10","12",3,8,3.264068728522337,12.401455427531838,1.5225000000000002
"10","12",3,8,3.458845360824743,12.962401455427532,1.5725
"10","12",3,8,3.8495832886218113,13.555481211692749,1.8
"10","12",3,8,3.1265740740740746,11.615896358543418,2.225
"10","12",3,8,3.2406746031746034,12.33951914098973,1.6675
"10","12",3,8,3.5520502428159353,13.721624042321496,1.2275
"10","12",3,8,3.0608994708994715,12.1702847805789,0.98875
"10","12",3,8,3.6029894179894177,12.567110177404297,1.2075
"10","12",3,8,3.3574707903780077,12.868405093996362,2.30875
"10","12",1,2,3.7717080186983094,13.861920172599783,1.9937499999999997
"10","12",1,2,3.3471166226197737,12.326154287695969,2.4975
"10","12",1,2,3.1809717422240285,12.122860935388589,1.78375
"10","12",1,2,3.5079483163664844,12.546639642544568,2.60625
"10","12",1,2,3.78058179637127,14.927495964647667,2.665
"10","12",1,2,3.370138345079615,12.163733935234236,1.1275
"10","12",0,2,3.76980056980057,14.920880632954935,2.57875
"10","12",0,2,2.9899425591147764,12.546407716273949,1.2375
"10","12",0,2,3.5836145558040253,13.237984764957007,1.815
"10","11",3,13,3.2812735204982184,11.821713399117266,3.23375
"10","11",3,13,3.710473970473971,14.088852324146442,2.03125
"10","11",3,12,3.4423854725546836,12.184093612682382,3.1975
"10","11",1,47,3.471452480148133,13.419255107234648,1.11
"10","11",1,44,3.4146213088741826,14.738323054753074,1.3375
"10","11",1,22,2.977113075005666,12.108038320698777,1.9125
"10","11",1,25,2.694439477918827,11.647963315488898,1.45375
"10","11",1,44,2.9445768295311106,11.482731080794746,1.16625
"10","11",1,44,3.246294644332111,13.147691428638062,1.69625
"10","11",1,44,3.586566272260069,15.11891956495757,1.475
"10","11",0,44,3.0051540074181586,12.342411565497027,1.38125
"10","10",3,42,3.9371140966195064,13.773979452677517,2.6525
"10","10",2,12,3.3209382308433075,12.906338763322085,1.41625
"10","10",2,46,3.0610942862911363,12.612676809064023,1.69625
"10","10",2,46,3.3786681506214054,14.327801237356379,1.20625
"10","09",2,45,3.2804208944006015,12.452598134672543,2.51
"10","09",2,45,3.035533140179561,13.422924701590048,1.23875
"10","09",2,45,3.1621168384879734,13.12916919345058,1.30375
"10","09",0,45,3.5009049611903986,13.684881614412049,1.4
"10","09",0,45,3.4568934707903782,13.065494238932686,1.6100000000000003
"10","08",1,45,3.014550264550265,12.508753501400562,1.71
"10","08",1,45,2.8807275132275136,12.771358543417367,1.0725
"10","08",1,45,3.0572092856887356,12.46978027180397,1.57125
"10","08",1,45,3.053102979575777,13.104157855866887,2.20375
"10","08",0,45,3.3205243363639685,14.916909912173871,1.4150000000000003
"10","08",2,45,3.541169167853361,14.968458628933005,1.57125
"10","08",2,45,3.2488035196909535,13.839530876198532,1.64625
"10","08",2,45,3.447650345054223,14.343430438228525,2.535
"10","07",0,0,2.9398430241870894,10.676428187805636,1.11
"10","07",1,31,3.2067391304347823,12.880434782608694,0.9875000000000002
"10","07",1,31,3.1046927294737587,13.279590836548248,0.86
"10","07",1,31,3.229780531345164,12.613425082308467,0.9725
