"","X.2","X.1","X","algorithm","replicate","instance","group","result"
"1768",1768,1768,1768,1,26,27,7,741710.18249036
"1769",1769,1769,1769,1,26,123,29,8033132.53321463
"1770",1770,1770,1770,1,6,69,16,3777699.0037531
"1771",1771,1771,1771,2,6,23,6,103920.517907153
"1772",1772,1772,1772,2,6,6,2,3.97394238358159
"1773",1773,1773,1773,2,26,134,31,9077637.41161942
"1774",1774,1774,1774,2,19,141,33,11035256.3975128
"1775",1775,1775,1775,2,9,19,5,26014.8714988907
"1776",1776,1776,1776,2,10,19,5,7637.38020247089
"1777",1777,1777,1777,1,11,36,9,1311005.20873841
"1778",1778,1778,1778,2,27,70,16,4149498.56917363
"1779",1779,1779,1779,2,10,22,6,19571.1360564245
"1780",1780,1780,1780,2,23,72,17,3998423.67786597
"1781",1781,1781,1781,2,3,110,26,8529000.33474456
"1782",1782,1782,1782,1,8,109,25,7058254.67674775
"1783",1783,1783,1783,2,8,65,15,2826760.04210585
"1784",1784,1784,1784,2,8,13,3,609.678642798524
"1785",1785,1785,1785,2,21,11,3,55.5443441997074
"1786",1786,1786,1786,1,6,82,19,5666445.74733983
"1787",1787,1787,1787,1,7,57,14,2920424.26749954
"1788",1788,1788,1788,1,9,18,5,357569.949190155
"1789",1789,1789,1789,1,14,14,4,159159.478368072
"1790",1790,1790,1790,2,16,89,21,5665629.62416333
"1791",1791,1791,1791,2,1,91,21,5541959.38169274
"1792",1792,1792,1792,2,27,51,12,1483215.08744038
"1793",1793,1793,1793,1,24,83,19,5540637.30391847
"1794",1794,1794,1794,1,14,117,27,7623357.32571929
"1795",1795,1795,1795,1,7,105,24,7914129.12614043
"1796",1796,1796,1796,1,22,7,2,1121.64439502622
"1797",1797,1797,1797,2,23,120,28,8370663.74927735
"1798",1798,1798,1798,1,15,146,34,9887801.60941681
"1799",1799,1799,1799,1,13,35,8,1304208.00736533
"1800",1800,1800,1800,2,21,106,25,7650267.304797
"1801",1801,1801,1801,1,9,37,9,1432353.44170741
"1802",1802,1802,1802,1,2,6,2,402.441455606916
"1803",1803,1803,1803,2,16,148,34,12187086.4555005
"1804",1804,1804,1804,2,22,37,9,661755.973349059
"1805",1805,1805,1805,2,18,111,26,7658987.54967317
"1806",1806,1806,1806,2,25,131,30,10005754.7949605
"1807",1807,1807,1807,1,6,76,18,5101832.71877756
"1808",1808,1808,1808,1,1,124,29,8876393.01556071
"1809",1809,1809,1809,1,15,128,30,9761162.02721116
"1810",1810,1810,1810,2,20,41,10,474167.118551178
"1811",1811,1811,1811,2,27,104,24,5962012.94220563
"1812",1812,1812,1812,2,8,68,16,3982470.20877437
"1813",1813,1813,1813,2,28,110,26,7525423.79442508
"1814",1814,1814,1814,2,27,112,26,8467272.65835842
"1815",1815,1815,1815,1,29,54,13,3047989.1978075
"1816",1816,1816,1816,1,11,136,32,9819218.77850832
"1817",1817,1817,1817,1,3,66,16,4186602.09882325
"1818",1818,1818,1818,1,20,4,1,9.13568927439145
"1819",1819,1819,1819,2,25,27,7,155672.693161897
"1820",1820,1820,1820,1,24,141,33,10075210.8011064
"1821",1821,1821,1821,2,28,98,23,5626070.70678665
"1822",1822,1822,1822,1,14,102,24,6629823.62900554
"1823",1823,1823,1823,2,17,138,32,8360848.97879829
"1824",1824,1824,1824,2,28,107,25,7139515.38045375
"1825",1825,1825,1825,1,12,27,7,535776.87058843
"1826",1826,1826,1826,1,7,121,28,8846230.49937247
"1827",1827,1827,1827,1,10,41,10,1939103.56328016
"1828",1828,1828,1828,1,7,28,7,768708.126110091
"1829",1829,1829,1829,1,6,33,8,1077999.42822136
"1830",1830,1830,1830,2,26,130,30,9148065.11801905
"1831",1831,1831,1831,2,17,68,16,3146454.7607896
"1832",1832,1832,1832,1,22,55,13,2957470.4795619
"1833",1833,1833,1833,2,2,53,13,2200847.96511415
"1834",1834,1834,1834,1,12,136,32,10186750.946987
"1835",1835,1835,1835,2,7,147,34,12339037.3495694
"1836",1836,1836,1836,2,1,80,19,5347742.5879807
"1837",1837,1837,1837,1,29,52,12,3274074.61631285
"1838",1838,1838,1838,1,7,113,26,9008415.84055825
"1839",1839,1839,1839,1,16,10,3,29250.5510258538
"1840",1840,1840,1840,1,6,57,14,2769147.63173855
"1841",1841,1841,1841,2,15,126,29,8232563.50720265
"1842",1842,1842,1842,2,3,14,4,132.271233837322
"1843",1843,1843,1843,2,20,60,14,3868384.30826785
"1844",1844,1844,1844,1,27,114,27,8862299.64324642
"1845",1845,1845,1845,2,12,63,15,4046315.61809126
"1846",1846,1846,1846,2,1,94,22,6585629.35512937
"1847",1847,1847,1847,2,26,129,30,9534824.07943468
"1848",1848,1848,1848,1,10,112,26,8433053.06519346
"1849",1849,1849,1849,1,23,128,30,9283287.23030584
"1850",1850,1850,1850,1,26,99,23,6470205.5504253
"1851",1851,1851,1851,1,26,25,6,602217.241262165
"1852",1852,1852,1852,1,5,23,6,502423.826240279
"1853",1853,1853,1853,1,21,12,3,84360.7440836643
"1854",1854,1854,1854,2,4,84,20,5788852.30880476
"1855",1855,1855,1855,1,5,69,16,4332340.19531541
"1856",1856,1856,1856,2,16,83,19,5170978.17958997
"1857",1857,1857,1857,2,16,77,18,4959792.99407082
"1858",1858,1858,1858,2,22,36,9,420493.431635109
"1859",1859,1859,1859,2,30,70,16,4669935.63420277
"1860",1860,1860,1860,1,27,123,29,7538075.10222495
"1861",1861,1861,1861,1,10,32,8,1054307.07169251
"1862",1862,1862,1862,2,18,9,3,4.22283175012311
"1863",1863,1863,1863,2,19,105,24,7836711.0323505
"1864",1864,1864,1864,2,14,125,29,9487536.62283558
"1865",1865,1865,1865,2,22,13,3,16.5602059143661
"1866",1866,1866,1866,1,26,85,20,5089913.23238608
"1867",1867,1867,1867,1,21,95,22,7183643.12283624
"1868",1868,1868,1868,2,19,146,34,10795854.4998878
"1869",1869,1869,1869,1,8,102,24,7663183.30200837
"1870",1870,1870,1870,1,28,131,30,9743182.72280503
"1871",1871,1871,1871,2,10,27,7,216007.755740505
"1872",1872,1872,1872,1,8,24,6,633610.245169582
"1873",1873,1873,1873,2,29,101,24,6755387.17711571
"1874",1874,1874,1874,1,14,91,21,5788414.31218361
"1875",1875,1875,1875,1,25,103,24,6931718.61740651
"1876",1876,1876,1876,1,18,58,14,3169456.2375545
"1877",1877,1877,1877,1,17,115,27,8123502.3376292
"1878",1878,1878,1878,2,13,141,33,9704470.87617949
"1879",1879,1879,1879,2,17,26,6,187646.473826305
"1880",1880,1880,1880,1,17,36,9,1353427.74950385
"1881",1881,1881,1881,2,28,64,15,3771681.85695473
"1882",1882,1882,1882,1,4,4,1,4.20691232857631
"1883",1883,1883,1883,2,8,39,9,981002.08111663
"1884",1884,1884,1884,2,8,72,17,4620511.37209137
"1885",1885,1885,1885,2,23,141,33,10521854.8922763
"1886",1886,1886,1886,2,3,109,25,6966669.62102651
"1887",1887,1887,1887,1,4,86,20,5688746.34426553
"1888",1888,1888,1888,1,7,130,30,7998178.94787245
"1889",1889,1889,1889,2,7,142,33,10581644.0030475
"1890",1890,1890,1890,1,29,94,22,6504250.46620121
"1891",1891,1891,1891,1,6,11,3,41365.4978347427
"1892",1892,1892,1892,2,6,103,24,6599300.57606322
"1893",1893,1893,1893,2,26,145,34,11627116.76011
"1894",1894,1894,1894,2,17,93,22,6090715.66410024
"1895",1895,1895,1895,2,19,79,19,5175443.48496656
"1896",1896,1896,1896,1,8,117,27,8716999.67289484
"1897",1897,1897,1897,2,11,7,2,1.56826698173901
"1898",1898,1898,1898,2,3,74,17,3942507.20036058
"1899",1899,1899,1899,1,18,140,32,10227419.7846777
"1900",1900,1900,1900,1,4,73,17,4741233.85012911
"1901",1901,1901,1901,2,3,8,2,4.26975182331998
"1902",1902,1902,1902,2,20,31,8,493784.667882073
"1903",1903,1903,1903,2,16,4,1,8.49081848573349e-18
"1904",1904,1904,1904,1,4,142,33,10529500.8609045
"1905",1905,1905,1905,2,12,135,31,10161448.5101608
"1906",1906,1906,1906,1,17,76,18,5132082.695848
"1907",1907,1907,1907,2,2,73,17,4224636.47282664
"1908",1908,1908,1908,1,11,30,7,916652.323449305
"1909",1909,1909,1909,2,30,17,4,1757.50152163105
"1910",1910,1910,1910,1,24,80,19,4346459.2700603
"1911",1911,1911,1911,2,10,89,21,6400194.82761663
"1912",1912,1912,1912,2,1,129,30,9735530.30324813
"1913",1913,1913,1913,1,16,150,35,11979694.2763492
"1914",1914,1914,1914,2,21,125,29,8808940.5833308
"1915",1915,1915,1915,2,24,79,19,5584204.84676657
"1916",1916,1916,1916,2,20,144,33,11316390.7205956
"1917",1917,1917,1917,2,29,140,32,10889750.0446964
"1918",1918,1918,1918,2,11,127,29,9000060.24360929
"1919",1919,1919,1919,2,27,144,33,11476715.5181185
"1920",1920,1920,1920,2,14,114,27,8403450.43888834
"1921",1921,1921,1921,1,4,47,11,2123844.58877248
"1922",1922,1922,1922,1,18,80,19,5366150.33402895
"1923",1923,1923,1923,1,7,132,31,10617856.7606157
"1924",1924,1924,1924,2,6,76,18,4364235.3780223
"1925",1925,1925,1925,1,8,15,4,168869.285979219
"1926",1926,1926,1926,1,11,53,13,2729660.17433019
"1927",1927,1927,1927,2,25,21,5,67887.8249849821
"1928",1928,1928,1928,1,4,16,4,242464.787568469
"1929",1929,1929,1929,2,23,126,29,9266531.44155978
"1930",1930,1930,1930,2,29,59,14,1302171.15709949
"1931",1931,1931,1931,1,29,61,14,3200866.88272744
"1932",1932,1932,1932,1,6,91,21,4896417.22987315
"1933",1933,1933,1933,1,13,49,12,2083650.46282285
"1934",1934,1934,1934,2,20,106,25,7658198.12953287
"1935",1935,1935,1935,2,15,125,29,9237199.77327455
"1936",1936,1936,1936,2,9,96,22,5597323.51593598
"1937",1937,1937,1937,2,4,124,29,8070812.33973035
"1938",1938,1938,1938,2,18,31,8,377884.432121834
"1939",1939,1939,1939,2,3,13,3,531.855272547182
"1940",1940,1940,1940,2,10,47,11,1282932.02141958
"1941",1941,1941,1941,2,27,110,26,8770438.00879969
"1942",1942,1942,1942,2,21,36,9,126460.454162523
"1943",1943,1943,1943,1,30,67,16,4883589.25195178
"1944",1944,1944,1944,2,7,99,23,6961478.0642565
"1945",1945,1945,1945,1,30,66,16,4076465.36292977
"1946",1946,1946,1946,2,2,92,21,6143512.71873929
"1947",1947,1947,1947,1,28,105,24,7139282.26482157
"1948",1948,1948,1948,1,23,83,19,5419119.60796986
"1949",1949,1949,1949,1,5,137,32,9669600.8578911
"1950",1950,1950,1950,1,12,98,23,7067801.4896265
"1951",1951,1951,1951,2,8,53,13,2720689.66451314
"1952",1952,1952,1952,2,22,140,32,10154432.556871
"1953",1953,1953,1953,1,11,112,26,7373859.7675054
"1954",1954,1954,1954,1,3,141,33,10508287.2051811
"1955",1955,1955,1955,1,4,42,10,1782674.260983
"1956",1956,1956,1956,2,27,133,31,10447611.0221859
"1957",1957,1957,1957,2,13,91,21,6628110.54035749
"1958",1958,1958,1958,2,11,49,12,2881319.99564769
"1959",1959,1959,1959,2,8,52,12,2554801.47282345
"1960",1960,1960,1960,1,15,12,3,34696.2012558153
"1961",1961,1961,1961,2,9,44,11,1064822.34431302
"1962",1962,1962,1962,1,6,70,16,3581421.94082452
"1963",1963,1963,1963,2,8,125,29,10101835.5807478
"1964",1964,1964,1964,1,23,85,20,6061816.14362866
"1965",1965,1965,1965,1,16,121,28,8799519.02168121
"1966",1966,1966,1966,2,23,53,13,2370004.0824692
"1967",1967,1967,1967,2,16,35,8,662437.446375016
"1968",1968,1968,1968,1,29,13,3,147682.243615411
"1969",1969,1969,1969,2,9,95,22,6439627.55795509
"1970",1970,1970,1970,1,17,101,24,7371615.73708329
"1971",1971,1971,1971,2,28,75,18,5013421.65865912
"1972",1972,1972,1972,2,10,117,27,8714759.03606569
"1973",1973,1973,1973,1,18,44,11,2283738.17817586
"1974",1974,1974,1974,1,11,33,8,944077.786824688
"1975",1975,1975,1975,2,21,25,6,100370.007382377
"1976",1976,1976,1976,1,22,71,17,3762180.82917828
"1977",1977,1977,1977,1,24,113,26,7974924.62326717
"1978",1978,1978,1978,2,25,68,16,3561497.93637877
"1979",1979,1979,1979,2,3,42,10,527890.340536459
"1980",1980,1980,1980,2,5,43,10,553342.218089236
"1981",1981,1981,1981,1,30,95,22,6895844.44560186
"1982",1982,1982,1982,1,27,148,34,11330830.2510174
"1983",1983,1983,1983,1,30,89,21,6985411.87056887
"1984",1984,1984,1984,2,30,98,23,6513246.64578682
"1985",1985,1985,1985,1,15,34,8,911673.269207259
"1986",1986,1986,1986,1,17,45,11,1460594.02027621
"1987",1987,1987,1987,1,1,60,14,3394500.04724882
"1988",1988,1988,1988,2,18,75,18,4148195.2187741
"1989",1989,1989,1989,2,21,97,23,6019535.58206828
"1990",1990,1990,1990,1,26,97,23,6818796.75651815
"1991",1991,1991,1991,1,11,146,34,12018536.3782992
"1992",1992,1992,1992,2,8,108,25,7837533.6802548
"1993",1993,1993,1993,2,16,34,8,427984.420204586
"1994",1994,1994,1994,2,13,50,12,919549.283448236
"1995",1995,1995,1995,1,11,66,16,3590228.80037368
"1996",1996,1996,1996,2,25,56,13,3472326.89513124
"1997",1997,1997,1997,1,9,93,22,6845302.12365604
"1998",1998,1998,1998,2,6,2,1,0
"1999",1999,1999,1999,2,19,92,21,6459152.13782019
"2000",2000,2000,2000,2,30,132,31,10491135.5671284
"2001",2001,2001,2001,1,16,39,9,1779183.5958749
"2002",2002,2002,2002,2,30,130,30,9359153.05484344
"2003",2003,2003,2003,2,7,11,3,95.4404541120719
"2004",2004,2004,2004,1,2,101,24,6224519.3753301
"2005",2005,2005,2005,2,14,43,10,1076686.39429882
"2006",2006,2006,2006,1,6,88,21,6256167.02702513
"2007",2007,2007,2007,2,18,89,21,5338419.19540906
"2008",2008,2008,2008,2,15,142,33,11208742.6045268
"2009",2009,2009,2009,1,4,110,26,7805351.0357948
"2010",2010,2010,2010,2,3,149,34,11885916.7178913
"2011",2011,2011,2011,2,1,70,16,4379722.28738552
"2012",2012,2012,2012,1,28,60,14,3131395.97063377
"2013",2013,2013,2013,1,3,36,9,1448691.06290039
"2014",2014,2014,2014,2,23,147,34,11300735.5025222
"2015",2015,2015,2015,2,10,16,4,11392.3605480997
"2016",2016,2016,2016,1,13,22,6,492821.201164458
"2017",2017,2017,2017,2,23,111,26,8675115.89739231
"2018",2018,2018,2018,2,30,85,20,6712500.76682034
"2019",2019,2019,2019,1,30,104,24,7104387.36874789
"2020",2020,2020,2020,2,15,98,23,6670196.87670638
"2021",2021,2021,2021,2,3,83,19,4548170.09695732
"2022",2022,2022,2022,1,10,93,22,6750767.74137808
"2023",2023,2023,2023,1,5,122,28,9851520.14677886
"2024",2024,2024,2024,1,24,134,31,9676691.2546507
"2025",2025,2025,2025,2,30,86,20,4913552.45808872
"2026",2026,2026,2026,2,23,83,19,5209190.8782558
"2027",2027,2027,2027,1,17,145,34,11436796.460008
"2028",2028,2028,2028,1,9,49,12,1598267.05058628
"2029",2029,2029,2029,2,14,12,3,462.454041926053
"2030",2030,2030,2030,2,3,139,32,10871871.2646369
"2031",2031,2031,2031,1,5,2,1,0.0524832969698905
"2032",2032,2032,2032,1,2,86,20,5385969.60361671
"2033",2033,2033,2033,2,19,55,13,3812460.4046142
"2034",2034,2034,2034,1,15,134,31,10432500.1736927
"2035",2035,2035,2035,1,20,140,32,10655000.089343
"2036",2036,2036,2036,1,29,124,29,8676131.25498655
"2037",2037,2037,2037,1,3,10,3,45120.3473048143
"2038",2038,2038,2038,1,12,45,11,2335733.80978675
"2039",2039,2039,2039,2,22,125,29,8385800.29312987
"2040",2040,2040,2040,1,26,14,4,151182.509798543
"2041",2041,2041,2041,2,22,46,11,1272306.29207263
"2042",2042,2042,2042,2,18,148,34,10195237.0528971
"2043",2043,2043,2043,2,22,82,19,5809842.70068329
"2044",2044,2044,2044,2,19,102,24,7137560.70760299
"2045",2045,2045,2045,2,10,66,16,2261337.60093379
"2046",2046,2046,2046,1,6,108,25,6162019.97384499
"2047",2047,2047,2047,1,28,80,19,5384110.59621438
"2048",2048,2048,2048,2,24,109,25,7542824.70125961
"2049",2049,2049,2049,2,8,24,6,93186.1954712237
"2050",2050,2050,2050,1,21,57,14,3385779.07253977
"2051",2051,2051,2051,1,13,41,10,1729193.13536764
"2052",2052,2052,2052,1,16,146,34,11151952.0114184
"2053",2053,2053,2053,1,8,138,32,10488441.6761458
"2054",2054,2054,2054,2,14,95,22,7089817.87012395
"2055",2055,2055,2055,1,29,100,23,6763709.30781198
"2056",2056,2056,2056,2,24,44,11,915885.559754647
"2057",2057,2057,2057,2,20,45,11,784358.742213193
"2058",2058,2058,2058,1,5,144,33,10251717.5544296
"2059",2059,2059,2059,2,1,53,13,1125843.80404986
"2060",2060,2060,2060,2,6,107,25,6704605.05264075
"2061",2061,2061,2061,1,21,104,24,6260274.1855293
"2062",2062,2062,2062,2,6,16,4,2334.57223093665
"2063",2063,2063,2063,2,2,55,13,3382254.52729377
"2064",2064,2064,2064,1,7,97,23,6676457.88634962
"2065",2065,2065,2065,1,8,112,26,8392302.38635683
"2066",2066,2066,2066,1,29,27,7,627883.917632815
"2067",2067,2067,2067,1,1,42,10,1585889.49036565
"2068",2068,2068,2068,2,21,115,27,8014180.13767156
"2069",2069,2069,2069,1,17,114,27,7256013.70524809
"2070",2070,2070,2070,1,1,76,18,3708883.46919492
"2071",2071,2071,2071,2,7,85,20,5849753.33682519
"2072",2072,2072,2072,1,4,127,29,9675719.68521369
"2073",2073,2073,2073,2,9,43,10,971406.647507366
"2074",2074,2074,2074,2,16,54,13,3581791.61804358
"2075",2075,2075,2075,1,28,99,23,7079199.34395359
"2076",2076,2076,2076,1,5,132,31,8760442.48177393
"2077",2077,2077,2077,2,28,90,21,5986500.47742974
"2078",2078,2078,2078,1,23,31,8,896692.245177555
"2079",2079,2079,2079,2,15,102,24,6505781.63787761
"2080",2080,2080,2080,2,12,44,11,567620.620547535
"2081",2081,2081,2081,1,11,17,4,253194.121995041
"2082",2082,2082,2082,2,3,112,26,6755940.90810078
"2083",2083,2083,2083,2,11,130,30,9863401.64721306
"2084",2084,2084,2084,2,18,44,11,900742.341535519
"2085",2085,2085,2085,2,18,104,24,7520163.75792196
"2086",2086,2086,2086,2,11,44,11,1344332.77434993
"2087",2087,2087,2087,2,10,33,8,725449.026299196
"2088",2088,2088,2088,2,19,47,11,1839135.59705083
"2089",2089,2089,2089,1,21,75,18,4563661.57264602
"2090",2090,2090,2090,2,26,53,13,2731567.7958314
"2091",2091,2091,2091,2,18,23,6,31860.2093114533
"2092",2092,2092,2092,1,19,104,24,6811925.05443116
"2093",2093,2093,2093,1,21,43,10,2136027.64193003
"2094",2094,2094,2094,2,28,88,21,5904428.91527225
"2095",2095,2095,2095,1,21,62,15,3887418.57755243
"2096",2096,2096,2096,1,8,148,34,11171010.3651236
"2097",2097,2097,2097,1,6,148,34,11126290.5494855
"2098",2098,2098,2098,1,4,48,11,2451776.68517626
"2099",2099,2099,2099,1,16,62,15,4015468.04472116
"2100",2100,2100,2100,1,5,80,19,5760490.48280909
"2101",2101,2101,2101,1,8,120,28,8488539.36545408
"2102",2102,2102,2102,1,10,129,30,9974653.90849642
"2103",2103,2103,2103,1,21,130,30,8865711.60835015
"2104",2104,2104,2104,2,2,75,18,5250429.07752037
"2105",2105,2105,2105,2,8,15,4,1387.26238202495
"2106",2106,2106,2106,2,2,129,30,7826562.69115746
"2107",2107,2107,2107,1,24,31,8,989958.466270299
"2108",2108,2108,2108,1,26,40,10,1384203.67725105
"2109",2109,2109,2109,1,7,83,19,4523108.53507578
"2110",2110,2110,2110,2,10,83,19,6093379.66127507
"2111",2111,2111,2111,2,23,82,19,4870746.15703338
"2112",2112,2112,2112,2,29,124,29,9492455.69044117
"2113",2113,2113,2113,1,4,108,25,8103362.51231228
"2114",2114,2114,2114,1,21,76,18,4155281.32513917
"2115",2115,2115,2115,2,5,140,32,11014717.964821
"2116",2116,2116,2116,1,23,135,31,10289633.3737513
"2117",2117,2117,2117,2,28,131,30,9741758.42720365
"2118",2118,2118,2118,2,14,145,34,11176985.2678087
"2119",2119,2119,2119,2,17,16,4,59888.8302443449
"2120",2120,2120,2120,2,14,78,18,4357220.34769592
"2121",2121,2121,2121,2,16,9,3,7.73166111640947
"2122",2122,2122,2122,1,22,35,8,1227314.49690839
"2123",2123,2123,2123,2,11,102,24,7833979.55875933
"2124",2124,2124,2124,1,30,54,13,2384187.88603191
"2125",2125,2125,2125,2,20,50,12,2730801.88797034
"2126",2126,2126,2126,1,21,91,21,6462483.17786796
"2127",2127,2127,2127,1,14,58,14,3595893.05742877
"2128",2128,2128,2128,2,18,32,8,368065.336232576
"2129",2129,2129,2129,1,30,74,17,3695614.58104531
"2130",2130,2130,2130,1,11,21,5,311675.131788073
"2131",2131,2131,2131,1,15,135,31,9633034.71111883
"2132",2132,2132,2132,1,26,150,35,11446781.8968886
"2133",2133,2133,2133,2,24,4,1,1.36395574147273e-12
"2134",2134,2134,2134,1,14,29,7,918269.773265297
"2135",2135,2135,2135,1,3,123,29,8293854.99728632
"2136",2136,2136,2136,1,1,84,20,4136704.18297645
"2137",2137,2137,2137,2,12,140,32,9411280.64262965
"2138",2138,2138,2138,1,19,25,6,632530.365345643
"2139",2139,2139,2139,1,8,42,10,1690523.78603679
"2140",2140,2140,2140,2,24,53,13,2826110.60235981
"2141",2141,2141,2141,2,30,19,5,50857.6907861922
"2142",2142,2142,2142,1,5,16,4,182086.641327158
"2143",2143,2143,2143,1,10,52,12,2788069.15242897
"2144",2144,2144,2144,1,23,40,10,1665404.57752344
"2145",2145,2145,2145,2,10,53,13,2594365.13078208
"2146",2146,2146,2146,2,19,51,12,2017319.94299859
"2147",2147,2147,2147,1,22,88,21,5789417.08962627
"2148",2148,2148,2148,2,12,12,3,215.862489218629
"2149",2149,2149,2149,1,20,47,11,1799839.35425012
"2150",2150,2150,2150,1,15,80,19,4800563.20996407
"2151",2151,2151,2151,1,20,138,32,10513445.7421242
"2152",2152,2152,2152,1,18,33,8,987081.722074508
"2153",2153,2153,2153,2,18,127,29,9467603.21736466
"2154",2154,2154,2154,1,11,26,6,562381.129889137
"2155",2155,2155,2155,2,6,123,29,7315714.76178043
"2156",2156,2156,2156,1,14,23,6,490062.859309936
"2157",2157,2157,2157,1,8,128,30,9959314.76895151
"2158",2158,2158,2158,2,28,56,13,2820510.44169639
"2159",2159,2159,2159,2,18,63,15,3649549.94954199
"2160",2160,2160,2160,1,24,51,12,3552718.31212292
"2161",2161,2161,2161,1,29,31,8,951246.932659788
"2162",2162,2162,2162,1,29,60,14,3755528.251807
"2163",2163,2163,2163,1,12,47,11,2581276.76458878
"2164",2164,2164,2164,1,17,74,17,4760418.20141354
"2165",2165,2165,2165,1,30,70,16,2691312.72244516
"2166",2166,2166,2166,1,29,73,17,4067010.44640584
"2167",2167,2167,2167,1,13,101,24,7496930.92104977
"2168",2168,2168,2168,2,15,24,6,83326.3578389875
"2169",2169,2169,2169,1,17,118,27,8758138.51984509
"2170",2170,2170,2170,1,19,103,24,6977246.68075864
"2171",2171,2171,2171,1,9,73,17,4729659.37035356
"2172",2172,2172,2172,2,10,129,30,9803653.60666385
"2173",2173,2173,2173,1,5,99,23,7270645.31507003
"2174",2174,2174,2174,1,9,94,22,6993641.21112853
"2175",2175,2175,2175,2,22,113,26,8299756.96923785
"2176",2176,2176,2176,2,14,66,16,2872030.41676169
"2177",2177,2177,2177,2,30,115,27,6956305.85705543
"2178",2178,2178,2178,2,20,33,8,319392.180080014
"2179",2179,2179,2179,2,28,23,6,83801.6121595484
"2180",2180,2180,2180,2,1,88,21,5825797.95868137
"2181",2181,2181,2181,2,23,22,6,51057.2726803143
"2182",2182,2182,2182,2,22,104,24,7461266.78672786
"2183",2183,2183,2183,1,25,51,12,3017964.86723053
"2184",2184,2184,2184,2,20,51,12,1547226.91751792
"2185",2185,2185,2185,1,2,4,1,15.5017793792145
"2186",2186,2186,2186,2,16,147,34,11022111.598838
"2187",2187,2187,2187,2,9,6,2,0.000582924563212899
"2188",2188,2188,2188,1,10,113,26,9121529.86910655
"2189",2189,2189,2189,1,30,81,19,5294574.57817884
"2190",2190,2190,2190,1,15,123,29,9611896.25187518
"2191",2191,2191,2191,1,18,79,19,5062748.24481615
"2192",2192,2192,2192,1,10,119,28,8706645.61550385
"2193",2193,2193,2193,2,14,87,20,5647558.58143444
"2194",2194,2194,2194,1,18,41,10,1603240.58108295
"2195",2195,2195,2195,2,22,145,34,11592044.4377487
"2196",2196,2196,2196,1,3,48,11,2734298.08267943
"2197",2197,2197,2197,2,11,140,32,10767766.9238576
"2198",2198,2198,2198,1,14,98,23,6234907.72070124
"2199",2199,2199,2199,2,16,80,19,5408590.49092987
"2200",2200,2200,2200,2,23,123,29,8508544.0914484
"2201",2201,2201,2201,1,23,54,13,3505751.27002337
"2202",2202,2202,2202,1,28,33,8,1267413.51337113
"2203",2203,2203,2203,2,4,75,18,4863737.63793948
"2204",2204,2204,2204,1,13,147,34,10610156.0289743
"2205",2205,2205,2205,2,24,87,20,6049068.78452806
"2206",2206,2206,2206,1,8,29,7,902904.378266586
"2207",2207,2207,2207,2,4,35,8,763859.534590663
"2208",2208,2208,2208,2,1,60,14,3107685.9297572
"2209",2209,2209,2209,2,20,36,9,464749.165549633
"2210",2210,2210,2210,1,11,51,12,3062014.76021226
"2211",2211,2211,2211,2,17,18,5,2052.17537968416
"2212",2212,2212,2212,2,13,31,8,370059.029545553
"2213",2213,2213,2213,2,26,54,13,2732325.91797313
"2214",2214,2214,2214,2,4,24,6,318659.179928365
"2215",2215,2215,2215,1,15,109,25,6945633.92634167
"2216",2216,2216,2216,1,30,85,20,5397222.97722929
"2217",2217,2217,2217,1,16,145,34,11479924.457239
"2218",2218,2218,2218,2,24,71,17,4896237.77939171
"2219",2219,2219,2219,2,14,24,6,269336.459208394
"2220",2220,2220,2220,2,24,50,12,2859396.44050704
"2221",2221,2221,2221,2,18,107,25,7937686.86798142
"2222",2222,2222,2222,2,15,105,24,5955962.15073597
"2223",2223,2223,2223,1,11,98,23,6495141.79291708
"2224",2224,2224,2224,1,13,124,29,7194608.99742734
"2225",2225,2225,2225,1,4,118,27,8942412.01778685
"2226",2226,2226,2226,1,19,62,15,3784841.29878848
"2227",2227,2227,2227,1,12,32,8,830051.966565129
"2228",2228,2228,2228,2,2,78,18,4689641.3539236
"2229",2229,2229,2229,2,16,81,19,5242400.35027985
"2230",2230,2230,2230,1,20,24,6,503448.249619014
"2231",2231,2231,2231,2,26,47,11,2911493.95762218
"2232",2232,2232,2232,1,5,91,21,6070276.48503075
"2233",2233,2233,2233,2,28,150,35,11343468.6422323
"2234",2234,2234,2234,2,4,18,5,7861.96662965583
"2235",2235,2235,2235,2,3,58,14,3514894.17278579
"2236",2236,2236,2236,1,13,29,7,770965.933008283
"2237",2237,2237,2237,1,22,86,20,5456599.09313736
"2238",2238,2238,2238,1,29,148,34,11161431.6307761
"2239",2239,2239,2239,2,10,114,27,8431282.46294685
"2240",2240,2240,2240,2,28,129,30,8738403.56639869
"2241",2241,2241,2241,1,25,149,34,12071700.0335881
"2242",2242,2242,2242,2,20,86,20,5828384.42910246
"2243",2243,2243,2243,1,17,79,19,4270142.05774953
"2244",2244,2244,2244,2,29,130,30,8652396.68519288
"2245",2245,2245,2245,1,29,43,10,2362658.38348864
"2246",2246,2246,2246,2,20,150,35,12693722.396326
"2247",2247,2247,2247,1,4,98,23,6947240.40068983
"2248",2248,2248,2248,2,4,32,8,546449.40612914
"2249",2249,2249,2249,2,23,148,34,9693995.19105834
"2250",2250,2250,2250,1,15,9,3,9848.87132054973
"2251",2251,2251,2251,2,2,108,25,8327585.58251936
