"","algorithm","replicate","instance","group","result"
"1065",2,30,121,28,8450732.16675521
"1066",1,19,54,13,2319045.72750197
"1067",1,29,95,22,6700254.87123503
"1068",1,5,52,12,3145393.37044637
"1069",1,27,56,13,3562278.48328722
"1070",2,2,61,14,4270259.06634352
"1071",1,23,43,10,1647694.1164057
"1072",1,13,51,12,2289731.65067822
"1073",2,23,33,8,368103.059633672
"1074",1,29,86,20,4997313.55761275
"1075",2,21,78,18,5605264.16350177
"1076",2,5,130,30,9625578.55816119
"1077",2,8,81,19,5182616.68127118
"1078",2,29,47,11,1471150.38912333
"1079",2,20,35,8,320849.628603057
"1080",1,26,143,33,11517613.5437869
"1081",1,26,26,6,444060.733135389
"1082",1,20,93,22,5879701.29069437
"1083",2,15,26,6,197083.669483385
"1084",2,3,117,27,8223413.06371846
"1085",1,20,23,6,546229.820109643
"1086",2,25,82,19,5625191.01977887
"1087",1,26,19,5,382961.568418402
"1088",1,5,140,32,10176359.502421
"1089",1,13,11,3,80302.4852219845
"1090",2,13,14,4,909.534882444776
"1091",2,21,83,19,5620062.28114474
"1092",2,15,150,35,10898806.6925956
"1093",1,29,15,4,165704.457766438
"1094",1,19,79,19,5478008.90532978
"1095",2,7,121,28,9409910.02725895
"1096",1,13,39,9,1294467.63374453
"1097",1,5,148,34,11095711.0065561
"1098",1,13,105,24,7239953.08584415
"1099",1,18,112,26,7458628.35931977
"1100",2,28,59,14,3105681.10452475
"1101",2,13,82,19,5072411.56538645
"1102",2,16,75,18,4602951.02556422
"1103",1,4,77,18,5116987.00014543
"1104",2,29,86,20,4915068.4740615
"1105",1,30,36,9,1353893.91450843
"1106",1,25,90,21,5742727.68787954
"1107",1,20,56,13,3160013.34566012
"1108",2,21,149,34,11605636.4507464
"1109",2,29,70,16,3465519.40426682
"1110",1,20,29,7,765036.646874866
"1111",2,22,57,14,3252079.42907552
"1112",1,1,32,8,1116687.13523882
"1113",1,3,97,23,6058073.81404767
"1114",1,10,126,29,9202098.43189818
"1115",2,7,110,26,7630855.66438817
"1116",2,5,46,11,833191.822629357
"1117",2,13,18,5,63260.9849748567
"1118",2,29,38,9,2251820.49284711
"1119",2,17,111,26,7794935.74020461
"1120",1,25,9,3,14911.3565832002
"1121",2,10,97,23,6540056.85847998
"1122",2,13,36,9,688938.680049869
"1123",1,4,65,15,3646237.4483303
"1124",2,15,107,25,7081483.82139919
"1125",2,15,123,29,8339634.74720641
"1126",2,2,113,26,8136542.09479909
"1127",2,30,15,4,64.3984696765747
"1128",2,1,33,8,468467.698317994
"1129",2,23,96,22,6245444.93530599
"1130",2,3,65,15,3418706.87735831
"1131",1,1,72,17,3587116.13507826
"1132",1,7,147,34,10794052.1454237
"1133",2,11,23,6,88799.2009471736
"1134",2,16,61,14,2997977.26056456
"1135",1,14,90,21,6173370.39940884
"1136",2,8,142,33,11193838.2566824
"1137",1,15,56,13,2418078.08120793
"1138",1,12,93,22,6261345.21309547
"1139",1,19,97,23,4749330.42767043
"1140",1,16,63,15,2026663.9169276
"1141",2,5,49,12,1091886.67703579
"1142",2,15,87,20,4864299.02802963
"1143",2,21,92,21,4758934.95880773
"1144",1,12,83,19,5842596.8257309
"1145",1,27,20,5,327194.221078526
"1146",2,8,131,30,10362909.9394593
"1147",1,29,44,11,1667623.40973428
"1148",1,26,118,27,8505589.19592717
"1149",2,13,28,7,257054.072303019
"1150",1,29,144,33,10224970.9942734
"1151",1,23,91,21,6213569.5277489
"1152",2,9,76,18,4840653.79652935
"1153",2,19,57,14,3497153.2052941
"1154",1,21,23,6,541283.975401054
"1155",2,28,86,20,6199486.7372027
"1156",1,30,150,35,11336576.0342996
"1157",1,9,55,13,3101218.19014195
"1158",2,5,56,13,3216122.28623855
"1159",1,3,61,14,3559750.70277653
"1160",2,1,89,21,6099489.37440617
"1161",2,11,107,25,6232695.92195807
"1162",1,14,44,11,1693159.79536051
"1163",1,25,82,19,5157422.39420573
"1164",2,6,101,24,7117838.45483996
"1165",2,5,35,8,584446.824968685
"1166",1,23,44,11,2138665.82974245
"1167",2,11,119,28,5715383.17331918
"1168",1,23,18,5,311850.93694577
"1169",1,28,19,5,371044.500734936
"1170",1,6,131,30,9477444.51675137
"1171",2,27,142,33,10559469.3389602
"1172",1,22,28,7,867553.925385623
"1173",2,26,35,8,561339.578658132
"1174",1,7,23,6,572567.59812301
"1175",1,9,149,34,12060992.7448015
"1176",2,19,37,9,983570.180841786
"1177",2,30,80,19,4511896.08913756
"1178",1,28,28,7,842612.74706339
"1179",2,3,123,29,7174383.58782053
"1180",1,1,20,5,400503.895747843
"1181",2,2,117,27,6793807.1251072
"1182",1,12,82,19,5413375.12413
"1183",1,5,125,29,9933613.47171857
"1184",2,6,140,32,10311096.1566438
"1185",1,10,3,1,0.843514539230097
"1186",1,14,34,8,847966.987333994
"1187",2,16,103,24,6639169.6627489
"1188",1,28,103,24,6504475.80829545
"1189",1,5,22,6,414237.895573318
"1190",2,13,49,12,1192824.44191533
"1191",1,17,40,10,1896978.35552899
"1192",2,1,67,16,4407400.77347164
"1193",2,19,27,7,195602.029600041
"1194",2,23,35,8,477961.448518575
"1195",2,16,138,32,10872450.7365924
"1196",1,21,92,21,6408814.75297694
"1197",2,15,51,12,2666725.11667916
"1198",1,29,150,35,11501770.6228195
"1199",1,15,30,7,815328.216859759
"1200",2,23,14,4,245.537813402507
"1201",2,30,118,27,8226428.45944386
"1202",2,15,136,32,9736269.48134461
"1203",2,16,8,2,6.59813994081761
"1204",2,20,134,31,9739544.87667593
"1205",2,22,68,16,2676223.92672132
"1206",1,15,49,12,2727400.55869661
"1207",2,22,41,10,967516.162490916
"1208",2,28,18,5,9549.72487905157
"1209",1,8,147,34,10692064.5635418
"1210",2,6,46,11,817095.338957845
"1211",2,6,11,3,126.215175810026
"1212",1,6,127,29,9781657.39899199
"1213",2,18,70,16,4499099.06110669
"1214",1,22,62,15,3031536.9104524
"1215",2,23,90,21,5990447.71388396
"1216",1,10,30,7,1017494.91640059
"1217",2,8,44,11,2088897.37492587
"1218",2,17,17,4,2058.34539122339
"1219",2,22,118,27,8262096.86824925
"1220",2,29,121,28,9527420.24446109
"1221",1,23,34,8,1024082.03230745
"1222",2,16,17,4,1738.48499972537
"1223",1,1,45,11,2399034.83645067
"1224",2,26,85,20,5952428.44278433
"1225",1,6,103,24,6780746.41624218
"1226",1,5,121,28,8867884.07849604
"1227",1,17,92,21,6290526.77155524
"1228",2,11,141,33,11653183.5753813
"1229",2,24,102,24,6956565.12050507
"1230",1,19,138,32,10974168.0204959
"1231",2,24,129,30,10003449.7337778
"1232",2,26,82,19,5400695.39528154
"1233",2,17,34,8,417105.182133214
"1234",1,2,98,23,4725816.39179742
"1235",1,15,27,7,787902.31215287
"1236",2,21,61,14,3698003.88820883
"1237",1,22,90,21,5546353.48735604
"1238",1,8,80,19,5775625.63579746
"1239",1,8,98,23,6468774.79429441
"1240",1,22,137,32,9791833.50365297
"1241",1,21,90,21,6257732.4087957
"1242",2,5,150,35,9993783.1488726
"1243",2,3,55,13,2962639.05421507
"1244",1,15,79,19,5531352.73406457
"1245",2,17,35,8,801216.228489517
"1246",2,30,34,8,562568.763961795
"1247",1,2,112,26,8403853.95326418
"1248",2,29,136,32,10658672.5416936
"1249",1,18,74,17,5004790.57374386
"1250",2,12,104,24,8015227.92662572
"1251",1,26,63,15,2828041.01074573
"1252",2,30,37,9,227809.078218517
"1253",2,15,52,12,2653510.24208511
"1254",1,21,150,35,10872214.4438034
"1255",1,19,18,5,308846.86819192
"1256",2,27,137,32,10159275.9889051
"1257",2,18,6,2,3.9741091646548
"1258",1,18,124,29,8997689.75658787
"1259",2,9,125,29,9595301.78435943
"1260",2,11,97,23,5324936.35843474
"1261",1,19,100,23,6247842.33032517
"1262",2,10,82,19,5182799.16481564
"1263",2,9,81,19,5590929.53478208
"1264",1,14,150,35,10552234.8723269
"1265",2,28,70,16,3764296.93750583
"1266",2,12,82,19,5627178.44135966
"1267",1,23,96,22,6341576.94302593
"1268",2,8,5,2,2.38888739195945e-09
"1269",1,11,10,3,32994.6833968834
"1270",2,28,89,21,5983916.92789379
"1271",2,29,65,15,4807700.94781025
"1272",1,28,149,34,12115450.9351379
"1273",2,23,34,8,221355.000273519
"1274",2,6,143,33,9937819.16680392
"1275",2,15,80,19,5628374.13787096
"1276",1,9,2,1,0.000681641794741714
"1277",1,20,64,15,4365846.54910209
"1278",1,28,36,9,1407464.69078249
"1279",1,2,141,33,10350138.9863705
"1280",1,3,138,32,11290976.7396397
"1281",1,19,82,19,4628390.98540096
"1282",1,8,127,29,9918167.38962506
"1283",1,5,66,16,4090366.30172953
"1284",2,2,118,27,9180077.56315999
"1285",1,23,143,33,10765952.8631363
"1286",2,10,94,22,5948440.3259908
"1287",1,5,59,14,2631688.04781503
"1288",1,26,127,29,9818249.51921057
"1289",1,18,39,9,983703.123264596
"1290",1,6,94,22,6704252.91120919
"1291",2,17,71,17,3478905.28863676
"1292",2,16,84,20,6044354.06360557
"1293",1,28,72,17,4016320.98582441
"1294",1,6,84,20,5151862.23592579
"1295",2,18,39,9,578380.119480408
"1296",1,30,73,17,4789680.1481689
"1297",2,25,119,28,9743270.37608306
"1298",2,22,14,4,2634.38522959107
"1299",2,5,10,3,10.871486766042
"1300",1,29,23,6,524768.872372072
"1301",2,30,149,34,11972812.5059141
"1302",2,20,125,29,9216727.02615247
"1303",2,5,131,30,10763523.7297564
"1304",2,14,67,16,4335412.59638503
"1305",2,21,98,23,7586645.27832696
"1306",1,16,125,29,9801994.10201859
"1307",1,7,120,28,9081314.19046111
"1308",1,10,81,19,3934379.08925651
"1309",2,11,121,28,8718338.14404573
"1310",1,3,57,14,3833120.36797533
"1311",1,24,66,16,3352307.96004624
"1312",2,25,14,4,419.51077727153
"1313",1,26,146,34,8538101.25227826
"1314",1,17,134,31,10605165.6261687
"1315",2,20,114,27,6488578.91230726
"1316",1,27,109,25,8095772.15850562
"1317",2,13,32,8,320065.753828377
"1318",1,11,32,8,923890.590885183
"1319",1,30,3,1,0.0186565622039501
"1320",2,26,93,22,7042022.24480807
"1321",1,25,31,8,913921.281996087
"1322",1,14,75,18,4267429.07066487
"1323",1,1,5,2,39.4263150544962
"1324",2,9,60,14,3460917.42560064
"1325",2,16,120,28,7983053.0230831
"1326",2,9,134,31,9182387.17037617
"1327",1,14,59,14,3994895.5057443
"1328",1,4,124,29,8752731.57060563
"1329",2,7,32,8,463713.044070451
"1330",1,11,97,23,5561302.64525308
"1331",1,6,95,22,6960474.96423073
"1332",1,14,12,3,68592.677921981
"1333",1,21,36,9,1340567.2613462
"1334",2,4,100,23,6607805.91265016
"1335",1,16,69,16,4059735.85803352
"1336",1,23,15,4,186730.488352849
"1337",2,8,110,26,8269472.83697669
"1338",2,13,134,31,10357937.7228925
"1339",1,1,115,27,8858763.13541791
"1340",1,23,113,26,8430637.34486384
"1341",1,29,147,34,11432036.8652419
"1342",2,6,33,8,400051.502490991
"1343",2,10,134,31,9906665.31947295
"1344",1,12,150,35,12327448.3752657
"1345",2,26,101,24,7249479.80146668
"1346",1,2,2,1,0.00713833772919694
"1347",2,28,136,32,10260608.2302845
"1348",2,21,95,22,6117522.91365561
"1349",2,29,104,24,7857339.88494559
"1350",2,27,143,33,10579023.7479684
"1351",1,16,118,27,7135804.5199516
"1352",1,26,37,9,1361376.85383009
"1353",2,3,101,24,7623446.02972422
"1354",1,16,58,14,2703162.96042366
"1355",2,15,129,30,9858555.45670283
"1356",1,9,145,34,11771889.8592084
"1357",1,1,107,25,7751234.90778953
"1358",1,10,121,28,8654913.25615131
"1359",1,22,125,29,7447313.07686408
"1360",2,19,116,27,7926893.09751855
"1361",2,5,39,9,506250.633776216
"1362",2,12,133,31,9933673.84993207
"1363",2,7,128,30,10174882.589676
"1364",2,30,21,5,9924.18659751073
"1365",2,7,109,25,7573143.57529363
"1366",1,14,149,34,10011066.0878471
"1367",1,21,9,3,11971.8500444247
"1368",1,7,48,11,2320943.43318999
"1369",2,4,7,2,0.225542077777835
"1370",2,18,62,15,3356043.57580695
"1371",1,29,119,28,8497776.60898125
"1372",1,5,79,19,4966408.44724814
"1373",1,30,82,19,6124370.22284079
"1374",1,27,41,10,1834511.32823378
"1375",1,1,63,15,3300526.63881692
"1376",1,15,48,11,2014460.92773767
"1377",2,10,91,21,6095506.72282523
"1378",1,9,79,19,4686251.54857809
"1379",1,6,21,5,411374.197702588
"1380",2,8,130,30,10755659.5934841
"1381",2,8,16,4,43519.7820041644
"1382",2,13,83,19,4962771.01192637
"1383",2,17,65,15,4867446.87272334
"1384",2,2,62,15,3551263.06337195
"1385",2,7,84,20,4877775.31308568
"1386",2,1,124,29,9949705.17667406
"1387",2,15,120,28,8199390.13687889
"1388",1,23,144,33,10461475.7589065
"1389",2,13,29,7,346098.683102132
"1390",1,10,51,12,2528288.35945201
"1391",1,30,48,11,1913725.27652574
"1392",1,17,123,29,8219583.79498829
"1393",2,29,3,1,1.61701497213108e-25
"1394",2,1,100,23,6466879.01211754
"1395",2,18,88,21,6380917.10885156
"1396",1,21,44,11,2650837.91555344
"1397",2,27,13,3,130.827968210701
"1398",1,4,89,21,6538803.2120831
"1399",1,26,106,25,7121041.48194051
"1400",2,13,120,28,9221955.98714857
"1401",1,9,27,7,675471.049467779
"1402",2,15,104,24,7676137.27278219
"1403",2,24,76,18,4518046.27734005
"1404",1,22,20,5,398592.700934133
"1405",1,2,128,30,8423500.64797039
"1406",2,24,119,28,7210296.96578351
"1407",2,12,91,21,6387396.36161302
"1408",1,17,27,7,605599.160221503
"1409",2,7,53,13,1542592.77159737
"1410",1,28,63,15,3992656.49421658
"1411",2,23,139,32,11617416.1412657
"1412",2,1,72,17,5149999.88147703
"1413",2,27,87,20,5734346.33688522
"1414",1,23,52,12,3212251.8205166
"1415",1,28,119,28,9279969.93111415
"1416",1,10,76,18,4651690.96992557
"1417",2,30,108,25,7755531.98770072
"1418",2,13,56,13,3720903.1202747
"1419",2,20,2,1,0
"1420",2,13,136,32,10941441.8693376
"1421",2,7,64,15,2816321.78625959
"1422",1,17,35,8,1096054.02330724
"1423",2,21,45,11,969891.2255591
"1424",2,19,109,25,7765064.71128685
"1425",2,6,95,22,6987649.11856165
"1426",2,3,11,3,48.4992274987536
"1427",2,15,2,1,0
"1428",2,26,113,26,7872123.42698133
"1429",1,22,150,35,12507129.7791225
"1430",1,6,126,29,10303997.8056956
"1431",1,9,22,6,417034.742361048
"1432",1,22,112,26,6038824.1342173
"1433",1,26,117,27,8999662.47934986
"1434",1,11,120,28,7483705.9415906
"1435",1,25,150,35,12017679.6061033
"1436",1,7,62,15,3905496.75261461
"1437",2,5,122,28,8003949.09051782
"1438",2,7,47,11,1500328.40914968
"1439",1,6,22,6,499406.465959027
"1440",2,14,94,22,6778063.85823822
"1441",2,16,10,3,7.37316196947173
"1442",2,15,66,16,4016638.4515074
"1443",2,23,47,11,1013902.24710847
"1444",2,23,102,24,7802254.80308567
"1445",1,1,137,32,10178970.6432021
"1446",1,19,49,12,2384297.63356387
"1447",2,18,56,13,3420158.40755884
"1448",2,20,71,17,3907004.73482542
"1449",2,26,8,2,4.30248023794965
"1450",2,28,11,3,12.1966018700556
"1451",1,1,147,34,12379086.5444533
"1452",2,3,25,6,88459.290587009
"1453",1,8,111,26,7050671.41293956
"1454",1,11,38,9,1773123.95479983
"1455",1,24,77,18,5096059.49948344
"1456",1,10,58,14,3407586.98176108
"1457",2,16,99,23,6416952.24877616
"1458",2,14,111,26,6733347.69221717
"1459",2,9,124,29,9788350.61398779
"1460",2,2,54,13,2990545.07308972
"1461",1,19,30,7,991809.079005523
"1462",1,16,93,22,6636957.4198361
"1463",1,30,140,32,9483184.38452685
"1464",1,12,108,25,6842308.38809379
"1465",2,29,30,7,465838.575083454
"1466",2,13,26,6,215095.837229613
"1467",2,26,138,32,9674471.13478407
"1468",1,30,20,5,319615.123034592
"1469",1,4,150,35,10418939.6468461
"1470",1,2,58,14,3126456.24943854
"1471",2,25,150,35,11361343.1728868
"1472",1,26,3,1,2.35134811463965
"1473",1,29,142,33,11448577.8597921
"1474",2,6,91,21,5787590.14292143
"1475",1,30,125,29,9400242.69514189
"1476",1,29,79,19,4891174.51946148
"1477",2,17,125,29,9716245.67888721
"1478",2,16,22,6,289026.065069825
"1479",2,20,43,10,1273065.49607567
"1480",2,11,3,1,2.8333134456398e-22
"1481",2,20,107,25,7977702.28874413
"1482",1,25,100,23,7303886.5626081
"1483",2,27,75,18,4123244.34047838
"1484",1,21,77,18,5291956.06088094
"1485",2,26,136,32,10882408.5982241
"1486",1,6,50,12,3148402.23246315
"1487",2,7,70,16,5296582.96384458
"1488",1,2,83,19,5657032.04205312
"1489",2,10,56,13,1577275.59589626
"1490",2,8,92,21,5459790.01826122
"1491",1,13,81,19,5526115.55761272
"1492",1,20,71,17,3468690.94079017
"1493",1,2,129,30,10175562.7218248
"1494",1,1,103,24,7306203.64382887
"1495",2,13,72,17,4999759.71653419
"1496",1,24,40,10,1682750.60739361
"1497",1,14,108,25,7042950.99121152
"1498",2,28,111,26,7760224.08216568
"1499",1,10,147,34,10018943.8782727
"1500",2,26,2,1,0
"1501",1,16,18,5,288596.971772721
"1502",1,12,80,19,5819484.04772245
"1503",1,3,136,32,10759690.3497878
"1504",1,20,100,23,6272979.71172306
"1505",2,26,81,19,6408951.68525014
"1506",1,28,4,1,2.78672625623107
"1507",1,13,134,31,10100139.7052427
"1508",2,18,58,14,2665106.02308432
"1509",2,8,137,32,8653325.87560525
"1510",2,1,46,11,1331071.06028907
"1511",2,15,48,11,1923313.30290948
"1512",1,29,121,28,9035620.45196852
"1513",2,16,121,28,8378650.85317661
"1514",1,24,68,16,4030710.10359158
"1515",2,1,144,33,11959771.2493374
"1516",2,18,68,16,4573277.46123103
"1517",2,12,122,28,8146803.0404536
"1518",2,9,89,21,5795208.18705833
"1519",2,8,97,23,6261593.14380018
"1520",2,30,57,14,2406822.60992595
"1521",2,10,148,34,11568233.9627764
"1522",1,22,81,19,5429584.41655224
"1523",2,18,22,6,59498.6182494363
"1524",1,26,64,15,3486724.72286695
"1525",2,10,48,11,797592.001861638
"1526",1,14,143,33,11802356.4127205
"1527",1,15,44,11,2534854.98757486
"1528",2,18,64,15,3622543.72800477
"1529",1,30,37,9,1680012.55342803
"1530",1,5,40,10,1889786.32024057
"1531",2,25,67,16,3466320.26346225
"1532",1,3,40,10,1900219.99840166
"1533",1,23,147,34,10946615.1250877
"1534",2,11,109,25,7279474.4711413
"1535",1,4,24,6,588375.406463056
"1536",1,1,14,4,177674.974636455
"1537",1,5,61,14,3093223.09746536
"1538",2,15,6,2,0.014342291754428
"1539",1,21,29,7,837978.876566194
"1540",1,17,28,7,800667.445918115
"1541",1,5,113,26,7878306.25777034
"1542",2,20,95,22,6799575.02650049
"1543",1,24,65,15,4185960.40694598
"1544",2,2,99,23,6415734.13129871
"1545",2,29,127,29,8304925.90015405
"1546",2,9,106,25,6245491.874531
"1547",2,6,120,28,9128553.66755338
"1548",1,21,144,33,10891029.1515025
"1549",2,29,7,2,1.04427227292887
"1550",2,12,100,23,7184258.68593129
"1551",2,24,12,3,110.5522192566
"1552",2,29,105,24,5966018.20238431
"1553",2,11,116,27,8177446.46118829
"1554",2,9,84,20,4861106.95098056
"1555",1,10,87,20,4914842.84118344
"1556",2,21,89,21,6475379.2038094
"1557",1,28,40,10,1589790.64209686
"1558",1,26,11,3,47017.0643834479
"1559",2,4,85,20,5418191.6621646
"1560",2,16,60,14,4019229.61797441
"1561",1,5,47,11,2361945.65400155
"1562",2,16,32,8,331920.206097101
"1563",2,10,87,20,5652803.03457928
"1564",1,30,16,4,211591.253753794
"1565",2,12,93,22,5412140.400529
"1566",2,22,141,33,11037715.028463
"1567",2,18,96,22,6475768.43992652
"1568",1,10,66,16,3397994.59437493
"1569",1,26,50,12,2831778.65114298
"1570",2,24,75,18,5135883.31017961
"1571",2,1,23,6,108009.874680325
"1572",2,21,112,26,8481229.15849823
"1573",2,6,141,33,10418229.5928881
"1574",2,26,107,25,7079707.5909298
"1575",2,30,111,26,6857888.06633307
"1576",1,30,35,8,1347760.52120852
"1577",2,25,63,15,3993476.4041061
"1578",2,20,115,27,8922844.85273126
"1579",1,28,58,14,3319543.30677155
"1580",1,1,91,21,6914535.99201478
"1581",2,15,16,4,1179.20441426276
"1582",1,29,92,21,5737824.91052943
"1583",2,28,113,26,9457312.47313699
"1584",1,14,57,14,2068395.64864012
"1585",1,17,146,34,10594620.9076828
"1586",1,23,76,18,4222010.61793626
"1587",2,21,40,10,730832.952994868
"1588",1,28,110,26,7380761.27560646
"1589",2,15,3,1,4.35451219681999e-28
"1590",2,2,86,20,5741264.32023238
"1591",2,22,139,32,9388106.40204164
"1592",2,6,82,19,5300384.62746485
"1593",1,12,16,4,176095.065820368
"1594",1,24,140,32,10639261.9520059
"1595",2,16,64,15,3793995.81741719
"1596",2,28,108,25,8438395.76430086
"1597",1,6,66,16,4281272.67432333
"1598",2,14,79,19,5054568.9798969
"1599",2,4,33,8,654772.476800669
"1600",2,3,148,34,11221157.0928797
"1601",1,3,42,10,1934114.97339906
"1602",1,28,93,22,7007374.64018994
"1603",1,6,38,9,1523862.93792647
"1604",2,28,46,11,1264582.9593023
"1605",2,19,121,28,8323069.03819522
"1606",2,13,108,25,7842622.59850706
"1607",2,27,56,13,3295169.6421725
"1608",2,24,43,10,793021.833414859
"1609",1,4,102,24,7462604.67400768
"1610",2,2,60,14,1927330.5618898
"1611",2,16,42,10,442525.927675202
"1612",2,25,116,27,8410804.22848908
"1613",1,8,70,16,4276000.9858631
"1614",1,30,22,6,422503.346961339
"1615",2,12,25,6,632971.85415572
"1616",1,8,49,12,2281801.77645625
"1617",2,30,58,14,2761439.91249584
"1618",2,16,101,24,6882993.19634317
"1619",1,30,28,7,840649.91738299
"1620",1,7,93,22,6262221.94078512
"1621",2,3,150,35,10995202.0939027
"1622",2,14,35,8,943063.761654807
"1623",1,5,17,4,264522.420428121
"1624",1,23,126,29,8131868.53242313
"1625",2,26,42,10,992855.62817907
"1626",1,30,10,3,36650.6728414369
"1627",2,19,115,27,8723482.06447574
"1628",2,14,54,13,1900209.40799278
"1629",1,8,13,3,124983.984543274
"1630",2,18,3,1,2.66477213783658e-27
"1631",2,1,85,20,6039939.90039645
"1632",1,23,2,1,0.0337188539245338
"1633",1,23,124,29,9667031.53430215
"1634",2,24,5,2,7.24935310400368e-09
"1635",2,14,74,17,4852522.6273908
"1636",1,16,43,10,2290254.42778726
"1637",1,4,141,33,10851019.3914276
"1638",1,8,149,34,10545621.6059433
"1639",1,8,43,10,1862857.89928944
"1640",2,27,116,27,7870998.93235943
"1641",2,24,2,1,0
"1642",2,5,62,15,3376583.52676826
"1643",1,1,109,25,7210235.10407756
"1644",1,22,87,20,5975870.26697712
"1645",1,18,93,22,6045133.65690648
"1646",1,2,41,10,1770886.36450488
"1647",2,9,74,17,3535385.79263429
"1648",1,11,68,16,3819376.38101793
"1649",1,30,60,14,3305367.22813383
"1650",1,21,128,30,10241339.2741807
"1651",1,3,55,13,3011571.10187652
"1652",2,13,143,33,11658072.4531863
"1653",1,3,96,22,7097812.7873978
"1654",1,11,8,2,4129.87218453206
"1655",1,7,2,1,0.00718088403859063
"1656",1,24,121,28,9117815.18748889
"1657",1,19,129,30,9362201.13933533
"1658",2,14,86,20,5993821.49474262
"1659",1,25,135,31,9615972.44336642
"1660",1,5,6,2,356.696018905386
"1661",1,2,49,12,1738876.55185753
"1662",1,28,17,4,122537.134792795
"1663",2,23,39,9,585411.341153983
"1664",1,12,141,33,10810769.8452199
"1665",1,10,67,16,3739905.40590789
"1666",2,15,73,17,4453399.33143545
"1667",1,24,58,14,3767701.45799582
"1668",1,14,25,6,435200.848115043
"1669",2,11,61,14,3767342.84735057
"1670",1,15,105,24,7388258.19801663
"1671",1,13,52,12,1733371.10248791
"1672",2,24,37,9,486675.820427928
"1673",1,16,9,3,2486.91484582086
"1674",1,20,18,5,313209.910965935
"1675",1,21,117,27,9004607.7960962
"1676",2,26,55,13,2569847.0142794
"1677",1,3,27,7,652413.19366166
"1678",2,23,20,5,17299.2717888858
"1679",1,1,67,16,4055826.82608821
"1680",1,10,131,30,8987441.71549845
"1681",1,20,123,29,9433054.15080582
"1682",2,19,119,28,8073694.72441895
"1683",2,12,131,30,9401722.18877337
"1684",2,8,40,10,600326.349397105
"1685",2,24,90,21,5987003.54664058
"1686",1,22,134,31,10735190.8966649
"1687",1,16,99,23,6642556.46747453
"1688",1,12,72,17,4051507.4993861
"1689",2,2,56,13,3161812.10466663
"1690",2,12,124,29,8875972.78536962
"1691",1,25,39,9,1822974.07022039
"1692",2,3,75,18,3504817.76618204
"1693",2,6,52,12,2508630.93002692
"1694",1,13,9,3,15878.0988479818
"1695",1,20,104,24,7520288.80269161
"1696",1,8,104,24,6869169.10213596
"1697",2,24,42,10,599645.144611723
"1698",2,10,30,7,294418.54761736
"1699",2,30,46,11,1199126.33847411
"1700",2,27,102,24,6546642.314058
"1701",1,22,110,26,8111059.61263484
"1702",1,9,42,10,1667791.15099223
"1703",1,14,97,23,6718829.15695248
"1704",2,1,79,19,3801588.9610923
"1705",2,7,17,4,90663.4594804682
"1706",2,23,13,3,47.5903216665961
"1707",2,3,142,33,11120433.4733328
"1708",2,9,93,22,5439137.79886614
"1709",2,11,35,8,439629.32989296
"1710",1,19,6,2,463.736592757329
"1711",1,19,99,23,7695231.21994255
"1712",2,12,147,34,11571353.5552966
"1713",1,18,144,33,11662273.0839455
"1714",1,29,99,23,7181804.97980434
"1715",1,9,139,32,10688584.319425
"1716",2,10,17,4,7242.76658535789
"1717",2,2,80,19,5774900.35915712
"1718",2,29,43,10,536163.350057894
"1719",2,9,110,26,6748866.07936053
"1720",2,6,98,23,5970906.43708286
"1721",2,16,136,32,9479488.64395048
"1722",2,18,82,19,4869334.56645123
"1723",1,1,55,13,2860566.01486743
"1724",1,17,127,29,8975152.72050438
"1725",2,26,36,9,746233.40844648
"1726",2,19,26,6,273661.659359525
"1727",1,2,22,6,403601.848543045
"1728",1,8,90,21,6925158.74891138
"1729",2,12,106,25,7011028.3272719
"1730",2,11,69,16,4447810.16155259
"1731",1,23,6,2,634.162889600058
"1732",1,24,74,17,4325355.3017983
"1733",2,30,114,27,6961253.48497645
"1734",1,13,119,28,7681289.30023179
"1735",2,8,96,22,6704287.79428846
"1736",1,1,99,23,7147778.02730461
"1737",2,17,15,4,250.97162412913
"1738",1,25,21,5,361425.400827451
"1739",1,6,35,8,1141723.32414282
"1740",1,7,112,26,7002515.95297882
"1741",2,4,88,21,4335002.06671725
"1742",1,21,38,9,1629850.72110232
"1743",2,11,106,25,7128698.26679708
"1744",2,28,126,29,9153847.99221338
"1745",2,10,55,13,3238673.84214204
"1746",2,16,117,27,9092129.67125025
"1747",1,16,72,17,3548291.18168025
"1748",1,12,97,23,6078436.50435409
"1749",1,23,28,7,818504.189143569
"1750",2,18,38,9,734328.885771333
"1751",2,12,14,4,107.930528474738
"1752",1,10,44,11,1837330.84616698
"1753",2,26,88,21,5883983.21472692
"1754",2,11,36,9,608272.934481204
"1755",1,13,92,21,6345902.33621489
"1756",2,6,59,14,3920318.78669822
"1757",1,13,4,1,4.465945007045
"1758",1,24,11,3,63201.732773364
"1759",2,16,55,13,3553734.09712604
"1760",2,16,43,10,818881.091691821
"1761",1,15,74,17,4823455.16897108
"1762",2,24,92,21,4949670.17831122
"1763",2,1,131,30,9401971.6664018
"1764",1,19,93,22,6054670.05849276
"1765",2,11,6,2,0.000663262078535287
"1766",2,19,128,30,8171261.43153949
"1767",2,15,119,28,8613268.71894871
"1768",2,22,5,2,1.63566077401964e-06
"1769",1,17,77,18,4729141.24333386
