"","X.1","X","algorithm","replicate","instance","group","result"
"1834",1834,14,1,1,58,14,2997825.64951666
"1835",1835,15,1,1,62,15,4055765.32726919
"1836",1836,16,1,1,66,16,4205427.87847177
"1837",1837,17,1,1,70,17,4344941.82397564
"1838",1838,18,1,1,74,18,4771067.58773017
"1839",1839,19,1,1,78,19,4561524.85460818
"1840",1840,20,1,1,82,20,5672347.95681029
"1841",1841,21,1,1,86,21,6660316.01741315
"1842",1842,22,1,1,90,22,5926471.78640447
"1843",1843,23,1,1,94,23,6743822.59023871
"1844",1844,24,1,1,98,24,6674684.53573742
"1845",1845,25,1,1,102,25,6936078.80558201
"1846",1846,26,1,1,106,26,6887402.05424515
"1847",1847,27,1,1,110,27,8394067.729238
"1848",1848,28,1,1,114,28,8404247.58613581
"1849",1849,29,1,1,118,29,8450590.4276266
"1850",1850,30,1,1,122,30,8589072.09471128
"1851",1851,31,1,1,126,31,8899354.66817227
"1852",1852,32,1,1,130,32,10574371.4834485
"1853",1853,33,1,1,134,33,10329889.1191399
"1854",1854,34,1,1,138,34,10950425.0875991
"1855",1855,35,1,1,142,35,11268433.6270727
"1856",1856,1,2,1,6,1,0.00619655656071745
"1857",1857,2,2,1,10,2,9.66504761187854
"1858",1858,3,2,1,14,3,5964.90650879979
"1859",1859,4,2,1,18,4,22109.6748483196
"1860",1860,5,2,1,22,5,59074.8477859467
"1861",1861,6,2,1,26,6,227665.73573975
"1862",1862,7,2,1,30,7,352286.479452327
"1863",1863,8,2,1,34,8,311430.811591265
"1864",1864,9,2,1,38,9,973667.426597761
"1865",1865,10,2,1,42,10,1332570.87860047
"1866",1866,11,2,1,46,11,1230101.65854847
"1867",1867,12,2,1,50,12,2686861.4151858
"1868",1868,13,2,1,54,13,2029562.59571462
"1869",1869,14,2,1,58,14,2203203.96166601
"1870",1870,15,2,1,62,15,2931116.15904781
"1871",1871,16,2,1,66,16,4832239.67557737
"1872",1872,17,2,1,70,17,4474721.39820467
"1873",1873,18,2,1,74,18,4701876.41999036
"1874",1874,19,2,1,78,19,5226671.39300532
"1875",1875,20,2,1,82,20,5025468.15285521
"1876",1876,21,2,1,86,21,5909124.0085893
"1877",1877,22,2,1,90,22,4911722.78598625
"1878",1878,23,2,1,94,23,6123322.34625255
"1879",1879,24,2,1,98,24,6475915.87501257
"1880",1880,25,2,1,102,25,7901029.86761213
"1881",1881,26,2,1,106,26,6654089.20934548
"1882",1882,27,2,1,110,27,7714434.26418471
"1883",1883,28,2,1,114,28,8213656.16394147
"1884",1884,29,2,1,118,29,8703966.59977677
"1885",1885,30,2,1,122,30,8504795.41507661
"1886",1886,31,2,1,126,31,10091204.1747688
"1887",1887,32,2,1,130,32,9911160.02082549
"1888",1888,33,2,1,134,33,8161582.76303166
"1889",1889,34,2,1,138,34,11043091.0301206
"1890",1890,35,2,1,142,35,10976613.329374
"1891",1891,1,1,1,6,1,800.659639412098
"1892",1892,2,1,1,10,2,38128.3038874023
"1893",1893,3,1,1,14,3,183731.256463825
"1894",1894,4,1,1,18,4,242538.576906009
"1895",1895,5,1,1,22,5,476476.479981219
"1896",1896,6,1,1,26,6,380342.308590341
"1897",1897,7,1,1,30,7,925684.252224927
"1898",1898,8,1,1,34,8,1265154.27334754
"1899",1899,9,1,1,38,9,1245175.6405518
"1900",1900,10,1,1,42,10,1944579.45657005
"1901",1901,11,1,1,46,11,2294650.4684377
"1902",1902,12,1,1,50,12,2642225.74159182
"1903",1903,13,1,1,54,13,3425110.1331825
"1904",1904,14,1,1,58,14,3029102.2296018
"1905",1905,15,1,1,62,15,3253120.83929903
"1906",1906,16,1,1,66,16,2791868.7771289
"1907",1907,17,1,1,70,17,4196571.19421264
"1908",1908,18,1,1,74,18,4747175.75580344
"1909",1909,19,1,1,78,19,4909117.33138825
"1910",1910,20,1,1,82,20,5154049.89120914
"1911",1911,21,1,1,86,21,5784693.18156948
"1912",1912,22,1,1,90,22,6312852.56774731
"1913",1913,23,1,1,94,23,5952721.04608279
"1914",1914,24,1,1,98,24,6585771.90841833
"1915",1915,25,1,1,102,25,6056789.51464548
"1916",1916,26,1,1,106,26,6838918.5133822
"1917",1917,27,1,1,110,27,7325815.89129311
"1918",1918,28,1,1,114,28,7822074.3076766
"1919",1919,29,1,1,118,29,8514459.9573447
"1920",1920,30,1,1,122,30,7931640.20029348
"1921",1921,31,1,1,126,31,9078803.64249578
"1922",1922,32,1,1,130,32,10477450.0522018
"1923",1923,33,1,1,134,33,9753255.44175622
"1924",1924,34,1,1,138,34,10859901.7841197
"1925",1925,35,1,1,142,35,10537510.4946132
"1926",1926,1,2,1,6,1,4.48242945293485
"1927",1927,2,2,1,10,2,13.1775766287767
"1928",1928,3,2,1,14,3,382.204047643992
"1929",1929,4,2,1,18,4,47855.2978627321
"1930",1930,5,2,1,22,5,115909.768525235
"1931",1931,6,2,1,26,6,266311.400367185
"1932",1932,7,2,1,30,7,374984.793671827
"1933",1933,8,2,1,34,8,784870.219164107
"1934",1934,9,2,1,38,9,868770.724253999
"1935",1935,10,2,1,42,10,1269081.82912982
"1936",1936,11,2,1,46,11,1284203.39794729
"1937",1937,12,2,1,50,12,2900142.16664136
"1938",1938,13,2,1,54,13,2634109.97056315
"1939",1939,14,2,1,58,14,2977921.88040375
"1940",1940,15,2,1,62,15,4311212.51724727
"1941",1941,16,2,1,66,16,4478628.68380398
"1942",1942,17,2,1,70,17,3158257.45648369
"1943",1943,18,2,1,74,18,4007860.7910369
"1944",1944,19,2,1,78,19,5383499.26363329
"1945",1945,20,2,1,82,20,4362401.23291118
"1946",1946,21,2,1,86,21,6312581.16995318
"1947",1947,22,2,1,90,22,4032543.46079253
"1948",1948,23,2,1,94,23,6431110.03610615
"1949",1949,24,2,1,98,24,7222728.18848167
"1950",1950,25,2,1,102,25,6773809.78270085
"1951",1951,26,2,1,106,26,7431197.25483452
"1952",1952,27,2,1,110,27,8057277.79809732
"1953",1953,28,2,1,114,28,8488013.85379428
"1954",1954,29,2,1,118,29,7724726.94835935
"1955",1955,30,2,1,122,30,10529952.1268147
"1956",1956,31,2,1,126,31,9181596.87595354
"1957",1957,32,2,1,130,32,10491298.0632933
"1958",1958,33,2,1,134,33,10083972.8453634
"1959",1959,34,2,1,138,34,9897294.47778
"1960",1960,35,2,1,142,35,10853451.4663781
"1961",1961,1,1,1,6,1,352.930820799168
"1962",1962,2,1,1,10,2,15735.3910915506
"1963",1963,3,1,1,14,3,84417.3564512787
"1964",1964,4,1,1,18,4,335845.541463217
"1965",1965,5,1,1,22,5,416031.861881643
"1966",1966,6,1,1,26,6,645129.033597108
"1967",1967,7,1,1,30,7,736466.319963886
"1968",1968,8,1,1,34,8,1341463.61733555
"1969",1969,9,1,1,38,9,1537296.22007734
"1970",1970,10,1,1,42,10,2297275.64777281
"1971",1971,11,1,1,46,11,2475222.22895708
"1972",1972,12,1,1,50,12,2654319.60982436
"1973",1973,13,1,1,54,13,2376199.78244986
"1974",1974,14,1,1,58,14,3292094.73608147
"1975",1975,15,1,1,62,15,3055538.47675275
"1976",1976,16,1,1,66,16,4245037.79441289
"1977",1977,17,1,1,70,17,4894372.21536873
"1978",1978,18,1,1,74,18,4913924.75649174
"1979",1979,19,1,1,78,19,5891697.03726907
"1980",1980,20,1,1,82,20,5641744.4084341
"1981",1981,21,1,1,86,21,5626229.66804514
"1982",1982,22,1,1,90,22,6270955.37883473
"1983",1983,23,1,1,94,23,5557505.68785185
"1984",1984,24,1,1,98,24,6526296.37092683
"1985",1985,25,1,1,102,25,6726680.94581271
"1986",1986,26,1,1,106,26,7300984.93550396
"1987",1987,27,1,1,110,27,7546151.78831841
"1988",1988,28,1,1,114,28,6551049.48504708
"1989",1989,29,1,1,118,29,8678479.04191094
"1990",1990,30,1,1,122,30,8641956.27855992
"1991",1991,31,1,1,126,31,9824354.61162773
"1992",1992,32,1,1,130,32,10244486.9891354
"1993",1993,33,1,1,134,33,9669004.60995681
"1994",1994,34,1,1,138,34,10304395.2443775
"1995",1995,35,1,1,142,35,11591022.9743607
"1996",1996,1,2,1,6,1,0.0146451044985908
"1997",1997,2,2,1,10,2,9.28955298728645
"1998",1998,3,2,1,14,3,7194.08973083952
"1999",1999,4,2,1,18,4,24511.0696362472
"2000",2000,5,2,1,22,5,13809.9316512407
"2001",2001,6,2,1,26,6,131985.719210863
"2002",2002,7,2,1,30,7,121105.387988852
"2003",2003,8,2,1,34,8,265241.454831303
"2004",2004,9,2,1,38,9,1074999.43426099
"2005",2005,10,2,1,42,10,1250360.52379224
"2006",2006,11,2,1,46,11,1264721.70042063
"2007",2007,12,2,1,50,12,1046753.83485226
"2008",2008,13,2,1,54,13,3295416.8915361
"2009",2009,14,2,1,58,14,3510817.58910922
"2010",2010,15,2,1,62,15,3665576.79980262
"2011",2011,16,2,1,66,16,4225773.94264809
"2012",2012,17,2,1,70,17,4669542.61540216
"2013",2013,18,2,1,74,18,5046995.38120078
"2014",2014,19,2,1,78,19,5054375.72880091
"2015",2015,20,2,1,82,20,4572128.4649794
"2016",2016,21,2,1,86,21,5397590.7062942
"2017",2017,22,2,1,90,22,5741581.85211646
"2018",2018,23,2,1,94,23,5621019.71357257
"2019",2019,24,2,1,98,24,5915177.380233
"2020",2020,25,2,1,102,25,6063516.77787713
"2021",2021,26,2,1,106,26,7954368.69287604
"2022",2022,27,2,1,110,27,6702204.12844363
"2023",2023,28,2,1,114,28,8596414.20640072
"2024",2024,29,2,1,118,29,7894231.44042981
"2025",2025,30,2,1,122,30,9441828.25181488
"2026",2026,31,2,1,126,31,8749791.41332841
"2027",2027,32,2,1,130,32,9880023.96347145
"2028",2028,33,2,1,134,33,10518596.3493952
"2029",2029,34,2,1,138,34,9780132.51898264
"2030",2030,35,2,1,142,35,11213032.7316147
"2031",2031,1,1,1,6,1,399.310944584381
"2032",2032,2,1,1,10,2,16394.1892733034
"2033",2033,3,1,1,14,3,171115.777747994
"2034",2034,4,1,1,18,4,244393.023132655
"2035",2035,5,1,1,22,5,294463.830513129
"2036",2036,6,1,1,26,6,579605.248895511
"2037",2037,7,1,1,30,7,1013787.45759187
"2038",2038,8,1,1,34,8,1038646.75837623
"2039",2039,9,1,1,38,9,1388969.8488966
"2040",2040,10,1,1,42,10,1659771.71388448
"2041",2041,11,1,1,46,11,2337203.56944074
"2042",2042,12,1,1,50,12,2376084.92619608
"2043",2043,13,1,1,54,13,2804400.46290435
"2044",2044,14,1,1,58,14,3632735.05148551
"2045",2045,15,1,1,62,15,4130069.78347438
"2046",2046,16,1,1,66,16,3304214.83427005
"2047",2047,17,1,1,70,17,4168362.13098763
"2048",2048,18,1,1,74,18,4368502.96742134
"2049",2049,19,1,1,78,19,4865658.62397273
"2050",2050,20,1,1,82,20,6350189.08137052
"2051",2051,21,1,1,86,21,5849805.28914174
"2052",2052,22,1,1,90,22,6008632.0965304
"2053",2053,23,1,1,94,23,6233868.88573616
"2054",2054,24,1,1,98,24,5931612.13286258
"2055",2055,25,1,1,102,25,5797385.05166133
"2056",2056,26,1,1,106,26,6250967.22793427
"2057",2057,27,1,1,110,27,7899156.10066583
"2058",2058,28,1,1,114,28,7457662.30682875
"2059",2059,29,1,1,118,29,8543410.38185402
"2060",2060,30,1,1,122,30,8506711.713092
"2061",2061,31,1,1,126,31,9438473.23190488
"2062",2062,32,1,1,130,32,9873270.4693042
"2063",2063,33,1,1,134,33,10905008.0650418
"2064",2064,34,1,1,138,34,9036694.98808439
"2065",2065,35,1,1,142,35,11075141.8113444
"2066",2066,1,2,1,6,1,0.00103131945463732
"2067",2067,2,2,1,10,2,9.90295755557911
"2068",2068,3,2,1,14,3,182.563609797332
"2069",2069,4,2,1,18,4,55144.9024099192
"2070",2070,5,2,1,22,5,11385.0541964224
"2071",2071,6,2,1,26,6,134651.80906987
"2072",2072,7,2,1,30,7,269125.080206424
"2073",2073,8,2,1,34,8,478176.044166625
"2074",2074,9,2,1,38,9,512577.361173783
"2075",2075,10,2,1,42,10,1108375.78856924
"2076",2076,11,2,1,46,11,854903.096736575
"2077",2077,12,2,1,50,12,3144426.83462403
"2078",2078,13,2,1,54,13,2240170.87103035
"2079",2079,14,2,1,58,14,3364757.52063473
"2080",2080,15,2,1,62,15,3451604.65209601
"2081",2081,16,2,1,66,16,3620266.25856808
"2082",2082,17,2,1,70,17,4561162.75054823
"2083",2083,18,2,1,74,18,4213241.3903666
"2084",2084,19,2,1,78,19,5756954.69423602
"2085",2085,20,2,1,82,20,5358296.11886677
"2086",2086,21,2,1,86,21,6272279.69140611
"2087",2087,22,2,1,90,22,5906515.46236707
"2088",2088,23,2,1,94,23,6756882.33716229
"2089",2089,24,2,1,98,24,6182715.35269756
"2090",2090,25,2,1,102,25,5987484.15293968
"2091",2091,26,2,1,106,26,7722336.29062101
"2092",2092,27,2,1,110,27,7748749.57937421
"2093",2093,28,2,1,114,28,8168503.68252351
"2094",2094,29,2,1,118,29,8754044.17186813
"2095",2095,30,2,1,122,30,8542633.0462418
"2096",2096,31,2,1,126,31,9601934.17371999
"2097",2097,32,2,1,130,32,10156967.9228289
"2098",2098,33,2,1,134,33,9120769.5910508
"2099",2099,34,2,1,138,34,9490311.53082285
"2100",2100,35,2,1,142,35,11492747.2175799
