"Algorithm" "Instance" "Observation"
"574" "algo1" "Inst.91" 33622.9586032366
"575" "algo1" "Inst.91" 43553.4952263237
"576" "algo1" "Inst.91" 48069.4108022933
"577" "algo1" "Inst.91" 34219.0223683445
"578" "algo1" "Inst.91" 44043.9294324365
"579" "algo1" "Inst.91" 19186.1160567676
"580" "algo1" "Inst.91" 9917.754218779
"581" "algo2" "Inst.91" 9.40522369168214
"582" "algo2" "Inst.91" 9.16093612474868
"583" "algo2" "Inst.91" 9.0077656541617
"584" "algo2" "Inst.91" 83.3081666710466
"585" "algo2" "Inst.91" 12.7274656626817
"586" "algo2" "Inst.91" 105.396195347838
"587" "algo2" "Inst.91" 9.51523482599816
"588" "algo2" "Inst.91" 9.97728169104431
"589" "algo2" "Inst.91" 9.77051711629163
"590" "algo2" "Inst.91" 20.3464253136992
"591" "algo2" "Inst.91" 7.71889648647583
"592" "algo2" "Inst.91" 274.741769447164
"593" "algo2" "Inst.91" 7.84832742549448
"594" "algo2" "Inst.91" 8.6196343237056
"595" "algo2" "Inst.91" 2.35143319832521
"596" "algo2" "Inst.91" 6.22474601197892
"597" "algo2" "Inst.91" 1.92495676575502
"598" "algo2" "Inst.91" 10.7717307764352
"599" "algo2" "Inst.91" 10.6427801242142
"600" "algo2" "Inst.91" 3.44592003426409
"601" "algo1" "Inst.71" 50644.9582627804
"602" "algo1" "Inst.71" 7599.18372666168
"603" "algo1" "Inst.71" 39990.9523530485
"604" "algo1" "Inst.71" 37544.3357039774
"605" "algo1" "Inst.71" 39009.566006314
"606" "algo1" "Inst.71" 25085.9169284706
"607" "algo1" "Inst.71" 24405.7839369475
"608" "algo1" "Inst.71" 30808.3616406249
"609" "algo1" "Inst.71" 18368.5368643442
"610" "algo1" "Inst.71" 65598.8311341988
"611" "algo1" "Inst.71" 14691.408726151
"612" "algo1" "Inst.71" 36707.0850502134
"613" "algo1" "Inst.71" 43657.806913589
"614" "algo1" "Inst.71" 37619.3177301766
"615" "algo1" "Inst.71" 37550.805791049
"616" "algo1" "Inst.71" 28687.4923590544
"617" "algo1" "Inst.71" 25095.172983461
"618" "algo1" "Inst.71" 22999.225778985
"619" "algo1" "Inst.71" 30728.2876310384
"620" "algo1" "Inst.71" 35502.1393495506
"621" "algo1" "Inst.71" 33602.9966201457
"622" "algo1" "Inst.71" 9161.79662671421
"623" "algo1" "Inst.71" 11318.6305013788
"624" "algo1" "Inst.71" 16222.2724983129
"625" "algo1" "Inst.71" 10721.8374390269
"626" "algo1" "Inst.71" 32775.2522647596
"627" "algo1" "Inst.71" 21144.1631403783
"628" "algo1" "Inst.71" 10843.0089914153
"629" "algo1" "Inst.71" 38976.9386262423
"630" "algo1" "Inst.71" 15496.6393343501
"631" "algo1" "Inst.71" 47539.0567469005
"632" "algo1" "Inst.71" 23471.6626024573
"633" "algo1" "Inst.71" 34116.7191097325
"634" "algo1" "Inst.71" 31589.1107297519
"635" "algo1" "Inst.71" 20367.932911817
"636" "algo1" "Inst.71" 25900.5735412678
"637" "algo1" "Inst.71" 29010.3378295117
"638" "algo1" "Inst.71" 18792.0027730062
"639" "algo1" "Inst.71" 19797.8930754212
"640" "algo1" "Inst.71" 14233.7792150858
"641" "algo2" "Inst.71" 8.327882852488
"642" "algo2" "Inst.71" 120.970511493648
"643" "algo2" "Inst.71" 11.4494007548348
"644" "algo2" "Inst.71" 4.40341412800422
"645" "algo2" "Inst.71" 462.541282855251
"646" "algo2" "Inst.71" 6.95304936368727
"647" "algo2" "Inst.71" 9.71835325460261
"648" "algo2" "Inst.71" 8.82206415650144
"649" "algo2" "Inst.71" 23.5339606132139
"650" "algo2" "Inst.71" 28.8350645828578
"651" "algo2" "Inst.71" 5.8519040775283
"652" "algo2" "Inst.71" 6.58254779794974
"653" "algo2" "Inst.71" 21.4067265969598
"654" "algo2" "Inst.71" 6.71286592376302
"655" "algo2" "Inst.71" 13.8332061158318
"656" "algo2" "Inst.71" 7.93565633220352
"657" "algo2" "Inst.71" 76.0638210877243
"658" "algo2" "Inst.71" 115.49289529292
"659" "algo2" "Inst.71" 10.5440899869515
"660" "algo2" "Inst.71" 9.76355116583552
"661" "algo1" "Inst.80" 11596.6529776711
"662" "algo1" "Inst.80" 27725.4221723199
"663" "algo1" "Inst.80" 34506.4588046078
"664" "algo1" "Inst.80" 28214.4585856705
"665" "algo1" "Inst.80" 33070.7613136057
"666" "algo1" "Inst.80" 24095.3861348124
"667" "algo1" "Inst.80" 69113.5122878468
"668" "algo1" "Inst.80" 11978.888450371
"669" "algo1" "Inst.80" 27071.3169552923
"670" "algo1" "Inst.80" 19592.048473669
"671" "algo1" "Inst.80" 25352.9509171435
"672" "algo1" "Inst.80" 27731.9442015005
"673" "algo1" "Inst.80" 34033.7969091774
"674" "algo1" "Inst.80" 32815.0628736974
"675" "algo1" "Inst.80" 12685.9658299053
"676" "algo1" "Inst.80" 15897.260881354
"677" "algo1" "Inst.80" 10328.9489565948
"678" "algo1" "Inst.80" 18675.3070891793
"679" "algo1" "Inst.80" 62807.5148791669
"680" "algo1" "Inst.80" 24574.6742226933
"681" "algo1" "Inst.80" 22336.3256525555
"682" "algo1" "Inst.80" 14022.2729042313
"683" "algo1" "Inst.80" 50239.2594774709
"684" "algo1" "Inst.80" 14832.2917079446
"685" "algo1" "Inst.80" 41315.2265622054
"686" "algo1" "Inst.80" 31470.1161679874
"687" "algo1" "Inst.80" 8538.62973732968
"688" "algo1" "Inst.80" 45370.227588795
"689" "algo1" "Inst.80" 27777.2095081013
"690" "algo1" "Inst.80" 31020.9438116391
"691" "algo1" "Inst.80" 29025.8844987015
"692" "algo1" "Inst.80" 12702.7017844685
"693" "algo1" "Inst.80" 45238.320297777
"694" "algo1" "Inst.80" 26111.0807050574
"695" "algo1" "Inst.80" 42195.6690998899
"696" "algo1" "Inst.80" 22078.4664868732
"697" "algo1" "Inst.80" 26392.0478795214
"698" "algo1" "Inst.80" 16042.195300443
"699" "algo1" "Inst.80" 46820.5330439478
"700" "algo1" "Inst.80" 26206.876304298
"701" "algo2" "Inst.80" 8.17176803914379
"702" "algo2" "Inst.80" 94.9106366822127
"703" "algo2" "Inst.80" 6.66104660333931
"704" "algo2" "Inst.80" 106.539475594119
"705" "algo2" "Inst.80" 5.68519648011088
"706" "algo2" "Inst.80" 7.40468265764512
"707" "algo2" "Inst.80" 91.7681624323102
"708" "algo2" "Inst.80" 22.4910267546173
"709" "algo2" "Inst.80" 9.29298679783248
"710" "algo2" "Inst.80" 6.77162184154722
"711" "algo2" "Inst.80" 305.407707755911
"712" "algo2" "Inst.80" 9.90201492781501
"713" "algo2" "Inst.80" 131.797696466439
"714" "algo2" "Inst.80" 8.43313249770692
"715" "algo2" "Inst.80" 74.1491187944421
"716" "algo2" "Inst.80" 27.9870760229569
"717" "algo2" "Inst.80" 10.7498509341192
"718" "algo2" "Inst.80" 7.76270197646445
"719" "algo2" "Inst.80" 19.1047158092959
"720" "algo2" "Inst.80" 9.65310349582949
"721" "algo1" "Inst.117" 57456.2681144047
"722" "algo1" "Inst.117" 33523.7140513528
"723" "algo1" "Inst.117" 16913.3051208787
"724" "algo1" "Inst.117" 11023.1045450726
"725" "algo1" "Inst.117" 28703.1472406931
"726" "algo1" "Inst.117" 26038.2259826931
"727" "algo1" "Inst.117" 29656.8520279387
"728" "algo1" "Inst.117" 17885.2430294102
"729" "algo1" "Inst.117" 27077.0197065051
"730" "algo1" "Inst.117" 22410.1614074823
"731" "algo1" "Inst.117" 13945.9450955639
"732" "algo1" "Inst.117" 38236.960427252
"733" "algo1" "Inst.117" 30465.7238821298
"734" "algo1" "Inst.117" 7588.34032461955
"735" "algo1" "Inst.117" 44469.1363224647
"736" "algo1" "Inst.117" 28977.0346370322
"737" "algo1" "Inst.117" 5201.44560283492
"738" "algo1" "Inst.117" 12775.375961721
"739" "algo1" "Inst.117" 41166.2325924268
"740" "algo1" "Inst.117" 21777.8018199225
"741" "algo1" "Inst.117" 30156.4934445816
"742" "algo1" "Inst.117" 39187.9138982309
"743" "algo1" "Inst.117" 25831.2886447452
"744" "algo1" "Inst.117" 9058.78514578935
"745" "algo1" "Inst.117" 17612.6634174208
"746" "algo1" "Inst.117" 37380.6430953222
"747" "algo1" "Inst.117" 32396.0685267111
"748" "algo1" "Inst.117" 42062.9990305793
"749" "algo1" "Inst.117" 27751.1744724318
"750" "algo1" "Inst.117" 10299.6829038543
"751" "algo1" "Inst.117" 44162.9138946692
"752" "algo1" "Inst.117" 21333.1337491285
"753" "algo1" "Inst.117" 16548.2035562955
"754" "algo1" "Inst.117" 29265.6649742626
"755" "algo1" "Inst.117" 31214.0763941372
"756" "algo1" "Inst.117" 23269.8158349625
"757" "algo1" "Inst.117" 39357.6017761722
"758" "algo1" "Inst.117" 36495.5179033685
"759" "algo1" "Inst.117" 24076.1691873024
"760" "algo1" "Inst.117" 19974.9595487957
"761" "algo2" "Inst.117" 58.1311669766849
"762" "algo2" "Inst.117" 112.161441550568
"763" "algo2" "Inst.117" 8.71634392585
"764" "algo2" "Inst.117" 9.72474004308646
"765" "algo2" "Inst.117" 6.90380155774717
"766" "algo2" "Inst.117" 58.4694415172479
"767" "algo2" "Inst.117" 8.70542940322017
"768" "algo2" "Inst.117" 5.74001598405283
"769" "algo2" "Inst.117" 7.00915560278124
"770" "algo2" "Inst.117" 14.0150775365003
"771" "algo2" "Inst.117" 8.22492855819986
"772" "algo2" "Inst.117" 9.18083956184337
"773" "algo2" "Inst.117" 80.2876802564482
"774" "algo2" "Inst.117" 7.29698901751339
"775" "algo2" "Inst.117" 9.69983945053508
"776" "algo2" "Inst.117" 248.891946512777
"777" "algo2" "Inst.117" 37.2903161067961
"778" "algo2" "Inst.117" 19.8541965528716
"779" "algo2" "Inst.117" 7.10842931803026
"780" "algo2" "Inst.117" 7.44832745271731
"781" "algo1" "Inst.15" 32705.8709719386
"782" "algo1" "Inst.15" 3822.43111604177
"783" "algo1" "Inst.15" 32852.1228130904
"784" "algo1" "Inst.15" 35679.6308934411
"785" "algo1" "Inst.15" 45148.1455374756
"786" "algo1" "Inst.15" 5909.42452972632
"787" "algo1" "Inst.15" 23422.2428137932
"788" "algo1" "Inst.15" 37372.0527557039
"789" "algo1" "Inst.15" 13885.1591248007
"790" "algo1" "Inst.15" 19364.5073782561
"791" "algo1" "Inst.15" 35576.8922565646
"792" "algo1" "Inst.15" 15871.5167294249
"793" "algo1" "Inst.15" 24004.6315667238
"794" "algo1" "Inst.15" 17620.6677139572
"795" "algo1" "Inst.15" 6743.65684202326
"796" "algo1" "Inst.15" 46293.0754038601
"797" "algo1" "Inst.15" 37518.0625499087
"798" "algo1" "Inst.15" 10833.58447891
"799" "algo1" "Inst.15" 37841.9977515525
"800" "algo1" "Inst.15" 15641.2491697397
"801" "algo1" "Inst.15" 41119.5078179003
"802" "algo1" "Inst.15" 11080.4787901539
"803" "algo1" "Inst.15" 41420.8314414862
"804" "algo1" "Inst.15" 19203.7413588352
"805" "algo1" "Inst.15" 35731.450866718
"806" "algo1" "Inst.15" 21206.4926436382
"807" "algo1" "Inst.15" 38376.139998384
"808" "algo1" "Inst.15" 24084.4147320479
"809" "algo1" "Inst.15" 29112.607792528
"810" "algo1" "Inst.15" 14617.1754145311
"811" "algo1" "Inst.15" 29323.3768693959
"812" "algo1" "Inst.15" 34972.4334110043
"813" "algo1" "Inst.15" 23076.4053343617
"814" "algo1" "Inst.15" 16957.0739429076
"815" "algo1" "Inst.15" 47813.4653217909
"816" "algo1" "Inst.15" 9220.20023863465
"817" "algo1" "Inst.15" 19078.7441221713
"818" "algo1" "Inst.15" 23890.2593370612
"819" "algo1" "Inst.15" 45537.1320662221
"820" "algo1" "Inst.15" 36772.6468335884
"821" "algo2" "Inst.15" 8.54058500160401
"822" "algo2" "Inst.15" 9.99344725371341
"823" "algo2" "Inst.15" 7.42304588840715
"824" "algo2" "Inst.15" 28.685322063161
"825" "algo2" "Inst.15" 7.30224787587886
"826" "algo2" "Inst.15" 9.59048385255123
"827" "algo2" "Inst.15" 9.15161021380547
"828" "algo2" "Inst.15" 357.583448696506
"829" "algo2" "Inst.15" 9.20668337393397
"830" "algo2" "Inst.15" 5.32662954378707
"831" "algo2" "Inst.15" 75.1354029909558
"832" "algo2" "Inst.15" 18.2975605438754
"833" "algo2" "Inst.15" 9.69384513174365
"834" "algo2" "Inst.15" 14.4227365663148
"835" "algo2" "Inst.15" 7.07676479966721
"836" "algo2" "Inst.15" 7.30965755176119
"837" "algo2" "Inst.15" 5.04943972775564
"838" "algo2" "Inst.15" 14.9681027254606
"839" "algo2" "Inst.15" 15.8633197619434
"840" "algo2" "Inst.15" 11.4525822498478
"841" "algo1" "Inst.127" 14784.4485957261
"842" "algo1" "Inst.127" 36560.258012085
"843" "algo1" "Inst.127" 28485.474356386
"844" "algo1" "Inst.127" 10655.8873532324
"845" "algo1" "Inst.127" 39425.5030202818
"846" "algo1" "Inst.127" 17428.5959645153
"847" "algo1" "Inst.127" 27365.3481862168
"848" "algo1" "Inst.127" 22350.0892447634
"849" "algo1" "Inst.127" 22771.753412272
"850" "algo1" "Inst.127" 9875.89585624242
"851" "algo1" "Inst.127" 17487.851738459
"852" "algo1" "Inst.127" 19029.2870658382
"853" "algo1" "Inst.127" 21889.6557239647
"854" "algo1" "Inst.127" 36454.9796140732
"855" "algo1" "Inst.127" 26482.3463493965
"856" "algo1" "Inst.127" 23556.8139311927
"857" "algo1" "Inst.127" 37211.4884237562
"858" "algo1" "Inst.127" 60269.8062268191
"859" "algo1" "Inst.127" 14567.4598529216
"860" "algo1" "Inst.127" 31782.5628629062
"861" "algo1" "Inst.127" 38738.9614373279
"862" "algo1" "Inst.127" 27118.2403944788
"863" "algo1" "Inst.127" 27326.4266580361
"864" "algo1" "Inst.127" 19856.6935124957
"865" "algo1" "Inst.127" 9271.41027593188
"866" "algo1" "Inst.127" 31394.4376429447
"867" "algo1" "Inst.127" 27583.651822642
"868" "algo1" "Inst.127" 37690.1711180665
"869" "algo1" "Inst.127" 20586.5502720251
"870" "algo1" "Inst.127" 25148.4839051238
"871" "algo1" "Inst.127" 28258.0465505091
"872" "algo1" "Inst.127" 54630.5938400351
"873" "algo1" "Inst.127" 31348.5829093973
"874" "algo1" "Inst.127" 21835.7003836841
"875" "algo1" "Inst.127" 48872.1302678184
"876" "algo1" "Inst.127" 25710.6268663419
"877" "algo1" "Inst.127" 32200.0470040152
"878" "algo1" "Inst.127" 35142.0880719429
"879" "algo1" "Inst.127" 15123.5574359897
"880" "algo1" "Inst.127" 8028.652378164
"881" "algo2" "Inst.127" 17.55345029641
"882" "algo2" "Inst.127" 8.87442718279322
"883" "algo2" "Inst.127" 7.66182408781369
"884" "algo2" "Inst.127" 10.5994060877973
"885" "algo2" "Inst.127" 8.25036824519779
"886" "algo2" "Inst.127" 12.7838678197445
"887" "algo2" "Inst.127" 2.85860289563819
"888" "algo2" "Inst.127" 7.50154279180022
"889" "algo2" "Inst.127" 114.100590410202
"890" "algo2" "Inst.127" 6.81701075997402
"891" "algo2" "Inst.127" 6.69890984346397
"892" "algo2" "Inst.127" 9.66062472947091
"893" "algo2" "Inst.127" 7.88492248396541
"894" "algo2" "Inst.127" 7.67174951013361
"895" "algo2" "Inst.127" 23.9884905584201
"896" "algo2" "Inst.127" 23.6412483146148
"897" "algo2" "Inst.127" 9.09365829012162
"898" "algo2" "Inst.127" 11.3528100514832
"899" "algo2" "Inst.127" 12.7829447994739
"900" "algo2" "Inst.127" 9.9093163951125
"901" "algo1" "Inst.63" 34762.8147897221
"902" "algo1" "Inst.63" 25262.7994703481
"903" "algo1" "Inst.63" 33832.5040814565
"904" "algo1" "Inst.63" 35987.5737157166
"905" "algo1" "Inst.63" 6525.39293115266
"906" "algo1" "Inst.63" 26303.6058294402
"907" "algo1" "Inst.63" 7045.44722872219
"908" "algo1" "Inst.63" 17537.1227155502
"909" "algo1" "Inst.63" 28545.9980538928
"910" "algo1" "Inst.63" 6229.67099058321
"911" "algo1" "Inst.63" 37093.1061894236
"912" "algo1" "Inst.63" 27828.2937416836
"913" "algo1" "Inst.63" 18074.2018647497
"914" "algo1" "Inst.63" 22363.7729686783
"915" "algo1" "Inst.63" 12654.6992605617
"916" "algo1" "Inst.63" 21158.7226632148
"917" "algo1" "Inst.63" 24801.1668689228
"918" "algo1" "Inst.63" 17313.9989251981
"919" "algo1" "Inst.63" 51299.5686986831
"920" "algo1" "Inst.63" 27081.8596209836
"921" "algo1" "Inst.63" 16952.4324468962
"922" "algo1" "Inst.63" 29921.705448849
"923" "algo1" "Inst.63" 30139.1837449129
"924" "algo1" "Inst.63" 19274.7108276509
"925" "algo1" "Inst.63" 56284.407090557
"926" "algo1" "Inst.63" 36327.4906510661
"927" "algo1" "Inst.63" 18738.2290880557
"928" "algo1" "Inst.63" 43823.8920190906
"929" "algo1" "Inst.63" 35465.5681902874
"930" "algo1" "Inst.63" 25619.8998721251
"931" "algo1" "Inst.63" 30561.6018369481
"932" "algo1" "Inst.63" 16735.5036198826
"933" "algo1" "Inst.63" 19248.2834439258
"934" "algo1" "Inst.63" 26130.9660074681
"935" "algo1" "Inst.63" 25459.9176261468
"936" "algo1" "Inst.63" 26662.1786391373
"937" "algo1" "Inst.63" 48553.197729854
"938" "algo1" "Inst.63" 54078.5757862582
"939" "algo1" "Inst.63" 13727.4593868636
"940" "algo1" "Inst.63" 5828.39908087472
"941" "algo2" "Inst.63" 22.9338959674127
"942" "algo2" "Inst.63" 15.7519880468607
"943" "algo2" "Inst.63" 5.2949687212627
"944" "algo2" "Inst.63" 5.4178344186569
"945" "algo2" "Inst.63" 5.11783654831596
"946" "algo2" "Inst.63" 4.52369536078241
"947" "algo2" "Inst.63" 9.78348591545626
"948" "algo2" "Inst.63" 14.2726575239086
"949" "algo2" "Inst.63" 84.3732134066021
"950" "algo2" "Inst.63" 24.3516834659454
"951" "algo2" "Inst.63" 16.4997301067345
"952" "algo2" "Inst.63" 9.05424676291083
"953" "algo2" "Inst.63" 7.81249654054271
"954" "algo2" "Inst.63" 8.92740866556451
"955" "algo2" "Inst.63" 10.7603411763354
"956" "algo2" "Inst.63" 8.71758791349249
"957" "algo2" "Inst.63" 4.85522268004974
"958" "algo2" "Inst.63" 9.04480054070013
"959" "algo2" "Inst.63" 5.72329562703203
"960" "algo2" "Inst.63" 8.6878537472602
"961" "algo1" "Inst.5" 23329.4202702823
"962" "algo1" "Inst.5" 23899.5265875418
"963" "algo1" "Inst.5" 32311.6217493942
"964" "algo1" "Inst.5" 10405.3672735271
"965" "algo1" "Inst.5" 29538.3089132372
"966" "algo1" "Inst.5" 29152.8497647417
"967" "algo1" "Inst.5" 7152.91157808721
"968" "algo1" "Inst.5" 40656.571794281
"969" "algo1" "Inst.5" 26296.0492210314
"970" "algo1" "Inst.5" 26954.0945106133
"971" "algo1" "Inst.5" 22136.7080008438
"972" "algo1" "Inst.5" 34419.5952168042
"973" "algo1" "Inst.5" 13263.2064012006
"974" "algo1" "Inst.5" 23381.9315987478
"975" "algo1" "Inst.5" 13302.4090207524
"976" "algo1" "Inst.5" 30352.7281840209
"977" "algo1" "Inst.5" 21274.2935826245
"978" "algo1" "Inst.5" 39332.6345628097
"979" "algo1" "Inst.5" 26261.5487163929
"980" "algo1" "Inst.5" 7813.70001650913
"981" "algo1" "Inst.5" 39154.8949942939
"982" "algo1" "Inst.5" 13364.2093698913
"983" "algo1" "Inst.5" 12333.7366651602
"984" "algo1" "Inst.5" 37274.6692580235
"985" "algo1" "Inst.5" 22916.3050883174
"986" "algo1" "Inst.5" 26505.227541441
"987" "algo1" "Inst.5" 25509.8865227689
"988" "algo1" "Inst.5" 35740.0930966765
"989" "algo1" "Inst.5" 41272.9265238804
"990" "algo1" "Inst.5" 35231.7557795226
"991" "algo1" "Inst.5" 28482.2962024627
"992" "algo1" "Inst.5" 34133.2903750057
"993" "algo1" "Inst.5" 30975.3463471243
"994" "algo1" "Inst.5" 17284.9177832564
"995" "algo1" "Inst.5" 43951.3538465486
"996" "algo1" "Inst.5" 17041.7950480296
"997" "algo1" "Inst.5" 21908.4276787807
"998" "algo1" "Inst.5" 35366.6790377647
"999" "algo1" "Inst.5" 66607.1775082596
"1000" "algo1" "Inst.5" 14459.709212765
"1001" "algo2" "Inst.5" 16.6946081686665
"1002" "algo2" "Inst.5" 8.75672738436721
"1003" "algo2" "Inst.5" 8.02263569057602
"1004" "algo2" "Inst.5" 9.26656922745712
"1005" "algo2" "Inst.5" 6.24789678251117
"1006" "algo2" "Inst.5" 19.1763586665693
"1007" "algo2" "Inst.5" 9.59374201964818
"1008" "algo2" "Inst.5" 11.4839797696828
"1009" "algo2" "Inst.5" 153.481723346893
"1010" "algo2" "Inst.5" 8.64961457188236
"1011" "algo2" "Inst.5" 9.57317254400073
"1012" "algo2" "Inst.5" 68.130042430915
"1013" "algo2" "Inst.5" 589.848414439155
"1014" "algo2" "Inst.5" 108.324574177078
"1015" "algo2" "Inst.5" 233.562022646645
"1016" "algo2" "Inst.5" 10.7851956939255
"1017" "algo2" "Inst.5" 9.33991926733166
"1018" "algo2" "Inst.5" 9.46318879210205
"1019" "algo2" "Inst.5" 5.69685287738992
"1020" "algo2" "Inst.5" 6.70030754259742
"1021" "algo1" "Inst.144" 13047.8050988757
"1022" "algo1" "Inst.144" 15041.8620123575
"1023" "algo1" "Inst.144" 23104.9847678553
"1024" "algo1" "Inst.144" 21170.5053827951
"1025" "algo1" "Inst.144" 41446.2624816435
"1026" "algo1" "Inst.144" 13532.0975135622
"1027" "algo1" "Inst.144" 38942.2148804787
"1028" "algo1" "Inst.144" 32084.5405254465
"1029" "algo1" "Inst.144" 25888.3418084473
"1030" "algo1" "Inst.144" 42987.0936326153
"1031" "algo1" "Inst.144" 43020.1300683676
"1032" "algo1" "Inst.144" 31044.4258012125
"1033" "algo1" "Inst.144" 29390.2964642702
"1034" "algo1" "Inst.144" 39506.9978515279
"1035" "algo1" "Inst.144" 35491.3821315751
"1036" "algo1" "Inst.144" 25471.4611454107
"1037" "algo1" "Inst.144" 37981.1441870955
"1038" "algo1" "Inst.144" 22219.1721853609
"1039" "algo1" "Inst.144" 26207.0681215162
"1040" "algo1" "Inst.144" 20265.8993700669
"1041" "algo1" "Inst.144" 35577.5536474489
"1042" "algo1" "Inst.144" 10766.3009873503
"1043" "algo1" "Inst.144" 12073.6214437762
"1044" "algo1" "Inst.144" 17825.3561035313
"1045" "algo1" "Inst.144" 21225.1305686553
"1046" "algo1" "Inst.144" 32634.6035346197
"1047" "algo1" "Inst.144" 17079.0232950651
"1048" "algo1" "Inst.144" 26830.6464115702
"1049" "algo1" "Inst.144" 30433.1391768769
"1050" "algo1" "Inst.144" 18457.5877915163
"1051" "algo1" "Inst.144" 24447.9939466037
"1052" "algo1" "Inst.144" 17802.8482890069
"1053" "algo1" "Inst.144" 34032.5328552376
"1054" "algo1" "Inst.144" 29295.5604526694
"1055" "algo1" "Inst.144" 19893.6685175117
"1056" "algo1" "Inst.144" 8297.46419997293
"1057" "algo1" "Inst.144" 33381.1030079078
"1058" "algo1" "Inst.144" 56075.8336870687
"1059" "algo1" "Inst.144" 31909.9886392147
"1060" "algo1" "Inst.144" 10658.8770881969
"1061" "algo2" "Inst.144" 8.40433998828822
"1062" "algo2" "Inst.144" 5.83789308360821
"1063" "algo2" "Inst.144" 6.78159814286486
"1064" "algo2" "Inst.144" 8.8833203115092
"1065" "algo2" "Inst.144" 9.51167662230921
"1066" "algo2" "Inst.144" 9.45426220496476
"1067" "algo2" "Inst.144" 7.93666212916296
"1068" "algo2" "Inst.144" 10.3144121504686
"1069" "algo2" "Inst.144" 8.13413347072049
"1070" "algo2" "Inst.144" 36.0158390886496
"1071" "algo2" "Inst.144" 11.3459193110404
"1072" "algo2" "Inst.144" 8.9350571332004
"1073" "algo2" "Inst.144" 7.7577700331477
"1074" "algo2" "Inst.144" 9.36397646542707
"1075" "algo2" "Inst.144" 1.40620922794466
"1076" "algo2" "Inst.144" 56.1229488160611
"1077" "algo2" "Inst.144" 6.95146213368005
"1078" "algo2" "Inst.144" 34.2374633648675
"1079" "algo2" "Inst.144" 981.934872141874
"1080" "algo2" "Inst.144" 6.5410718175822
"1081" "algo1" "Inst.41" 37111.4163702317
"1082" "algo1" "Inst.41" 15428.9302575188
"1083" "algo1" "Inst.41" 20871.97272141
"1084" "algo1" "Inst.41" 38520.5676246937
"1085" "algo1" "Inst.41" 24045.3773348802
"1086" "algo1" "Inst.41" 18780.5008017721
"1087" "algo1" "Inst.41" 18115.0472898185
"1088" "algo1" "Inst.41" 20990.3510984324
"1089" "algo1" "Inst.41" 8524.25004534958
"1090" "algo1" "Inst.41" 20746.412444078
"1091" "algo1" "Inst.41" 34768.9980788068
"1092" "algo1" "Inst.41" 14535.1959761995
"1093" "algo1" "Inst.41" 32717.1427449503
"1094" "algo1" "Inst.41" 43140.2345996315
"1095" "algo1" "Inst.41" 5669.35830382205
"1096" "algo1" "Inst.41" 22355.653964555
"1097" "algo1" "Inst.41" 14233.984212981
"1098" "algo1" "Inst.41" 39149.7321184804
"1099" "algo1" "Inst.41" 39540.5149389974
"1100" "algo1" "Inst.41" 16452.1425850396
"1101" "algo1" "Inst.41" 19200.0548357981
"1102" "algo1" "Inst.41" 25920.2176435634
"1103" "algo1" "Inst.41" 7696.3879605136
"1104" "algo1" "Inst.41" 9638.32910074681
"1105" "algo1" "Inst.41" 50054.306300179
"1106" "algo1" "Inst.41" 38283.6134750292
"1107" "algo1" "Inst.41" 27358.8900118785
"1108" "algo1" "Inst.41" 25138.6874673115
"1109" "algo1" "Inst.41" 17920.5166055268
"1110" "algo1" "Inst.41" 26972.7748261671
"1111" "algo1" "Inst.41" 27558.7625690841
"1112" "algo1" "Inst.41" 8403.48448928746
"1113" "algo1" "Inst.41" 28921.4604545003
"1114" "algo1" "Inst.41" 9442.43223155942
"1115" "algo1" "Inst.41" 36145.2703584754
"1116" "algo1" "Inst.41" 15212.8306219672
"1117" "algo1" "Inst.41" 23001.1551620111
"1118" "algo1" "Inst.41" 23576.257148735
"1119" "algo1" "Inst.41" 7536.28314121663
"1120" "algo1" "Inst.41" 27199.9670533209
"1121" "algo2" "Inst.41" 136.007859155445
"1122" "algo2" "Inst.41" 3.98155541130791
"1123" "algo2" "Inst.41" 17.7842837196674
"1124" "algo2" "Inst.41" 4.17499078762353
"1125" "algo2" "Inst.41" 9.53145830078191
"1126" "algo2" "Inst.41" 10.7565757899098
"1127" "algo2" "Inst.41" 11.9703326013994
"1128" "algo2" "Inst.41" 12.4823417340994
"1129" "algo2" "Inst.41" 139.428299610361
"1130" "algo2" "Inst.41" 5.18788133201569
"1131" "algo2" "Inst.41" 7.46399923495147
"1132" "algo2" "Inst.41" 11.2676440216498
"1133" "algo2" "Inst.41" 9.23005152918928
"1134" "algo2" "Inst.41" 80.3837237402722
"1135" "algo2" "Inst.41" 4.90506810960147
"1136" "algo2" "Inst.41" 311.738753367086
"1137" "algo2" "Inst.41" 9.45547250421031
"1138" "algo2" "Inst.41" 8.03857792862718
"1139" "algo2" "Inst.41" 9.88289136502043
"1140" "algo2" "Inst.41" 9.42968770674474
"1141" "algo1" "Inst.94" 28845.7021967767
"1142" "algo1" "Inst.94" 59523.1550931566
"1143" "algo1" "Inst.94" 46103.5224603264
"1144" "algo1" "Inst.94" 56948.5170576036
"1145" "algo1" "Inst.94" 45002.9953194339
"1146" "algo1" "Inst.94" 42152.5663651893
"1147" "algo1" "Inst.94" 41042.9947493545
"1148" "algo1" "Inst.94" 16572.8511083843
"1149" "algo1" "Inst.94" 13746.7782650616
"1150" "algo1" "Inst.94" 10069.7066718636
"1151" "algo1" "Inst.94" 26343.6370013619
