"","X","algorithm","replicate","instance","group","result"
"1918",1918,2,23,67,16,3360648.57483867
"1919",1919,1,19,141,33,11281032.5683453
"1920",1920,1,3,33,8,941636.192164562
"1921",1921,2,25,41,10,795476.303177554
"1922",1922,2,6,62,15,3099025.3129313
"1923",1923,1,29,106,25,7070517.10365938
"1924",1924,2,29,76,18,4567786.34284411
"1925",1925,2,13,6,2,3.97724061532542
"1926",1926,1,2,87,20,6373159.67681657
"1927",1927,1,5,104,24,8059979.61810832
"1928",1928,1,28,107,25,7982990.35336317
"1929",1929,1,18,94,22,6857967.18736748
"1930",1930,1,4,30,7,983806.297629913
"1931",1931,1,14,51,12,2623225.79299523
"1932",1932,2,25,23,6,245216.597968698
"1933",1933,2,8,121,28,8598665.24690375
"1934",1934,2,4,148,34,12129840.2427528
"1935",1935,2,20,117,27,6605491.65531537
"1936",1936,2,12,143,33,10580835.6638503
"1937",1937,2,30,13,3,212.069599754809
"1938",1938,2,26,117,27,8420119.81871779
"1939",1939,2,15,108,25,7985286.33141329
"1940",1940,2,12,30,7,241012.594531945
"1941",1941,2,15,96,22,6009496.43163101
"1942",1942,1,20,35,8,1466353.67166613
"1943",1943,1,16,35,8,1473540.19759466
"1944",1944,2,2,43,10,862211.859933494
"1945",1945,2,25,59,14,4174945.2067127
"1946",1946,1,13,98,23,6771229.56034906
"1947",1947,2,15,33,8,293869.164639808
"1948",1948,1,20,52,12,2631441.63605776
"1949",1949,2,14,34,8,661165.98158652
"1950",1950,2,18,10,3,13.2214520602927
"1951",1951,1,4,68,16,4551059.30496863
"1952",1952,1,2,45,11,2272049.584554
"1953",1953,1,11,35,8,1363516.03306563
"1954",1954,1,20,2,1,0.00195222757321954
"1955",1955,1,14,121,28,9091851.09007269
"1956",1956,2,28,31,8,650904.433723338
"1957",1957,1,15,11,3,69137.8104737893
"1958",1958,2,14,112,26,9373298.99092812
"1959",1959,2,10,93,22,6992797.80752487
"1960",1960,2,27,93,22,6848777.57792983
"1961",1961,1,18,142,33,11161049.2683291
"1962",1962,2,30,131,30,8080819.55281072
"1963",1963,2,10,67,16,4506085.15997846
"1964",1964,2,6,137,32,10736875.4701842
"1965",1965,1,6,16,4,181612.69371615
"1966",1966,2,28,82,19,5067328.22219344
"1967",1967,2,26,122,28,8309395.06331091
"1968",1968,1,29,49,12,3137118.38009324
"1969",1969,2,14,128,30,9521313.64191441
"1970",1970,2,30,129,30,10698166.1824525
"1971",1971,1,28,117,27,8521208.51758599
"1972",1972,2,7,51,12,1201290.27683569
"1973",1973,1,14,52,12,2688129.80897682
"1974",1974,2,14,147,34,9678277.16161643
"1975",1975,1,27,24,6,576996.407178171
"1976",1976,2,12,4,1,9.09035340244805e-20
"1977",1977,1,21,132,31,10222206.6123873
"1978",1978,1,1,44,11,2167002.62572991
"1979",1979,1,19,7,2,1581.9680295272
"1980",1980,2,14,89,21,6067196.77843173
"1981",1981,1,30,4,1,9.23516548554159
"1982",1982,2,8,145,34,11410660.0648886
"1983",1983,2,28,6,2,3.97400119335895
"1984",1984,2,6,99,23,5935976.78817012
"1985",1985,2,2,141,33,10313544.6975471
"1986",1986,2,19,16,4,43707.1881069907
"1987",1987,2,6,87,20,5896302.43999017
"1988",1988,1,25,36,9,1450409.56480419
"1989",1989,1,7,125,29,9632201.39353387
"1990",1990,1,26,87,20,6316449.9477194
"1991",1991,2,15,130,30,9678256.36841599
"1992",1992,2,23,104,24,6683279.2191114
"1993",1993,2,23,101,24,6910101.15125874
"1994",1994,1,2,117,27,7665271.42485232
"1995",1995,2,4,87,20,5887761.08752274
"1996",1996,2,3,9,3,7.43960432136042
"1997",1997,2,10,64,15,4029896.63965864
"1998",1998,1,10,21,5,399043.962981299
"1999",1999,1,27,72,17,4954069.5493456
"2000",2000,2,16,149,34,10208095.935635
"2001",2001,1,15,50,12,2310514.74376601
"2002",2002,2,19,147,34,11019945.0401248
"2003",2003,1,22,2,1,0.0108463172018941
"2004",2004,1,5,63,15,3850714.36296183
"2005",2005,2,12,123,29,8656622.45082843
"2006",2006,2,26,110,26,7510873.99398083
"2007",2007,1,22,29,7,844460.59175122
"2008",2008,2,26,7,2,1.24231201644153
"2009",2009,2,9,25,6,248807.727062169
"2010",2010,1,22,84,20,5234023.10410552
"2011",2011,2,18,122,28,8560437.00711655
"2012",2012,2,12,146,34,8864015.36730449
"2013",2013,2,13,95,22,6941418.01180034
"2014",2014,2,19,53,13,2979811.14493981
"2015",2015,1,19,116,27,8663276.97460376
"2016",2016,2,25,142,33,11605781.7646076
"2017",2017,2,24,64,15,4083503.48930141
"2018",2018,1,16,111,26,7080581.70680701
"2019",2019,2,22,143,33,10871666.8214702
"2020",2020,2,10,92,21,5580632.44320916
"2021",2021,1,4,35,8,1226068.49966401
"2022",2022,1,6,48,11,1878675.53486638
"2023",2023,2,6,27,7,239264.587118025
"2024",2024,1,25,65,15,4196048.12405657
"2025",2025,1,18,99,23,6178614.83670561
"2026",2026,2,15,128,30,8687583.05472785
"2027",2027,2,21,117,27,7301963.85150533
"2028",2028,1,17,107,25,7937508.97287932
"2029",2029,2,28,5,2,3.93083943474244
"2030",2030,2,29,147,34,9996324.25459712
"2031",2031,1,22,49,12,2514563.27735667
"2032",2032,1,14,68,16,3986793.6732568
"2033",2033,1,14,32,8,1038729.13528514
"2034",2034,1,24,43,10,2198178.99077825
"2035",2035,1,22,139,32,10355120.8168923
"2036",2036,1,11,44,11,2631290.64431954
"2037",2037,2,16,23,6,16434.6243916433
"2038",2038,1,29,101,24,6573600.08813015
"2039",2039,1,11,131,30,9460038.46772542
"2040",2040,2,7,129,30,10102593.3116309
"2041",2041,2,19,117,27,9056150.5824498
"2042",2042,2,13,12,3,15.3978656998703
"2043",2043,2,10,31,8,394069.212122945
"2044",2044,2,1,127,29,10220099.9836394
"2045",2045,2,21,49,12,2470923.84371255
"2046",2046,2,8,136,32,10373089.0851262
"2047",2047,1,12,21,5,408796.942512399
"2048",2048,1,16,4,1,6.74252458003914
"2049",2049,2,4,80,19,5869728.47414673
"2050",2050,2,14,32,8,771616.184104949
"2051",2051,2,17,106,25,8091910.36421284
"2052",2052,2,18,12,3,84.3685595784577
"2053",2053,1,15,121,28,7976700.37976939
"2054",2054,1,20,59,14,3177849.63035192
"2055",2055,2,23,37,9,507110.228764437
"2056",2056,1,28,85,20,6209616.01990171
"2057",2057,2,19,150,35,10871108.9100062
"2058",2058,1,11,50,12,2323296.22834806
"2059",2059,1,2,34,8,1132460.19470515
"2060",2060,2,18,144,33,11240366.4423297
"2061",2061,1,28,18,5,303134.078502238
"2062",2062,2,9,86,20,6390229.42790681
"2063",2063,2,10,139,32,10319366.3622159
"2064",2064,2,14,63,15,3800380.14008939
"2065",2065,2,10,77,18,4880717.43282782
"2066",2066,1,3,117,27,8450892.70054298
"2067",2067,2,30,67,16,3675349.09199195
"2068",2068,2,2,125,29,7529154.88175653
"2069",2069,2,21,96,22,6453298.27437568
"2070",2070,2,29,16,4,1641.36789297756
"2071",2071,2,3,47,11,935625.054512357
"2072",2072,2,22,17,4,3204.6209268079
"2073",2073,1,25,91,21,6560317.0581672
"2074",2074,1,25,43,10,1999315.48440541
"2075",2075,2,7,141,33,10443792.2963191
"2076",2076,2,24,38,9,679067.133801378
"2077",2077,2,5,47,11,2216482.79156951
"2078",2078,2,19,36,9,634952.982205529
"2079",2079,1,23,109,25,8141586.86758051
"2080",2080,2,21,43,10,879719.972991987
"2081",2081,2,8,103,24,4783901.84137045
"2082",2082,1,17,131,30,9387254.13895094
"2083",2083,1,23,70,16,4528837.59008124
"2084",2084,2,10,104,24,5875185.92699467
"2085",2085,1,20,124,29,9780523.74792624
"2086",2086,1,9,11,3,85618.2746112234
"2087",2087,1,4,67,16,4197396.86975781
"2088",2088,2,12,126,29,10385673.5678043
"2089",2089,1,18,88,21,5730941.53454539
"2090",2090,2,14,53,13,3090518.30319788
"2091",2091,1,10,105,24,7734421.08089841
"2092",2092,1,18,30,7,902763.822250599
"2093",2093,1,17,22,6,483244.863369122
"2094",2094,2,4,42,10,913624.155688571
"2095",2095,1,27,106,25,6926512.62212322
"2096",2096,2,18,95,22,6009842.95960552
"2097",2097,2,14,139,32,10159111.1460547
"2098",2098,1,24,127,29,9818395.40590303
"2099",2099,2,7,93,22,5752708.69879858
"2100",2100,2,22,119,28,8830684.44725086
"2101",2101,1,29,117,27,8379271.45282499
"2102",2102,2,15,49,12,863053.424655137
"2103",2103,2,26,121,28,9078580.13530226
"2104",2104,2,1,95,22,6787630.00790122
"2105",2105,1,26,32,8,1092085.29998778
"2106",2106,2,4,125,29,8979647.90026097
"2107",2107,1,29,133,31,10478478.8306152
"2108",2108,2,29,66,16,3722731.31441205
"2109",2109,2,15,20,5,23087.6254279
"2110",2110,1,11,127,29,10120203.635972
"2111",2111,1,25,132,31,9623145.36830383
"2112",2112,1,10,91,21,6759964.21561419
"2113",2113,2,22,142,33,10629632.3769465
"2114",2114,1,25,69,16,3458230.68477733
"2115",2115,2,20,120,28,8378559.43578664
"2116",2116,2,11,104,24,7891586.73793019
"2117",2117,1,11,2,1,0.00175076216328163
"2118",2118,2,30,102,24,7196511.22255816
"2119",2119,1,30,110,26,8520920.04743638
"2120",2120,2,19,70,16,4496773.8260749
"2121",2121,2,21,34,8,449827.291525134
"2122",2122,2,17,118,27,8570674.03435316
"2123",2123,2,22,43,10,1376000.76457378
"2124",2124,2,15,45,11,1369498.16657394
"2125",2125,2,3,52,12,2134801.79412556
"2126",2126,1,10,140,32,11190771.3301889
"2127",2127,1,21,54,13,3644430.0149394
"2128",2128,1,8,139,32,11269037.3684
"2129",2129,2,17,32,8,178493.985604457
"2130",2130,1,1,4,1,4.9863148831886
"2131",2131,1,17,85,20,4254406.55803007
"2132",2132,1,13,48,11,2500565.31624802
"2133",2133,2,18,86,20,5128828.86353756
"2134",2134,2,27,89,21,5732668.86533837
"2135",2135,1,3,25,6,614105.253737793
"2136",2136,2,4,137,32,10763257.9415515
"2137",2137,2,25,34,8,326941.223016117
"2138",2138,1,7,31,8,986609.481904166
"2139",2139,1,9,61,14,3702515.9721091
"2140",2140,2,2,138,32,9937348.26792482
"2141",2141,1,19,142,33,11162046.8404827
"2142",2142,2,10,106,25,7352987.29436141
"2143",2143,1,13,37,9,1448203.13535958
"2144",2144,1,14,135,31,8975448.55915879
"2145",2145,2,12,136,32,10167098.7126586
"2146",2146,1,14,35,8,1171497.44630825
"2147",2147,2,21,28,7,160737.446653538
"2148",2148,1,25,96,22,6974930.49149472
"2149",2149,1,29,96,22,6130676.3658426
"2150",2150,2,5,125,29,8991469.48979799
"2151",2151,1,7,141,33,10847912.7628106
"2152",2152,1,16,119,28,8421172.76609334
"2153",2153,2,30,23,6,53074.8159147654
"2154",2154,1,29,4,1,10.4072153064146
"2155",2155,1,26,148,34,11097392.1924404
"2156",2156,1,13,125,29,8041333.99573119
"2157",2157,2,10,130,30,9152558.66480782
"2158",2158,1,3,7,2,2507.91444404193
"2159",2159,2,21,65,15,4391540.39823902
"2160",2160,1,30,138,32,10601633.6922119
"2161",2161,2,22,85,20,5918330.44517629
"2162",2162,2,22,64,15,3527752.89186153
"2163",2163,1,17,94,22,7097329.76256834
"2164",2164,1,6,36,9,1040399.67229416
"2165",2165,2,1,6,2,0.0102226842888641
"2166",2166,2,13,144,33,10024138.5322097
"2167",2167,2,27,90,21,5763720.35208625
"2168",2168,1,7,106,25,7594461.81364335
"2169",2169,1,14,105,24,7786332.06108873
"2170",2170,1,1,89,21,5215216.68433204
"2171",2171,2,14,30,7,277430.211000675
"2172",2172,1,19,89,21,6304732.01532822
"2173",2173,2,7,124,29,9604161.1610754
"2174",2174,2,20,118,27,7881757.81606724
"2175",2175,2,20,93,22,6020357.33920335
"2176",2176,2,2,79,19,5791253.15574619
"2177",2177,2,26,56,13,3458257.84894302
"2178",2178,2,27,113,26,8826561.75547863
"2179",2179,2,11,24,6,308656.467887581
"2180",2180,1,29,34,8,1220792.81459629
"2181",2181,2,16,28,7,290098.128890255
"2182",2182,2,30,124,29,9046972.23106632
"2183",2183,2,6,26,6,188290.59552055
"2184",2184,1,24,56,13,3205369.99690446
"2185",2185,1,17,139,32,10651889.7229867
"2186",2186,2,26,64,15,3826147.17885843
"2187",2187,1,28,91,21,6009678.27537285
"2188",2188,2,2,13,3,927.810338560917
"2189",2189,1,23,38,9,1363715.77999979
"2190",2190,2,3,54,13,1968225.01193318
"2191",2191,2,13,86,20,4793820.79085502
"2192",2192,1,7,75,18,5207995.10717586
"2193",2193,2,29,34,8,270393.17287987
"2194",2194,1,19,23,6,425484.669922961
"2195",2195,2,21,9,3,0.9625995870151
"2196",2196,2,8,7,2,3.98648301661971
"2197",2197,2,23,106,25,8251380.68758743
"2198",2198,1,17,57,14,2510421.39066976
"2199",2199,1,2,42,10,2055042.00428081
"2200",2200,1,4,55,13,2584155.41937461
"2201",2201,1,4,45,11,2148379.15273072
"2202",2202,1,23,100,23,6262320.63542992
"2203",2203,2,18,54,13,1790926.0423603
"2204",2204,1,29,90,21,4870944.94804739
"2205",2205,2,24,113,26,6931087.98094928
"2206",2206,2,12,101,24,7485635.63414655
"2207",2207,1,19,71,17,4767797.91200178
"2208",2208,1,7,56,13,3224434.2130193
"2209",2209,1,11,150,35,11743722.9963459
"2210",2210,1,14,120,28,8833076.09024707
"2211",2211,2,3,72,17,3817363.32740753
"2212",2212,1,22,53,13,2916513.61311025
"2213",2213,2,5,18,5,10220.4037409431
"2214",2214,2,30,72,17,5284224.96395586
"2215",2215,1,25,6,2,377.633687222484
"2216",2216,2,9,120,28,9177559.38207553
"2217",2217,1,27,25,6,416252.685012529
"2218",2218,1,22,129,30,9368554.50773093
"2219",2219,1,2,82,19,5026068.36729085
"2220",2220,2,27,29,7,144538.682502225
"2221",2221,2,26,43,10,538519.172676844
"2222",2222,2,16,119,28,8874453.7900491
"2223",2223,2,9,56,13,3289668.91539953
"2224",2224,1,6,5,2,61.6092757729602
"2225",2225,2,11,4,1,1.01167958993488e-12
"2226",2226,1,21,111,26,6392674.00195204
"2227",2227,2,4,17,4,507.521033331176
"2228",2228,2,25,89,21,7018996.31014069
"2229",2229,1,15,91,21,4416176.37563534
"2230",2230,1,2,53,13,2881803.87990589
"2231",2231,2,28,57,14,2829476.89295243
"2232",2232,2,20,55,13,2515250.49281727
"2233",2233,1,10,60,14,3976554.06095448
"2234",2234,1,16,48,11,2323568.60671741
"2235",2235,1,19,65,15,3738203.3540387
"2236",2236,2,9,99,23,5967560.01771867
"2237",2237,2,2,44,11,855762.450833063
"2238",2238,2,6,63,15,4081072.21349366
"2239",2239,1,12,104,24,7803167.24702027
"2240",2240,1,5,107,25,7390254.59175857
"2241",2241,1,21,3,1,0.663953193318162
"2242",2242,2,17,59,14,3733628.07526809
"2243",2243,2,3,48,11,1139872.81482123
"2244",2244,1,7,107,25,7003587.40266821
"2245",2245,2,22,40,10,984275.830717625
"2246",2246,1,4,104,24,7578171.91553202
"2247",2247,1,8,103,24,7362398.73246681
"2248",2248,2,18,146,34,11459994.1499565
"2249",2249,2,16,88,21,5549125.59924624
"2250",2250,1,10,20,5,294136.033865346
"2251",2251,2,3,92,21,6336278.84245582
"2252",2252,1,7,145,34,10225180.6483522
"2253",2253,2,5,87,20,6738901.07869653
"2254",2254,1,4,87,20,5625450.75743024
"2255",2255,2,30,60,14,3617884.40248214
"2256",2256,2,26,34,8,489071.035168144
"2257",2257,1,29,22,6,465351.680555171
"2258",2258,2,18,11,3,9.72131876634079
"2259",2259,2,9,67,16,4900614.86634442
"2260",2260,2,21,147,34,11618128.8853676
"2261",2261,1,11,100,23,6827338.11911404
"2262",2262,1,19,39,9,1690730.28791452
"2263",2263,1,26,74,17,4788830.86508661
"2264",2264,1,9,29,7,601215.682709929
"2265",2265,1,21,87,20,6161126.55614499
"2266",2266,1,3,145,34,11708338.8607709
"2267",2267,2,25,2,1,0
"2268",2268,2,5,51,12,1149384.49202091
"2269",2269,2,24,19,5,65181.0262914797
"2270",2270,2,24,137,32,10516917.750178
"2271",2271,2,14,4,1,7.53895132781377e-09
"2272",2272,2,6,3,1,4.69477912835644e-22
"2273",2273,2,23,117,27,8706941.79194315
"2274",2274,2,20,11,3,6.86150753654021
"2275",2275,2,1,16,4,3125.65598668941
"2276",2276,1,11,27,7,652524.105621342
"2277",2277,2,2,114,27,7798353.14018618
"2278",2278,1,22,145,34,11957477.8246685
"2279",2279,1,18,83,19,5832174.4391979
"2280",2280,2,8,88,21,5636367.08436652
"2281",2281,2,19,46,11,1270460.41540452
"2282",2282,2,17,25,6,326423.828056547
"2283",2283,1,17,105,24,7551786.04983334
"2284",2284,1,7,117,27,7579337.80692428
"2285",2285,2,21,71,17,4116897.39747664
"2286",2286,2,28,10,3,8.84871908685341
"2287",2287,1,11,20,5,292145.585312382
"2288",2288,2,30,7,2,0.390544403633223
"2289",2289,2,4,59,14,3301490.67907746
"2290",2290,2,19,135,31,9414612.21647744
"2291",2291,2,8,147,34,11597310.2199983
"2292",2292,1,30,88,21,5791789.51657932
"2293",2293,1,15,76,18,5041457.10798432
"2294",2294,1,25,55,13,3107608.29088978
"2295",2295,1,29,36,9,766189.097344911
"2296",2296,2,19,84,20,5074367.08204096
"2297",2297,2,18,69,16,4788689.87878382
"2298",2298,2,4,105,24,6915953.92628224
"2299",2299,1,23,35,8,1211500.49814549
"2300",2300,1,11,76,18,5034840.4462442
"2301",2301,1,6,31,8,1012839.08245221
"2302",2302,2,23,89,21,6034282.51457869
"2303",2303,1,24,36,9,1251630.88314931
"2304",2304,1,7,131,30,6460777.4787181
"2305",2305,1,27,51,12,2305325.18957061
"2306",2306,2,6,8,2,3.06790526588042
"2307",2307,2,3,81,19,4345206.98392745
"2308",2308,2,12,92,21,5950201.49694495
"2309",2309,1,13,56,13,3543258.84116034
"2310",2310,2,2,42,10,626120.727295694
"2311",2311,2,27,69,16,3959147.03929996
"2312",2312,2,17,134,31,11194474.2142951
"2313",2313,2,13,63,15,3439240.06412169
"2314",2314,2,25,3,1,4.43553125678928e-22
"2315",2315,1,25,62,15,3387457.28140805
"2316",2316,2,11,94,22,6373756.44553608
"2317",2317,1,25,137,32,11009470.7043128
"2318",2318,2,7,95,22,6958295.54451898
"2319",2319,1,20,30,7,811089.132208027
"2320",2320,1,16,129,30,9574900.6464088
"2321",2321,1,11,19,5,356643.078653947
"2322",2322,1,7,5,2,45.4119467428886
"2323",2323,1,13,149,34,12008155.4097158
"2324",2324,2,24,67,16,4844322.36011131
"2325",2325,1,25,72,17,4681832.06003886
"2326",2326,1,15,143,33,10163918.7182053
"2327",2327,1,10,108,25,8252274.53275602
"2328",2328,2,12,128,30,9099610.86280022
"2329",2329,2,27,22,6,75185.1873408323
"2330",2330,1,24,61,14,3902197.44882043
"2331",2331,1,1,61,14,2314855.88343691
"2332",2332,2,9,37,9,941719.134292973
"2333",2333,1,1,25,6,534050.104141778
"2334",2334,1,28,45,11,2002911.73849137
"2335",2335,1,10,78,18,5310741.8757859
"2336",2336,1,24,49,12,2558606.92310371
"2337",2337,1,6,114,27,8051939.20226041
"2338",2338,2,20,44,11,791005.487953637
"2339",2339,1,4,131,30,10240892.7996887
"2340",2340,1,27,131,30,8991394.62932045
"2341",2341,2,27,48,11,1049007.46268074
"2342",2342,2,5,94,22,6386701.76585564
"2343",2343,2,6,9,3,6.88583738195895
"2344",2344,2,3,6,2,3.98149078898691
"2345",2345,1,20,62,15,2980384.59814997
"2346",2346,1,7,92,21,5703110.97823387
"2347",2347,2,2,68,16,3561617.65118822
"2348",2348,1,1,35,8,1049572.0476425
"2349",2349,1,9,50,12,2694998.81118647
"2350",2350,1,10,35,8,1242244.12122414
"2351",2351,1,20,44,11,1869398.66731122
"2352",2352,2,8,46,11,859922.688958884
"2353",2353,2,12,98,23,7341552.03776955
"2354",2354,2,12,53,13,2679948.65295238
"2355",2355,2,22,9,3,6.07813981664055
"2356",2356,1,14,109,25,7900375.44253881
"2357",2357,2,20,129,30,10270492.1261966
"2358",2358,1,2,120,28,8610897.41694785
"2359",2359,2,27,103,24,6365259.46694747
"2360",2360,2,4,8,2,2.56576906649705
"2361",2361,2,25,33,8,377970.281934819
"2362",2362,1,22,78,18,4894376.21623278
"2363",2363,2,21,58,14,2386863.77907024
"2364",2364,1,14,122,28,7904303.27559178
"2365",2365,1,28,141,33,10665390.6692915
"2366",2366,1,27,132,31,10099189.1046835
"2367",2367,1,19,98,23,7317757.72733193
"2368",2368,1,26,132,31,9699498.81581061
"2369",2369,1,11,28,7,726427.258496407
"2370",2370,2,16,93,22,6474404.42024948
"2371",2371,2,15,54,13,2976910.30322937
"2372",2372,1,10,13,3,74107.8276184492
"2373",2373,2,7,79,19,4282699.05010297
"2374",2374,2,13,57,14,1571755.08421384
"2375",2375,1,26,137,32,10656550.0295115
"2376",2376,2,11,135,31,9997497.2483706
"2377",2377,1,21,16,4,246379.344570952
"2378",2378,2,17,97,23,6974079.77952801
"2379",2379,2,11,136,32,9967678.2051413
"2380",2380,2,13,65,15,4063195.82357594
"2381",2381,2,19,129,30,9761722.03376674
"2382",2382,2,7,24,6,79658.591430875
"2383",2383,2,13,78,18,3968055.54059027
"2384",2384,1,1,90,21,6569607.87954358
"2385",2385,2,24,11,3,20.8837767644999
"2386",2386,2,16,6,2,3.97397988426514
"2387",2387,2,11,145,34,9276321.32152052
"2388",2388,2,10,52,12,1198297.74933023
"2389",2389,1,2,39,9,1387431.999331
"2390",2390,2,20,91,21,6465272.32716068
"2391",2391,2,19,22,6,134530.112269935
"2392",2392,2,26,141,33,10933413.0184431
"2393",2393,2,9,117,27,9018066.97007354
"2394",2394,1,4,101,24,7282161.85958114
"2395",2395,1,2,12,3,58038.3314934062
"2396",2396,2,10,76,18,5047147.62836153
"2397",2397,2,1,19,5,85380.4486756317
"2398",2398,2,23,81,19,5293555.0385981
"2399",2399,1,24,69,16,4026776.74150665
"2400",2400,2,3,40,10,438816.638769725
"2401",2401,2,26,120,28,9084196.67738227
"2402",2402,2,22,54,13,2825825.66949227
"2403",2403,1,24,98,23,5941099.93774645
"2404",2404,1,11,144,33,12434834.3460625
"2405",2405,1,10,31,8,889872.008570316
"2406",2406,1,17,58,14,3199022.07304216
"2407",2407,1,3,56,13,3571429.04536484
"2408",2408,2,23,77,18,5267680.36386027
"2409",2409,1,23,48,11,2808720.20928978
"2410",2410,2,13,38,9,638423.642301288
"2411",2411,2,5,20,5,55504.0960831522
"2412",2412,1,18,127,29,9009212.50606609
"2413",2413,2,9,28,7,292052.932557665
"2414",2414,1,22,94,22,6778325.43069024
"2415",2415,1,11,149,34,11505602.961382
"2416",2416,2,5,55,13,3127151.18826147
"2417",2417,2,27,107,25,7129228.37891345
"2418",2418,2,26,51,12,1774173.47331696
"2419",2419,2,7,107,25,6391277.5445844
"2420",2420,2,18,74,17,4566156.34374661
"2421",2421,1,16,108,25,7761017.92140662
"2422",2422,2,13,138,32,11404076.8384359
"2423",2423,2,11,34,8,373764.846056742
"2424",2424,1,4,26,6,673387.029253773
"2425",2425,2,26,62,15,4152648.78997139
"2426",2426,1,29,71,17,4392015.17358746
"2427",2427,2,22,21,5,3458.02604936939
"2428",2428,1,14,129,30,9937001.52017084
"2429",2429,1,7,14,4,154484.526223367
"2430",2430,2,2,83,19,5237558.08310711
"2431",2431,2,20,38,9,921601.071467943
"2432",2432,1,8,33,8,770437.41401842
"2433",2433,1,7,50,12,3362018.30794185
"2434",2434,2,8,27,7,337143.366978077
"2435",2435,2,1,65,15,3410480.56951425
"2436",2436,2,13,8,2,5.18265431210269
"2437",2437,2,22,38,9,716350.51954758
"2438",2438,2,6,88,21,5433343.56409975
"2439",2439,1,23,29,7,813541.321097261
"2440",2440,1,19,47,11,2686926.80984983
"2441",2441,2,10,58,14,1670404.80479957
"2442",2442,1,26,126,29,9610351.7747323
"2443",2443,1,27,80,19,5747490.87240116
"2444",2444,1,11,87,20,4468056.28708284
"2445",2445,2,15,65,15,4429808.94490296
"2446",2446,1,12,55,13,2877775.18077875
"2447",2447,2,3,57,14,3478443.33468278
"2448",2448,2,21,32,8,394982.351299422
"2449",2449,1,15,16,4,209439.921824609
"2450",2450,2,10,150,35,12028229.5913269
"2451",2451,2,26,12,3,503.430205984258
"2452",2452,1,30,109,25,7466502.26721624
"2453",2453,2,20,143,33,9951063.39578263
"2454",2454,1,5,9,3,18347.9223441921
"2455",2455,2,30,84,20,5457989.23894909
"2456",2456,1,23,16,4,143133.840512886
"2457",2457,1,8,150,35,11105176.9534368
"2458",2458,1,17,91,21,6061643.68659617
"2459",2459,2,24,35,8,318299.612949929
"2460",2460,2,17,42,10,696604.146615698
"2461",2461,2,8,100,23,7042808.97532434
"2462",2462,1,22,74,17,4394874.21410503
"2463",2463,2,18,120,28,9012773.53484829
"2464",2464,1,1,37,9,1526012.18774793
"2465",2465,1,15,150,35,9627216.58200607
"2466",2466,2,27,10,3,8.42505643001884
"2467",2467,1,26,131,30,9546244.02071377
"2468",2468,1,7,64,15,3596743.32625139
"2469",2469,1,7,135,31,9193195.03637739
"2470",2470,2,28,35,8,259411.46393701
"2471",2471,2,12,40,10,263819.122589294
"2472",2472,1,13,50,12,2815592.41457839
"2473",2473,1,29,118,27,8156914.31342439
"2474",2474,1,30,41,10,1726731.65601924
"2475",2475,2,20,24,6,139914.415846988
"2476",2476,1,27,87,20,5931180.56255457
"2477",2477,2,29,35,8,424127.584406947
"2478",2478,1,2,104,24,7307204.93679481
"2479",2479,2,19,76,18,4003567.19796743
"2480",2480,1,8,16,4,249330.476028931
"2481",2481,1,24,123,29,7445298.37511088
"2482",2482,2,13,10,3,6.86244113654156
"2483",2483,1,15,69,16,3981225.27959605
"2484",2484,1,14,130,30,10308537.1660918
"2485",2485,1,19,44,11,2377198.12425424
"2486",2486,2,13,41,10,1078941.51448787
"2487",2487,1,4,15,4,124333.906998625
"2488",2488,1,14,62,15,3712452.58219356
"2489",2489,1,24,95,22,5671952.59718965
"2490",2490,2,6,105,24,8204967.73351425
"2491",2491,1,25,77,18,5068389.19260364
"2492",2492,2,5,132,31,8810474.38512048
"2493",2493,2,23,65,15,3636048.12393351
"2494",2494,1,26,119,28,8781768.1206348
"2495",2495,1,10,33,8,1240051.23653027
"2496",2496,1,29,84,20,5573302.69490597
"2497",2497,2,14,150,35,10467137.0358256
"2498",2498,2,12,102,24,7194445.30138141
"2499",2499,1,8,28,7,759871.197504536
"2500",2500,1,11,108,25,6721230.0258491
"2501",2501,2,17,143,33,11479709.3360382
"2502",2502,2,18,40,10,907461.567112344
"2503",2503,2,9,150,35,11851167.3754881
"2504",2504,1,18,141,33,9500385.97048054
"2505",2505,1,15,116,27,8979655.81979983
"2506",2506,2,18,137,32,9505637.84864462
"2507",2507,2,1,14,4,156.10764972625
"2508",2508,1,9,45,11,2319666.10887834
"2509",2509,1,3,114,27,8305809.65152623
"2510",2510,2,1,64,15,3837193.82007476
"2511",2511,2,15,12,3,119.877460023844
"2512",2512,2,14,9,3,7.44242831385882
"2513",2513,2,11,11,3,40.9577722582749
"2514",2514,2,17,28,7,370593.98588508
"2515",2515,1,20,148,34,11889869.0606414
"2516",2516,1,8,75,18,4557864.02118818
"2517",2517,1,2,24,6,436280.602987154
"2518",2518,2,28,2,1,0
"2519",2519,2,23,54,13,3189479.9014889
"2520",2520,1,14,84,20,5289093.45374645
"2521",2521,2,14,76,18,5546923.73139938
"2522",2522,2,25,117,27,7585718.17355662
"2523",2523,1,29,24,6,638420.415988015
"2524",2524,2,30,10,3,5.42567111443881
"2525",2525,1,28,39,9,1569727.13881674
"2526",2526,2,4,109,25,8348458.2828211
"2527",2527,1,7,150,35,12032140.9152341
"2528",2528,2,12,110,26,7852917.62868549
"2529",2529,2,25,77,18,3839710.58406425
