"","X","algorithm","replicate","instance","group","result"
"667",667,2,17,66,16,3269663.14314657
"668",668,2,8,74,17,5037717.65295636
"669",669,1,30,9,3,2526.19899039385
"670",670,1,13,15,4,158994.631047807
"671",671,2,12,72,17,4390213.14900403
"672",672,1,1,73,17,4992947.92894551
"673",673,2,19,100,23,6625569.43292619
"674",674,2,2,66,16,4482803.29526084
"675",675,2,10,54,13,2615158.69407037
"676",676,2,2,70,16,4844699.0954187
"677",677,1,29,97,23,6378183.16494277
"678",678,1,20,132,31,8259979.27212592
"679",679,1,20,76,18,5908531.61674874
"680",680,1,24,126,29,10012252.0891875
"681",681,1,27,34,8,1304118.92752948
"682",682,1,14,21,5,494203.214179967
"683",683,2,3,115,27,7820340.69413085
"684",684,1,17,16,4,218448.523363629
"685",685,1,23,118,27,8937412.61031872
"686",686,1,17,5,2,156.041182485801
"687",687,1,11,62,15,3434323.3419173
"688",688,2,3,87,20,4803809.01265468
"689",689,2,2,77,18,4620379.92969791
"690",690,1,8,114,27,7121679.30101938
"691",691,1,23,68,16,4317777.94994269
"692",692,2,26,61,14,3509160.83968412
"693",693,1,5,120,28,8708140.89759743
"694",694,2,20,19,5,9525.91665325053
"695",695,1,14,28,7,784041.213170044
"696",696,2,16,25,6,43896.8293978061
"697",697,1,29,17,4,231511.503308856
"698",698,2,19,25,6,98729.5186618131
"699",699,2,13,90,21,5751855.50438166
"700",700,1,1,143,33,10973335.0883342
"701",701,1,1,130,30,8370993.89644731
"702",702,1,10,68,16,3785111.48942565
"703",703,1,2,72,17,3813878.08499583
"704",704,1,16,31,8,920790.214419462
"705",705,2,2,3,1,6.54557334513636e-20
"706",706,1,6,122,28,8612179.17556857
"707",707,1,11,114,27,7799786.86308987
"708",708,1,28,132,31,10062705.5561862
"709",709,2,7,42,10,528440.174749835
"710",710,2,13,128,30,9806061.14013575
"711",711,2,19,67,16,4635081.30138155
"712",712,1,4,113,26,7662868.46025462
"713",713,1,16,55,13,2795654.26801195
"714",714,2,27,84,20,3704039.19070375
"715",715,1,8,11,3,24573.2072495112
"716",716,2,19,75,18,4688939.41249111
"717",717,1,22,146,34,10425119.6955248
"718",718,2,6,150,35,11783882.8242396
"719",719,1,16,38,9,1518968.00320188
"720",720,1,24,130,30,9203954.82943116
"721",721,1,5,114,27,7781193.06190823
"722",722,1,22,85,20,5774914.03037887
"723",723,2,23,137,32,11017780.092589
"724",724,2,16,115,27,6949330.44643236
"725",725,1,23,106,25,6432173.3022835
"726",726,1,24,114,27,8606201.23859256
"727",727,1,2,73,17,4114775.1026207
"728",728,2,18,28,7,243261.518553636
"729",729,1,26,79,19,4615679.08261966
"730",730,1,11,31,8,1075049.24458632
"731",731,2,30,25,6,152701.295805833
"732",732,1,17,8,2,7486.63019561987
"733",733,2,10,113,26,8661297.97865448
"734",734,1,25,44,11,2345529.23512792
"735",735,1,5,39,9,1624636.62420902
"736",736,1,27,88,21,5871636.92504874
"737",737,1,16,19,5,331603.354475339
"738",738,1,14,77,18,4737992.95381082
"739",739,1,17,86,20,4811664.78113426
"740",740,1,12,29,7,872497.883592207
"741",741,1,7,108,25,6980453.49738611
"742",742,2,26,127,29,9421061.57091271
"743",743,2,21,110,26,7299862.14961766
"744",744,1,13,84,20,4237066.2999419
"745",745,1,29,67,16,3789618.99038629
"746",746,2,17,50,12,1615125.53896253
"747",747,1,22,42,10,2227512.33693675
"748",748,2,22,28,7,197747.81798343
"749",749,1,17,137,32,10545413.6378879
"750",750,1,8,63,15,4126578.46550054
"751",751,2,18,103,24,7831223.17834283
"752",752,1,9,57,14,2402537.58033334
"753",753,2,8,19,5,30749.5240772087
"754",754,1,23,103,24,7367914.7290184
"755",755,1,6,133,31,10579011.8749758
"756",756,2,23,84,20,5170080.96643832
"757",757,1,11,47,11,2717805.77875269
"758",758,2,15,135,31,9833028.84908005
"759",759,2,24,142,33,11169740.4737251
"760",760,2,15,23,6,168550.9785987
"761",761,1,23,56,13,3166240.16214183
"762",762,2,2,122,28,9783519.90023379
"763",763,2,23,109,25,8817467.36514945
"764",764,1,7,124,29,7441058.60005631
"765",765,2,24,9,3,30.5070648813249
"766",766,2,13,70,16,3600116.79517698
"767",767,1,15,2,1,0.00588742122753886
"768",768,2,26,44,11,1034201.49718172
"769",769,2,16,40,10,922596.651294445
"770",770,2,1,130,30,9594104.31989979
"771",771,2,15,146,34,10671460.2146136
"772",772,1,8,130,30,9850816.76145733
"773",773,2,22,131,30,9028148.70737768
"774",774,2,26,74,17,4906596.49687989
"775",775,1,10,61,14,2971071.37283955
"776",776,2,10,59,14,3371510.10669383
"777",777,2,7,89,21,5702482.09837331
"778",778,1,14,88,21,5732108.14292256
"779",779,1,9,135,31,9400566.81497023
"780",780,1,6,121,28,8711405.74661355
"781",781,2,4,50,12,1466259.51775651
"782",782,2,29,53,13,2746871.55721824
"783",783,2,8,20,5,20080.2032679139
"784",784,1,16,106,25,5375344.97220211
"785",785,1,8,89,21,6158479.16314023
"786",786,1,27,136,32,10023667.5638531
"787",787,2,12,129,30,10111823.2387256
"788",788,2,11,51,12,1035365.70700523
"789",789,2,9,108,25,7221032.5956794
"790",790,2,2,14,4,1373.89197510324
"791",791,2,7,116,27,8623394.94240637
"792",792,2,28,62,15,3479390.35108293
"793",793,2,27,58,14,1352660.45085174
"794",794,2,7,134,31,10422712.8771302
"795",795,1,10,107,25,7107795.52258311
"796",796,1,9,89,21,5246100.47478877
"797",797,1,13,90,21,6067181.46111324
"798",798,1,19,75,18,4182735.60908965
"799",799,2,7,15,4,318.448151986437
"800",800,1,11,109,25,7321379.01007795
"801",801,1,5,126,29,8868156.78078318
"802",802,1,30,115,27,7611619.17816726
"803",803,1,10,5,2,62.1943485380111
"804",804,1,13,89,21,5837070.2779666
"805",805,1,20,75,18,4682019.12373363
"806",806,2,6,128,30,9239754.30287862
"807",807,2,26,25,6,50222.8595896775
"808",808,1,3,88,21,5660555.66222968
"809",809,2,17,101,24,6896589.34356945
"810",810,1,22,39,9,2050077.8289834
"811",811,2,22,96,22,7085121.39453056
"812",812,2,27,124,29,9084171.63701053
"813",813,1,23,94,22,6525090.38751522
"814",814,1,16,14,4,142118.3302147
"815",815,2,16,111,26,6859384.79966268
"816",816,1,24,17,4,248359.956597914
"817",817,2,25,45,11,978798.24434285
"818",818,1,26,98,23,6926924.72176098
"819",819,2,26,139,32,10908544.2851376
"820",820,2,3,88,21,5922532.06190524
"821",821,1,4,119,28,9640415.96365301
"822",822,2,26,15,4,4155.04907005904
"823",823,1,23,84,20,5687961.7435843
"824",824,1,1,108,25,7830323.78291668
"825",825,1,13,109,25,7236276.19385744
"826",826,2,4,10,3,6.47303801107002
"827",827,2,26,17,4,7753.1086296745
"828",828,2,21,22,6,106916.506803536
"829",829,1,20,143,33,8959318.9436267
"830",830,2,12,116,27,8258476.52643828
"831",831,1,21,6,2,510.089951417035
"832",832,2,5,21,5,109749.997371415
"833",833,2,24,21,5,14521.9141571552
"834",834,1,2,17,4,244721.43908222
"835",835,1,23,134,31,10346073.9699003
"836",836,2,19,50,12,1205188.43979521
"837",837,2,26,18,5,5043.66235461148
"838",838,2,10,70,16,4399220.67982354
"839",839,2,19,108,25,8640221.26692623
"840",840,1,19,43,10,1863268.55622499
"841",841,2,10,75,18,3492486.62377752
"842",842,1,29,128,30,10271285.2398214
"843",843,2,29,63,15,3933074.90621859
"844",844,1,17,56,13,3062913.33299474
"845",845,1,18,120,28,7990241.16517486
"846",846,2,24,56,13,2213116.0702016
"847",847,2,20,109,25,8576466.81315681
"848",848,2,29,132,31,9012541.2681387
"849",849,1,3,100,23,7620439.77368755
"850",850,1,28,31,8,926025.652002143
"851",851,1,27,135,31,9538636.09602153
"852",852,2,10,111,26,7488944.70902273
"853",853,1,4,22,6,515502.523145335
"854",854,2,13,11,3,54.6453757335909
"855",855,2,1,105,24,7719835.58372555
"856",856,2,10,109,25,7104092.98340487
"857",857,1,28,135,31,11078865.8115618
"858",858,1,27,45,11,2284442.72935053
"859",859,1,14,22,6,374740.015067953
"860",860,2,11,26,6,267881.697302414
"861",861,2,15,112,26,7620528.98565548
"862",862,1,8,136,32,9639510.50622458
"863",863,1,10,29,7,813160.4930429
"864",864,1,4,75,18,4259391.25462196
"865",865,1,27,35,8,1396233.41212226
"866",866,1,6,142,33,11233652.3499439
"867",867,1,13,21,5,440337.799012547
"868",868,1,23,64,15,3794238.55739928
"869",869,1,13,107,25,8158550.54269035
"870",870,2,12,46,11,1212457.97799673
"871",871,2,28,121,28,9479295.24637992
"872",872,1,18,77,18,4445084.45373191
"873",873,1,27,112,26,8155902.56149205
"874",874,1,30,93,22,5688301.68104711
"875",875,1,28,133,31,9759296.13696213
"876",876,2,1,47,11,2424832.09282628
"877",877,2,25,61,14,2759563.62769151
"878",878,2,4,60,14,3047748.96832515
"879",879,2,28,22,6,40291.980360833
"880",880,2,27,15,4,379.030491743193
"881",881,1,18,106,25,8556754.97388744
"882",882,2,25,93,22,6401918.87562393
"883",883,1,26,120,28,9285445.62575739
"884",884,1,8,30,7,914499.46504859
"885",885,2,4,127,29,9031066.70486803
"886",886,2,27,127,29,9154132.87492135
"887",887,2,1,11,3,181.391436990741
"888",888,2,25,83,19,5170565.81972946
"889",889,1,12,49,12,2089518.99979966
"890",890,1,20,96,22,5762085.21781481
"891",891,1,24,112,26,8333695.48379347
"892",892,2,11,37,9,862444.92957689
"893",893,1,2,132,31,9132842.47968102
"894",894,2,24,105,24,7871206.02503811
"895",895,2,25,98,23,6505646.11911531
"896",896,2,7,30,7,343221.216094416
"897",897,2,8,105,24,6845797.23528909
"898",898,2,28,28,7,172467.161139528
"899",899,1,7,59,14,3429728.77494135
"900",900,2,26,98,23,7064055.66705956
"901",901,1,5,90,21,6769927.39254758
"902",902,2,21,6,2,0.128751819680039
"903",903,1,25,107,25,8648769.42496419
"904",904,1,16,27,7,614300.621097977
"905",905,2,20,127,29,9041870.16350519
"906",906,1,18,87,20,6262716.63625617
"907",907,2,21,100,23,7148496.93458075
"908",908,2,4,23,6,77096.0044620699
"909",909,2,29,33,8,575340.953401643
"910",910,1,2,144,33,10386436.0746828
"911",911,2,1,148,34,12056252.0039867
"912",912,1,18,53,13,3506584.39413052
"913",913,1,4,115,27,6682687.67012039
"914",914,1,15,144,33,10121701.0991018
"915",915,2,12,39,9,924309.207479135
"916",916,1,14,92,21,4969255.38852948
"917",917,1,10,34,8,988776.953251923
"918",918,1,8,146,34,11209305.2626557
"919",919,2,20,102,24,6571568.75975848
"920",920,1,22,141,33,10158837.5112079
"921",921,2,6,47,11,1279653.25341808
"922",922,1,24,62,15,2443096.57569619
"923",923,1,27,140,32,11045093.5941774
"924",924,2,17,2,1,0
"925",925,1,23,141,33,10989436.4841932
"926",926,1,17,19,5,341697.612556467
"927",927,2,23,115,27,8651890.14479106
"928",928,1,14,139,32,9599702.08100424
"929",929,2,17,80,19,5203984.95802263
"930",930,1,10,83,19,5383560.16121801
"931",931,2,4,11,3,165.787195701501
"932",932,1,13,2,1,0.0252863732634323
"933",933,1,30,87,20,5574654.44623895
"934",934,2,2,89,21,6223014.95354726
"935",935,2,27,121,28,8801752.33187156
"936",936,2,3,16,4,4889.71701267973
"937",937,2,19,131,30,9725702.91389374
"938",938,2,11,92,21,6480087.8745906
"939",939,2,25,128,30,9523605.2147186
"940",940,2,10,142,33,11247512.2147445
"941",941,1,2,76,18,4811301.65565162
"942",942,2,9,119,28,9609806.36735456
"943",943,1,29,76,18,5442056.13915457
"944",944,1,5,51,12,2942595.11737795
"945",945,1,24,106,25,7624797.46060916
"946",946,2,19,3,1,1.68027372812076e-28
"947",947,2,28,47,11,1185384.71242771
"948",948,1,2,38,9,1656439.49878162
"949",949,1,8,51,12,3130298.8645246
"950",950,2,26,112,26,8292525.12235712
"951",951,1,2,148,34,11438752.7421099
"952",952,2,5,97,23,7236771.70327214
"953",953,2,6,122,28,8767615.92323064
"954",954,1,7,20,5,390616.000011837
"955",955,1,4,123,29,9051314.37525884
"956",956,2,29,99,23,7077109.70605529
"957",957,2,19,43,10,728891.607007658
"958",958,1,22,50,12,2982865.49828635
"959",959,1,14,87,20,6703517.07080934
"960",960,1,14,111,26,8952284.13202903
"961",961,2,29,149,34,11054875.7720041
"962",962,2,28,93,22,5523202.77121622
"963",963,2,14,68,16,3832948.07430871
"964",964,2,19,49,12,1297258.05510121
"965",965,1,13,136,32,10445068.1177784
"966",966,1,8,116,27,7181934.88070274
"967",967,1,6,15,4,117256.508842662
"968",968,1,14,66,16,3780155.29572138
"969",969,2,23,85,20,5037488.20259581
"970",970,1,7,100,23,6791798.11229965
"971",971,2,12,77,18,5333583.4810085
"972",972,2,26,111,26,7107220.74175446
"973",973,2,14,104,24,7996055.61403266
"974",974,2,12,96,22,7126704.97295828
"975",975,2,21,90,21,5682392.52837141
"976",976,1,22,31,8,1041722.80185032
"977",977,2,15,68,16,4631930.90030896
"978",978,2,9,55,13,3206178.31481883
"979",979,2,21,107,25,5992962.1374743
"980",980,2,13,107,25,7797787.82303355
"981",981,1,5,70,16,3480024.55548847
"982",982,2,15,61,14,3398456.58528502
"983",983,1,9,80,19,5401462.2764706
"984",984,2,9,69,16,3905225.63428562
"985",985,2,6,5,2,2.52367173093551e-09
"986",986,1,2,108,25,7730075.60853171
"987",987,1,21,73,17,4200367.95403496
"988",988,2,7,13,3,389.099839716016
"989",989,1,28,23,6,547564.063825976
"990",990,1,16,97,23,6393291.89537508
"991",991,2,24,136,32,10931523.9083555
"992",992,2,17,135,31,9420935.8998575
"993",993,1,2,14,4,105819.964932129
"994",994,2,8,120,28,8106235.6485497
"995",995,2,26,126,29,9320016.17163714
"996",996,1,21,115,27,8121729.22778872
"997",997,1,30,142,33,10386329.8132469
"998",998,1,17,97,23,7074604.47873878
"999",999,2,29,50,12,1117910.88731536
"1000",1000,1,27,2,1,0.000682991400269473
"1001",1001,1,9,13,3,111282.261285791
"1002",1002,2,8,50,12,1041811.36415506
"1003",1003,1,18,92,21,5083894.97831208
"1004",1004,2,20,14,4,37.1167587263187
"1005",1005,2,1,8,2,5.22663207061054
"1006",1006,2,1,56,13,3004936.91026862
"1007",1007,2,14,148,34,11968681.7663636
"1008",1008,1,9,7,2,722.685157366892
"1009",1009,2,26,116,27,8230504.97052209
"1010",1010,1,12,57,14,2447394.96416263
"1011",1011,2,22,137,32,9896261.37238499
"1012",1012,1,8,59,14,3101174.29795232
"1013",1013,1,7,53,13,2716974.66746358
"1014",1014,2,24,13,3,245.165875194204
"1015",1015,1,25,125,29,10249560.8040572
"1016",1016,2,28,94,22,5742953.69951077
"1017",1017,2,6,22,6,192767.160165925
"1018",1018,1,22,142,33,10718562.6528642
"1019",1019,2,5,53,13,2942110.62525935
"1020",1020,2,3,49,12,632735.760609342
"1021",1021,1,17,61,14,3002200.85928124
"1022",1022,1,9,34,8,1263581.01991166
"1023",1023,2,18,5,2,3.93083947504206
"1024",1024,2,24,93,22,6122267.64317673
"1025",1025,1,9,44,11,2287966.94492727
"1026",1026,2,2,149,34,11977976.7850807
"1027",1027,1,6,58,14,3006493.85541177
"1028",1028,2,12,50,12,2003396.05885766
"1029",1029,2,8,67,16,3871250.16922305
"1030",1030,2,17,22,6,94008.7085450025
"1031",1031,1,11,111,26,8074013.87444144
"1032",1032,1,16,33,8,1091088.56345922
"1033",1033,2,17,51,12,3072390.39138587
"1034",1034,2,14,134,31,9724815.1139289
"1035",1035,1,11,139,32,10377351.8631788
"1036",1036,1,15,18,5,215006.001051365
"1037",1037,1,7,115,27,9009520.12862537
"1038",1038,1,9,137,32,10301292.48116
"1039",1039,2,13,16,4,2358.59423828685
"1040",1040,2,15,109,25,8337755.56671581
"1041",1041,2,2,71,17,3533721.89080153
"1042",1042,2,2,76,18,5310924.63591541
"1043",1043,2,18,61,14,3902747.12982233
"1044",1044,2,12,80,19,4583479.07682296
"1045",1045,2,29,103,24,7452663.94460777
"1046",1046,2,11,84,20,5500659.6302304
"1047",1047,2,20,137,32,10721409.8100726
"1048",1048,1,17,24,6,386084.519040574
"1049",1049,2,30,18,5,213.432772030955
"1050",1050,2,14,62,15,4449515.51222105
"1051",1051,2,19,106,25,6453363.28676357
"1052",1052,1,12,71,17,4440344.32900399
"1053",1053,2,22,80,19,4390789.33764936
"1054",1054,1,18,62,15,3445720.76583337
"1055",1055,2,11,89,21,5741993.30240959
"1056",1056,2,14,15,4,3609.80111176405
"1057",1057,1,7,52,12,2722154.76730998
"1058",1058,2,24,31,8,391911.929695305
"1059",1059,2,16,71,17,4904097.33258456
"1060",1060,1,1,88,21,4827226.08154184
"1061",1061,2,17,126,29,8089374.19745599
"1062",1062,1,10,38,9,1478145.041055
"1063",1063,2,10,34,8,329803.752834625
"1064",1064,2,10,80,19,5635618.66095853
"1065",1065,1,8,62,15,4206757.22547882
"1066",1066,2,8,106,25,8064422.40028757
"1067",1067,2,29,60,14,3984219.63194011
"1068",1068,1,15,31,8,1003807.57286569
"1069",1069,1,8,94,22,5597737.60369916
"1070",1070,2,11,146,34,11932404.9697663
"1071",1071,2,27,82,19,4481098.0192089
"1072",1072,1,7,15,4,193100.773090297
"1073",1073,1,2,130,30,9329395.33661721
"1074",1074,1,23,49,12,2954845.69004355
"1075",1075,1,4,43,10,1953514.23611709
"1076",1076,1,21,32,8,833733.722369996
"1077",1077,2,27,37,9,704594.005684319
"1078",1078,2,26,119,28,8343903.78538752
"1079",1079,1,23,75,18,5316542.98127471
"1080",1080,1,15,90,21,6232807.12501564
"1081",1081,1,20,92,21,5460097.48861868
"1082",1082,1,30,122,28,9124379.61275181
"1083",1083,2,19,2,1,0
"1084",1084,1,30,124,29,9790170.67585169
"1085",1085,2,16,70,16,3784075.7497297
"1086",1086,1,4,116,27,8883201.73436232
"1087",1087,1,19,133,31,9737830.73180906
"1088",1088,1,1,9,3,12723.3605635999
"1089",1089,1,17,49,12,2638716.97219176
"1090",1090,2,28,20,5,2899.09974802499
"1091",1091,1,20,60,14,3492701.68660346
"1092",1092,2,7,105,24,7706927.88598623
"1093",1093,1,12,102,24,8036823.84753022
"1094",1094,1,30,86,20,4646373.32298057
"1095",1095,1,26,111,26,7586848.21716762
"1096",1096,2,4,93,22,6047658.41234191
"1097",1097,2,3,22,6,34258.874260046
"1098",1098,1,20,10,3,6216.40240264123
"1099",1099,1,11,143,33,11034146.1406444
"1100",1100,2,22,73,17,4517677.77319596
"1101",1101,1,9,20,5,321732.123042727
"1102",1102,2,14,6,2,0.0199943133861269
"1103",1103,2,26,143,33,9416195.84710263
"1104",1104,2,27,61,14,3790639.73256879
"1105",1105,1,28,150,35,11521112.6028368
"1106",1106,1,3,46,11,2610394.29167146
"1107",1107,1,14,46,11,1850081.11757501
"1108",1108,1,11,14,4,131823.490231536
"1109",1109,2,10,7,2,0.319146056245517
"1110",1110,2,20,7,2,0.447551409409445
"1111",1111,2,4,53,13,1850019.29427906
"1112",1112,1,11,135,31,10376629.1597313
"1113",1113,1,29,2,1,0.0369655743493765
"1114",1114,2,20,88,21,5779035.39325716
"1115",1115,1,21,11,3,65520.0521158689
"1116",1116,1,13,43,10,2029412.3801633
"1117",1117,1,14,86,20,6009608.08261677
"1118",1118,1,8,113,26,8412774.60507252
"1119",1119,1,29,115,27,8608721.75734388
"1120",1120,1,2,116,27,8714208.76053566
"1121",1121,2,29,20,5,3682.15679704003
"1122",1122,1,16,100,23,7369813.85038753
"1123",1123,2,15,116,27,7942834.45883281
"1124",1124,1,27,146,34,9840362.77866855
"1125",1125,1,3,128,30,9886485.60678462
"1126",1126,1,28,73,17,4205060.25353707
"1127",1127,1,3,146,34,10760604.6752999
"1128",1128,1,9,67,16,4629337.10400925
"1129",1129,1,8,48,11,2320562.2349285
"1130",1130,1,19,5,2,90.6268519242355
"1131",1131,1,14,64,15,3862709.27594449
"1132",1132,2,19,14,4,2775.6857978992
"1133",1133,1,18,51,12,2539150.8758679
"1134",1134,2,4,92,21,6308607.85003989
"1135",1135,1,19,34,8,835269.620831223
"1136",1136,1,3,116,27,7816655.08412337
"1137",1137,1,11,3,1,0.599640115281949
"1138",1138,2,19,38,9,625150.41426662
"1139",1139,1,2,90,21,6560728.01180879
"1140",1140,1,16,102,24,7103156.89278893
"1141",1141,1,11,148,34,10186364.9331695
"1142",1142,2,1,15,4,227.004659010527
"1143",1143,2,27,106,25,7159149.70532435
"1144",1144,1,27,144,33,11503296.3287859
"1145",1145,1,23,123,29,9363096.51729329
"1146",1146,2,5,102,24,7598510.35338027
"1147",1147,1,6,116,27,7745469.8921343
"1148",1148,2,18,79,19,5879780.78276182
"1149",1149,1,16,122,28,8283846.69694535
"1150",1150,2,24,16,4,6882.7748076661
"1151",1151,1,28,37,9,1795800.0252112
"1152",1152,1,27,86,20,5798732.69217951
"1153",1153,2,10,118,27,8392422.47794483
"1154",1154,1,8,123,29,7956218.20987739
"1155",1155,2,10,44,11,1284762.49688537
"1156",1156,1,24,133,31,10227561.1464247
"1157",1157,2,5,101,24,7644194.66981152
"1158",1158,1,12,35,8,1203155.13113187
"1159",1159,1,17,47,11,2482879.31508105
"1160",1160,1,18,111,26,7985165.43724314
"1161",1161,1,22,69,16,3124051.14874059
"1162",1162,2,3,89,21,6324768.33232502
"1163",1163,2,22,45,11,948122.390788724
"1164",1164,1,7,16,4,124053.696864666
"1165",1165,1,3,103,24,6787359.99582123
"1166",1166,1,26,95,22,7188934.7046654
"1167",1167,2,9,109,25,8491279.79287513
"1168",1168,1,22,58,14,3539702.83172163
"1169",1169,1,22,8,2,11375.6108166825
"1170",1170,2,27,115,27,7534906.80183331
"1171",1171,2,30,44,11,974036.610557934
"1172",1172,1,16,47,11,2018531.08002931
"1173",1173,2,25,26,6,73473.808818218
"1174",1174,1,24,26,6,703845.686649072
"1175",1175,2,27,139,32,10362096.0713829
"1176",1176,1,28,94,22,6677072.22479767
"1177",1177,1,15,20,5,169453.386523011
"1178",1178,2,5,147,34,11745144.0640391
"1179",1179,2,15,77,18,5297590.59363154
"1180",1180,2,27,79,19,4885252.38309105
"1181",1181,1,7,133,31,10113791.647946
"1182",1182,2,13,46,11,756607.928580804
"1183",1183,2,8,47,11,1202507.25272254
"1184",1184,2,20,15,4,1546.64781154882
"1185",1185,1,5,18,5,232214.052604788
"1186",1186,1,17,108,25,8596427.78036659
"1187",1187,2,14,120,28,8160244.92902414
"1188",1188,1,23,20,5,323485.987101541
"1189",1189,1,5,82,19,4663819.45227639
"1190",1190,2,22,15,4,182.215664077135
"1191",1191,2,29,131,30,10305970.1923558
"1192",1192,1,15,51,12,2812277.75288547
"1193",1193,1,28,88,21,5934103.12712887
"1194",1194,2,5,133,31,8632746.08414862
"1195",1195,1,13,68,16,3838474.8481801
"1196",1196,2,8,3,1,3.19038227037629e-25
"1197",1197,2,25,147,34,12504259.4022994
"1198",1198,1,28,15,4,149037.769491919
"1199",1199,2,3,93,22,7277820.17155061
"1200",1200,2,22,50,12,2832078.54173144
"1201",1201,2,5,83,19,5308687.59396621
"1202",1202,2,23,23,6,84906.8263501565
"1203",1203,2,16,72,17,4710713.2875532
"1204",1204,1,30,27,7,718199.494152317
"1205",1205,2,28,96,22,6864450.53719167
"1206",1206,2,5,72,17,3964776.52973549
"1207",1207,2,3,107,25,8020999.42512829
"1208",1208,1,26,86,20,6362239.68058742
"1209",1209,2,16,31,8,615964.971128881
"1210",1210,2,22,127,29,8155648.71116947
"1211",1211,2,15,21,5,26964.7103474499
"1212",1212,1,19,92,21,6254433.98967008
"1213",1213,1,13,5,2,28.8310961863785
"1214",1214,1,18,36,9,1483683.28439204
"1215",1215,2,28,72,17,4265901.35217692
"1216",1216,1,27,105,24,8417434.7045735
"1217",1217,1,7,60,14,3127798.43995574
"1218",1218,2,9,137,32,10780582.3430853
"1219",1219,2,3,26,6,73399.3630533777
"1220",1220,2,20,142,33,10000516.4298108
"1221",1221,1,3,30,7,1058779.05615914
"1222",1222,1,14,132,31,9369427.24483575
"1223",1223,1,4,3,1,0.682832468162144
"1224",1224,1,25,102,24,7053020.48479288
"1225",1225,2,17,103,24,8028228.15896126
"1226",1226,1,22,59,14,3401578.44554474
"1227",1227,1,27,36,9,809580.659533655
"1228",1228,2,21,73,17,5102042.44432848
"1229",1229,1,25,83,19,5079736.81537676
"1230",1230,2,2,133,31,10382668.7438944
"1231",1231,1,9,54,13,3194736.72332939
"1232",1232,1,12,92,21,5917187.14068469
"1233",1233,2,9,132,31,10057833.7123965
"1234",1234,2,12,108,25,7987245.138806
"1235",1235,2,26,84,20,5288731.76541539
"1236",1236,2,3,51,12,2549960.58999351
"1237",1237,1,24,13,3,129591.836410262
"1238",1238,1,9,64,15,3723855.8841852
"1239",1239,2,12,115,27,7951194.43994835
"1240",1240,2,9,3,1,9.87704844492541e-18
"1241",1241,1,16,22,6,378736.019834279
"1242",1242,2,25,17,4,48074.2166509262
"1243",1243,2,28,116,27,8048252.31637075
"1244",1244,1,24,78,18,5831389.52309282
"1245",1245,1,23,26,6,692809.689380059
"1246",1246,2,24,148,34,11203746.5378866
"1247",1247,2,5,8,2,4.20387999869883
"1248",1248,1,16,124,29,10227649.1712339
"1249",1249,2,8,32,8,515392.849089088
"1250",1250,1,26,31,8,1156139.73681544
"1251",1251,2,15,55,13,3519178.15252396
"1252",1252,2,10,147,34,12451181.3896388
"1253",1253,2,8,23,6,100506.919395772
"1254",1254,1,18,67,16,4544490.60092582
"1255",1255,2,17,99,23,7218267.69912447
"1256",1256,1,7,25,6,531432.813571953
"1257",1257,1,16,59,14,3616194.6360003
"1258",1258,1,12,144,33,11607699.9382277
"1259",1259,2,27,118,27,7969639.726715
"1260",1260,1,23,115,27,8534928.11278822
"1261",1261,2,28,37,9,724417.859986193
"1262",1262,2,22,147,34,11687136.3176531
"1263",1263,1,20,108,25,7353873.89057473
"1264",1264,2,17,109,25,7626728.49684581
"1265",1265,1,1,27,7,846912.467567352
"1266",1266,2,21,74,17,4088044.24892106
"1267",1267,1,14,137,32,10904770.2630618
"1268",1268,1,2,54,13,2780557.54109871
"1269",1269,2,18,98,23,5957163.8940481
"1270",1270,2,29,27,7,592172.049469059
"1271",1271,1,20,113,26,8151811.9747545
"1272",1272,2,14,58,14,3126285.99794269
"1273",1273,2,19,39,9,859955.313533184
"1274",1274,2,27,11,3,9.60969766276548
"1275",1275,1,25,33,8,777096.834866299
"1276",1276,1,6,80,19,5822948.95759438
"1277",1277,1,28,128,30,9815466.86535043
"1278",1278,2,5,117,27,7701340.59598041
"1279",1279,2,21,122,28,7760224.89911816
"1280",1280,2,20,17,4,216.713197722981
"1281",1281,1,15,101,24,6971158.62957588
"1282",1282,2,10,37,9,493090.973890042
"1283",1283,1,3,130,30,7180039.66466575
"1284",1284,2,27,55,13,2914021.743386
"1285",1285,2,11,54,13,3542675.95748482
"1286",1286,1,29,29,7,760161.230054793
"1287",1287,2,12,67,16,4044897.20390926
"1288",1288,1,24,30,7,802009.49195723
"1289",1289,1,2,44,11,2124433.16974065
"1290",1290,1,7,65,15,3252792.72890909
"1291",1291,2,23,31,8,140005.445734298
"1292",1292,2,30,3,1,2.91205928861668e-12
"1293",1293,1,25,141,33,11426557.570827
"1294",1294,1,28,143,33,11694293.030879
"1295",1295,1,12,40,10,1825783.03707633
"1296",1296,1,10,54,13,2674743.7753524
"1297",1297,2,5,6,2,0.0311400225450003
"1298",1298,2,24,62,15,3919177.41686881
"1299",1299,2,30,9,3,7.99470532036178
"1300",1300,1,15,133,31,10948061.3365988
"1301",1301,1,16,65,15,4185810.84121979
"1302",1302,1,19,83,19,4398535.74168845
"1303",1303,1,11,72,17,4847102.88833611
"1304",1304,1,15,112,26,8420557.20973564
"1305",1305,1,5,133,31,10051395.0364949
"1306",1306,2,6,60,14,3137522.0760092
